	151	150	153	152	155	157	156	158	171	170	146	147	145	148	168	165	166	167	160	161	162	163
151	0.0	0.012495976	0.061357464	0.052079893	0.12824545	0.454714373	0.80874385	0.48268311	0.676286396	0.611233202	0.838006663	0.719454414	0.726100704	0.715153212	0.647285305	0.403904018	0.66528856	0.591908723	0.021543974	0.043786482	0.044104108	0.037117406
150	0.012495976	0.0	0.067422784	0.045200751	0.13665324	0.462166211	0.815242726	0.490535992	0.68269653	0.618650946	0.843089199	0.723397036	0.730565694	0.719187176	0.653383753	0.410416932	0.67120886	0.598077273	0.027235166	0.051430926	0.03721465	0.030807554
153	0.061357464	0.067422784	0.0	0.109213295	0.07736081	0.403707059	0.757664512	0.42953006	0.62518154	0.56096609	0.802049419	0.694226462	0.700398646	0.689838854	0.595526153	0.352307226	0.61356166	0.540688783	0.063510154	0.030465234	0.100566096	0.092092182
152	0.052079893	0.045200751	0.109213295	0.0	0.172970093	0.49977009	0.858081933	0.527017993	0.721961719	0.657483737	0.873818144	0.749701693	0.760582385	0.748110039	0.694678852	0.453745965	0.714654217	0.640044394	0.058053407	0.088154803	0.013845697	0.019825787
155	0.12824545	0.13665324	0.07736081	0.172970093	0.0	0.330612995	0.68930321	0.357654046	0.553628048	0.488552882	0.764561833	0.672443198	0.670908322	0.660427648	0.525666181	0.284189718	0.545858752	0.471001619	0.131849052	0.096210962	0.164861868	0.157372728
157	0.454714373	0.462166211	0.403707059	0.49977009	0.330612995	0.0	0.387341161	0.212627565	0.228237009	0.168495001	0.594736192	0.759394255	0.715007119	0.683425975	0.208845638	0.065408359	0.228035553	0.153899562	0.460016463	0.414759475	0.491228621	0.485730247
156	0.80874385	0.815242726	0.757664512	0.858081933	0.68930321	0.387341161	0.0	0.412137784	0.238947392	0.280018424	0.534157757	0.86294002	0.793566036	0.769694106	0.262474319	0.423003844	0.241447638	0.293511757	0.817619444	0.778148248	0.849663142	0.843291256
158	0.48268311	0.490535992	0.42953006	0.527017993	0.357654046	0.212627565	0.412137784	0.0	0.271477564	0.211891984	0.546481423	0.700789036	0.655610576	0.624998668	0.252400649	0.258587536	0.271901704	0.206828771	0.483818682	0.442876988	0.518493928	0.511827762
171	0.676286396	0.68269653	0.62518154	0.721961719	0.553628048	0.228237009	0.238947392	0.271477564	0.0	0.067868454	0.608386955	0.837690982	0.79053992	0.758857296	0.035709285	0.28682205	0.066753688	0.092743123	0.682891584	0.639041248	0.714020516	0.70795158
170	0.611233202	0.618650946	0.56096609	0.657483737	0.488552882	0.168495001	0.280018424	0.211891984	0.067868454	0.0	0.591059157	0.817585312	0.772078986	0.740388454	0.042737533	0.221420882	0.065083154	0.027777423	0.618949566	0.577276736	0.649757282	0.643594404
