"sample.id.string" "Chao1" "InvSimpson" "Observed" "se.chao1" "Simpson"
424 135.461538461538 3.37362170971083 116 10.7336475543007 0.703582652103067
425 177.769230769231 3.93850591244937 132 20.9971964724647 0.746096610687047
426 180.6 2.99978329459119 162 8.83260789632806 0.66664258654848
427 124.25 3.12149126660854 107 9.29687272796415 0.679640301833525
429 89.6666666666667 5.5069405824983 58 19.535954783521 0.818410969753675
430 113.5 1.44975554977549 67 23.0030720032326 0.310228541525598
431 55.1428571428571 5.19615486335272 38 11.4604922121175 0.807550000664382
432 38 4.91433536210373 27 8.46626432253018 0.796513683679105
435 81.1 11.151645546909 64 10.4094742722157 0.910327135507173
437 54.3333333333333 6.00656393314216 36 15.0536733178492 0.833515465558879
439 70 9.80632364951581 25 30.1957896781276 0.8980249851279
440 65 4.94171639607078 48 10.6522471981442 0.797641159497718
441 47.2 2.92272081072756 34 10.2100927136015 0.657853053795081
447 150.25 1.15096455946555 67 40.1299221914655 0.131163516916322
449 24.2 4.26882003998169 23 1.83670203902682 0.765743228659438
450 22.5 2.61184104641507 12 10.4796098315835 0.617128308258816
451 168.2 3.92510057318133 69 54.2275426857171 0.745229458110549
457 19.3333333333333 1.34805574801756 16 4.10571640454512 0.258190915716511
458 16 2.32445087022034 14 2.86744175568088 0.56979086423745
757 148 2.1172614407536 63 42.6429796179922 0.52769177166705
758 20 1.41372221029295 15 5.98826978350174 0.292647457386427
759 70.2 1.79264917273293 36 21.9172137268827 0.442166367401672
760 30 1.19275894143529 15 13.6271787248865 0.16160762643568
761 54 2.05338136068197 28 19.9935817890943 0.51299840392635
831 138 1.73978732050968 94 20.826953431337 0.425217100842506
832 66.75 2.0316703540572 58 6.03921301181026 0.507794166507857
833 70.5833333333333 2.14703817651849 63 5.44738934891537 0.534242096420688
834 92.4285714285714 1.64814134230261 68 15.1642881717912 0.393255921483707
836 116.833333333333 1.54662850945027 83 16.8734862786103 0.353432324640494
837 129 2.01615182627319 59 46.1940538548174 0.504005607629025
838 101.909090909091 1.62336124042746 70 16.5103066353713 0.383994162792329
839 104.090909090909 1.91622107380861 79 13.6582613624365 0.478139545761055
841 88 1.84023964173579 67 12.1995796779308 0.456592512561701
842 76.375 1.98758798698694 55 13.1437384046675 0.49687761923137
843 76 1.74399099184755 59 10.990545709088 0.426602542860258
844 134.75 1.63881346617733 88 21.8739329075359 0.38980242679322
1016 123.111111111111 1.03929249709236 57 31.8023210343312 0.0378069669532785
1017 139.75 1.05328923431978 61 38.2738807663695 0.050593163381371
1018 233.428571428571 1.0837780796992 79 71.7345201653011 0.0773018768957303
1019 353 1.11279657367491 71 148.138183423795 0.101363156881771
1020 129 1.06361410466512 59 33.3664592793807 0.0598093842363528
1024 9 2.54989562366229 9 0 0.607827084873479
1031 143.25 1.19266455712283 60 40.1292666758765 0.161541278284992
1032 154 1.37813231685766 64 44.7905009381567 0.274380269755123
1033 224.5 1.58195164673656 74 73.8252860018445 0.367869427575159
1034 23 1.11389764792721 16 7.08642302606525 0.102251448451442
1035 113 1.61190680591191 69 20.8259751017342 0.379616739421691
1040 29 1.19578771947106 25 3.88559113105328 0.163731167566817
1138 158.066666666667 2.11383506100679 86 29.0970355787953 0.526926192848882
1139 108 1.03928225723182 64 20.8257250767958 0.0377974866389545
1140 194 1.15231403706613 64 64.8661058168964 0.132181013305998
1141 12 1.1454687947067 9 4.47911821679223 0.12699498701224
1142 40 1.1111561156959 27 9.62454003229938 0.100036452237215
1145 179.428571428571 1.38967693669821 68 53.8841709080433 0.280408292321564
1153 114.6 2.80779582754437 65 24.2519873135419 0.643848747765048
1154 98 2.9935274840309 41 38.6848017816931 0.665945943261072
1155 89.5 2.21339470525079 51 22.9367323698545 0.548205298572496
1156 95 2.74400534358961 49 26.5908241659517 0.635569222801937
1157 129.125 3.57145136975194 71 29.6240452333308 0.720001787377142
1158 93.25 6.23024893770338 55 25.6048650296579 0.839492769871789
1162 55.25 1.63694921688167 29 18.7422000178789 0.3891074996786
