"OTU" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "Rank6" "Rank7" "Rank1" "Rank2" "Rank3" "Rank4" "Rank5"
"New.ReferenceOTU18" 10.7511280390385 -4.64303961158777 1.11522475274117 -4.16332187765328 3.13650723544776e-05 0.000217079316558621 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"637409" 15.0930567538699 -4.65921653285662 1.13206460400219 -4.11568078039442 3.86038282946403e-05 0.000260328380551036 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" NA NA NA NA NA NA NA NA
"716006" 100.379131061107 -2.53290119155234 0.891139987912397 -2.84231571460054 0.00447871154494275 0.0230961007121558 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" NA NA NA NA NA NA NA NA
"New.ReferenceOTU57" 7.72351811340591 -3.74182446162988 1.18264583223383 -3.163943388328 0.001556470678689 0.00909670641100463 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"New.ReferenceOTU14" 29.7704297137281 -6.04655183913091 1.01320979944495 -5.96771946189555 2.40592566263345e-09 3.33030762775051e-08 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU3819" 2.08562117441117 -3.62945864898663 1.19629088228974 -3.03392653301823 0.00241393206855327 0.0138013942180328 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"565537" 51.519702719726 -7.18752970761019 1.03603685203254 -6.93752321021146 3.99033781575422e-12 9.54053495948509e-11 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" NA NA NA NA NA NA NA NA NA
"New.ReferenceOTU9" 49.0968134673624 -7.15634624568646 1.02665326957901 -6.97055808201049 3.15686154452202e-12 8.30254586209291e-11 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" NA NA NA NA NA NA NA NA NA
"4358821" 36.9846157546322 -6.68031545352357 1.01119663832743 -6.60634658019945 3.93920088843258e-11 6.90673222438512e-10 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"604966" 21977.6798354741 -13.8518008295888 0.805973951689408 -17.1864125392067 3.35670666231611e-66 8.82813852189138e-64 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"1991307" 53.5246229689263 -7.69586063419834 0.985634957362207 -7.80802322068028 5.80918848396747e-15 2.18259510183349e-13 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
