"OTU" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "Rank1" "Rank2" "Rank3" "Rank4" "Rank5" "Rank6" "Rank7"
"FN562062" 0.395340307197918 2.46237104377791 0.797078328040769 3.08924600902204 0.0020066520337625 0.0344263903448572 "Fungi" "Ascomycota" "unidentified" "unidentified" "unidentified" "unidentified" "unculturedAscomycota" NA NA NA NA NA NA NA
"DQ421212" 1.96630983336075 2.84004037779046 0.802268940683807 3.54001038027196 0.00040011129441657 0.0235785933561533 "Fungi" "unidentified" "unidentified" "unidentified" "unidentified" "unidentified" "unculturedsoil_fungus" NA NA NA NA NA NA NA
"JQ038255" 0.237658106437508 2.29332408401632 0.796897274093773 2.87781644958476 0.00400438058070483 0.0459931712412383 "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Epicoccum" "Epicoccum_sp_TMS_2011" NA NA NA NA NA NA NA
"JF300397" 1570.27946478824 4.47431274977117 1.42099016039244 3.14872887545926 0.00163982256538698 0.0344263903448572 "Fungi" "Ascomycota" "unidentified" "unidentified" "unidentified" "unidentified" "unculturedAscomycota" NA NA NA NA NA NA NA
"DQ421278" 0.312115564706799 2.38706532501156 0.796897274093773 2.99544922866767 0.00274040918168017 0.0344263903448572 "Fungi" "unidentified" "unidentified" "unidentified" "unidentified" "unidentified" "unculturedsoil_fungus" NA NA NA NA NA NA NA
"HQ631023" 73.2688587516317 2.2986310730827 0.807079204559534 2.84808611112361 0.00439830219578462 0.0477869589920383 "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Epicoccum" "Epicoccum_sp_TMS_2011" NA NA NA NA NA NA NA
"JN906829" 1.06436133148886 2.72565492889974 0.80103198432075 3.4026792715537 0.000667285623187017 0.0268248820521181 "Fungi" "unidentified" "unidentified" "unidentified" "unidentified" "unidentified" "unculturedfungus" NA NA NA NA NA NA NA
"GQ525422" 5.89874119552978 2.96155339969172 0.804453522836332 3.68144748654952 0.000231913559834199 0.0235785933561533 "Fungi" "Ascomycota" "unidentified" "unidentified" "unidentified" "unidentified" "unculturedAscomycota" NA NA NA NA NA NA NA
"AY313025" 0.226993137968581 2.27798087784896 0.796897274093773 2.85856276825576 0.00425564906006668 0.047521414504078 "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Tremellaceae" "Bullera" "Bullera_sp_TY_143" NA NA NA NA NA NA NA
"EU673082" 1.89700036074892 2.83437748966078 0.802214154627104 3.53319306735281 0.000410572521127047 0.0235785933561533 "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Tremellaceae" "Tremella" "Tremella_encephala" NA NA NA NA NA NA NA
