"sample.id.string" "Chao1" "InvSimpson" "Observed" "se.chao1" "Simpson"
657 191.833333333333 7.16845341465327 166 12.2403883947929 0.860499895562428
658 154.333333333333 8.97123188554337 125 13.4914460948351 0.88853258808175
659 218.533333333333 9.67879170760557 202 7.78562342781734 0.896681318266804
660 142.434782608696 11.8060634689238 126 8.22701789336801 0.915297761812629
662 111.272727272727 3.32079253622648 103 5.91592884682537 0.698867065891346
663 130.333333333333 3.23716276553193 107 13.6363814095712 0.691087513223735
664 70.6666666666667 1.79785728435369 48 14.9065544986726 0.443782324268586
665 148 3.02664155966076 109 20.5688025450715 0.669600783479599
667 173.5 4.09856068204137 114 28.1845395721373 0.756011908184819
668 108.25 2.632761033774 82 15.4698351498446 0.620170616637195
669 126.1 2.50098819710993 109 10.4109696463395 0.600158049064138
670 116.882352941176 2.8287940792774 102 8.21058181165747 0.646492472772905
672 83.5454545454545 3.10387883393216 74 6.56589567443686 0.67782247519851
673 57.5 3.4176644257827 41 12.8912413390204 0.707402519552228
674 82 2.56049937364779 65 10.6534965555341 0.609451183510598
675 91.4615384615385 2.34217593051234 81 6.75244614591141 0.573046590150359
677 147.5 3.47437198686395 109 22.9432501182527 0.712178199749238
678 90.6666666666667 3.42025181676805 68 14.9093793626158 0.707623867021305
679 50.625 2.17205769645958 45 4.81169544691694 0.539607073223707
680 166.666666666667 2.35690899450716 99 36.834702358503 0.575715480601701
692 73.1 1.06706108634575 56 10.409015638683 0.0628465297852878
693 74 1.09842265911492 55 11.6103262087968 0.0896036314420448
694 62.1666666666667 2.87981124856523 53 7.37757235089824 0.652755019795754
695 97.1428571428571 1.10349768510253 61 20.8146439403365 0.0937905774518373
697 44.75 1.02022462959747 35 7.19677299863797 0.0198237025560283
698 68.1666666666667 1.21091943373573 53 10.8530981974811 0.174181227800631
699 78 2.12653655653953 66 7.959190784792 0.529751794332058
700 64 1.70858836960278 61 2.75075747143703 0.414721522286562
