"sample.id.string" "Chao1" "InvSimpson" "Observed" "se.chao1" "Simpson"
145 2995.59768211921 5.29537163035114 2285 61.0444656888131 0.811155841401505
146 2797.36852207294 20.6058081670017 2156 58.6802319434892 0.951469993707822
147 2688.43863636364 6.41296543545067 1929 69.9355250698713 0.844065898987693
148 2971.02734375 5.13509291083442 2165 70.2458612368868 0.805261556633158
150 529.815384615385 1.44216574972262 339 40.865540227411 0.306598426573135
151 563.018867924528 1.64780772820419 329 51.4106581459636 0.393133080465755
152 364.122448979592 1.14721714893754 228 33.9267096142468 0.128325443072288
153 657.2625 1.58981003491091 411 47.1167402413285 0.370994031965563
155 536.782608695652 1.69416599367022 284 57.3861549992989 0.409739067047607
156 1210.138996139 6.70921405217215 1072 22.3026938336776 0.850951245224283
157 673.775862068966 2.67024431183906 351 65.1711722831162 0.625502432280708
158 486 3.69024225073003 306 40.3603899557257 0.729015080296647
160 285.857142857143 1.39548215960453 173 34.587770986675 0.283401802654793
161 497.785714285714 1.44532623517449 336 35.0477028767846 0.308114683271301
162 333 1.19303885338631 244 24.8413989196557 0.161804330880245
163 378.32 1.27533558213332 254 31.3716031534283 0.215892652875529
165 965.777777777778 2.70549994242076 666 47.1831261016974 0.630382546190245
166 1273.32 2.3382443237306 864 55.9836693952614 0.572328695572527
167 836.20618556701 2.13249465854226 523 53.9367647078868 0.531065648397176
168 809.609756097561 1.88012929792606 480 59.2577606971116 0.468121686575979
170 670 2.06810384825918 425 47.2857957880928 0.516465287349207
171 633.378787878788 1.95393379538977 392 49.1940500120263 0.488211933096474
172 862.241379310345 2.70405581175054 490 64.2549220699762 0.630185147934272
173 426.8 1.70527660176684 249 43.222989345786 0.413584870065129
175 648.430769230769 1.80255605846535 378 54.2452014475815 0.445232232693293
176 592.477611940299 1.84616105131052 360 47.4908200726033 0.458335447338065
177 613.0625 2.09193998291948 428 35.5917486341932 0.521974813730356
178 506.120689655172 1.41901547454225 303 44.506263146372 0.295286050123883
