	sequences per sample	iteration	1026	1028	1019	424	761	1143	764	1150	1146	448	459	1017	1147	1144	434	762	765	760	432	429	836	1032	1035	456	759	436	758	451	1016	452	1018	1151	460	450	431	1037	442	457	1031	454	833	1022	455	461	447	1029	757	453	1040	1145	1020	1142	1138	1156	1033	1148	1039	449	1038	458	1025	1021	1034	1153	1154	1152	1023	437	844	839	843	1036	842	1141	430	1149	766	838	841	1030	1027	1024	440	441	763	435	439	837	426	427
alpha_rarefaction_10_0.txt	10	0	0.01636	0.19479	1.10325	0.372	0.92981	0.01636	0.62807	0.40875	0.57343	1.02175	0.38216	0.94368	0.4777	0.33147	0.14869	0.38572	0.01636	0.4971	1.07165	0.89876	0.01636	0.36844	0.54174	0.03278	0.53684	0.01636	0.61681	0.7899	0.51248	0.03278	0.95902	0.4139	0.52775	0.88105	1.00609	0.03536	0.01636	0.43807	0.1161	0.31688	0.16891	0.90285	0.11411	0.01636	1.1306	0.1705	0.4139	0.18116	0.56643	0.06966	1.14499	0.06668	0.67963	0.19299	0.09043	0.36923	0.40143	0.77015	0.36695	0.55202	0.03278	0.3255	0.36363	0.06614	0.05226	0.3723	0.37501	0.03278	0.01636	0.01636	0.01636	0.59646	0.03278	0.26824	0.73696	0.01636	0.01636	0.01636	0.03278	0.01636	0.31688	0.36695	0.01636	0.37137	0.03278	0.17395	0.1705	0.01636	0.683	0.372
alpha_rarefaction_10_1.txt	10	1	0.31688	0.1039	0.61707	0.683	0.95916	0.83781	0.38154	0.68888	0.34789	0.52818	0.01636	1.02899	0.56771	0.38453	0.04551	0.01636	0.38636	0.33147	1.21609	0.76944	0.02041	0.18384	0.06668	0.03732	0.51634	0.07978	0.55859	0.80819	0.55901	0.01636	0.41987	0.83528	0.01636	1.04958	1.09044	0.03278	0.01636	0.32773	0.4361	0.49386	0.34362	0.50339	0.38216	0.42236	1.09777	0.03278	0.34789	0.3333	0.42524	0.32864	0.66841	0.29212	0.98767	0.08855	0.09276	0.48561	0.38767	0.46965	0.72569	0.67875	0.38216	0.4018	0.20172	0.08319	0.31157	0.559	0.35866	0.01636	0.13473	0.01636	0.16831	0.37751	0.01636	0.08855	0.65138	0.68268	0.10091	0.20253	0.09719	0.69605	0.51778	0.1705	0.19217	0.01636	0.01636	0.02778	0.01636	0.03278	0.372	0.56589
alpha_rarefaction_10_2.txt	10	2	0.50139	0.53214	0.96665	0.70982	0.66223	0.378	0.68888	0.38576	0.35866	0.66126	0.03278	0.46302	0.64926	0.37882	0.01636	0.10841	0.33147	0.81799	1.10077	1.0252	0.01636	0.36844	0.23092	0.31688	0.98936	0.36695	1.05797	0.73648	0.65764	0.17515	0.45109	0.05226	0.08557	1.0687	0.84297	0.32329	0.05226	0.19479	0.70969	0.53695	0.22288	0.35801	0.37751	0.47867	0.85235	0.04729	0.36233	0.378	0.67963	0.0343	0.66669	0.2374	0.51868	0.13539	0.43308	0.8803	0.41854	0.58487	0.34009	0.1705	0.31688	0.01636	0.08319	0.088	0.088	0.75593	0.43298	0.01636	0.01636	0.01636	0.01636	0.21767	0.01636	0.25938	0.73812	0.03278	0.74696	0.01636	0.01636	0.73275	0.31688	0.1705	0.02041	0.01636	0.03993	0.01636	0.36695	0.06455	0.683	0.683
alpha_rarefaction_10_3.txt	10	3	0.31688	0.36695	0.57561	0.372	0.96905	0.33147	0.19603	0.1705	0.34415	0.99311	0.52574	0.7723	0.21612	0.47928	0.01636	0.39028	0.5128	0.768	1.27657	1.02753	0.01636	0.36363	0.09816	0.08748	0.56836	0.03278	0.58862	1.2015	0.58955	0.3099	0.46419	0.50804	0.47102	0.7657	1.19749	0.31688	0.03278	0.05226	0.42429	0.03278	0.17755	0.33147	0.01636	0.26112	0.6521	0.33031	0.93644	0.49109	0.50197	0.47102	0.68224	0.67964	0.27466	0.20799	0.05226	0.58824	0.39656	0.63031	0.35278	0.8282	0.01636	0.36695	0.37586	0.05226	0.088	0.43457	0.10795	0.27614	0.01636	0.01636	0.01636	0.48187	0.38216	0.42793	1.28249	0.05707	0.1705	0.01636	0.03506	0.51778	0.17635	0.4122	0.01636	0.27153	0.37751	0.15144	0.16597	0.36695	0.683	0.683
alpha_rarefaction_10_4.txt	10	4	0.36744	0.01636	0.52576	0.683	0.85027	0.42931	0.38567	0.37751	0.69727	0.49863	0.01636	0.6252	0.45502	0.70232	0.46161	0.01636	0.0804	0.43841	0.62196	0.87856	0.20253	0.41647	0.73325	0.33588	0.31682	0.03278	0.51149	0.97888	0.41492	0.05707	0.55901	0.41088	0.40223	0.85256	0.67347	0.33915	0.01636	0.39016	0.38611	0.39064	0.1339	0.45623	0.31688	0.50033	1.14805	0.63267	0.50155	0.01636	0.64044	0.72459	0.41208	0.28209	0.38403	0.07501	0.10371	0.34789	0.51623	0.6889	0.40035	0.01636	0.75239	0.31688	0.06187	0.08319	0.06376	0.86215	0.01636	0.01636	0.01636	0.01636	0.01636	0.23539	0.03278	0.1052	0.79973	0.27213	0.77974	0.01636	0.15091	0.38154	0.40814	0.3333	0.01864	0.05839	0.01636	0.61629	0.01864	0.35514	0.683	0.70982
alpha_rarefaction_10_5.txt	10	5	0.24017	0.26873	0.60704	0.98551	0.56183	0.5338	0.40024	0.28658	0.36363	0.98815	0.82702	0.77476	0.40997	0.36737	0.31534	0.32773	0.01636	0.48086	1.13927	0.85392	0.01636	0.09816	0.21511	0.35451	0.59875	0.01636	0.41852	0.60693	0.74017	0.05018	0.47836	0.65029	0.53903	1.03225	1.11785	0.01636	0.01636	0.01636	0.45373	0.05454	0.52328	0.34415	0.01636	0.03278	0.64052	0.48544	0.5692	0.01636	0.56857	0.03278	0.6945	0.60372	0.62041	0.08552	0.10009	0.37232	0.19944	0.60334	0.48644	0.14488	0.47493	0.32773	0.0928	0.09043	0.05707	0.52574	0.75239	0.03278	0.01636	0.02956	0.01636	0.34944	0.01636	0.36876	0.59828	0.24922	0.36994	0.01636	0.39143	0.38529	0.24808	0.05226	0.01636	0.17546	0.07327	0.03278	0.36695	0.03278	0.75651	0.72757
alpha_rarefaction_10_6.txt	10	6	0.47102	0.06188	1.0059	0.39882	0.63106	0.03278	0.52713	0.48532	0.37751	0.76983	0.28386	0.51513	0.53894	0.03278	0.03278	0.51347	0.36363	0.98901	0.94476	1.2848	0.01636	0.41572	0.3672	0.4516	0.25441	0.38337	0.67074	0.62858	0.59526	0.2387	0.66312	0.70124	0.1705	1.07727	1.10372	0.01636	0.13083	0.53233	0.54215	0.40188	0.17552	0.01636	0.24808	0.48502	0.97769	0.0209	0.43401	0.34192	0.38567	0.05226	1.18919	0.63959	0.29959	0.21504	0.43366	0.405	0.01636	0.70957	0.36994	0.41823	0.32773	0.67803	0.39714	0.07275	0.07501	0.17639	0.47559	0.13083	0.01636	0.01636	0.01636	0.19725	0.01864	0.48576	1.35215	0.44075	0.36695	0.06764	0.32773	0.47089	0.08748	0.01636	0.03732	0.05226	0.01636	0.01636	0.37751	0.38576	0.683	1.06041
alpha_rarefaction_10_7.txt	10	7	0.03278	0.0343	0.74987	0.372	0.93098	0.30743	0.03278	0.31688	0.48652	0.57406	0.01636	0.90682	0.31688	0.60433	0.01636	0.53175	0.35278	0.56809	1.15458	0.94253	0.03278	0.31063	0.7363	0.34415	0.72922	0.01636	0.59446	0.92661	0.45686	0.01864	0.78747	0.39084	0.03278	0.89956	1.14096	0.05226	0.01636	0.37871	0.65697	0.36858	0.25621	0.41091	0.03278	0.52635	0.68753	0.03278	0.50681	0.26791	0.26229	0.01636	1.61034	0.36733	0.4004	0.09278	0.0928	0.50312	0.65953	0.52599	0.48358	0.34457	0.73275	0.01636	0.1012	0.20608	0.11467	0.39259	0.01636	0.01636	0.36923	0.08748	0.01636	0.31688	0.01636	0.22172	0.70727	0.01636	0.37751	0.01636	0.01636	0.4203	0.44106	0.16265	0.01636	0.01636	0.01636	0.01636	0.31688	0.01636	0.683	0.683
alpha_rarefaction_10_8.txt	10	8	0.35278	0.08748	0.66066	0.70982	0.57293	0.43807	0.38337	0.69173	0.70232	0.89666	0.43267	0.94837	0.38154	0.66945	0.33186	0.64846	0.56281	0.41962	1.11363	1.15993	0.01636	0.25895	0.84271	0.08748	0.55122	0.23623	0.79368	0.90828	0.61976	0.36776	0.62197	0.69116	0.54673	0.49606	1.07248	0.01636	0.01636	0.49847	0.53969	0.67803	0.23152	0.51116	0.68268	0.41404	0.95192	0.3255	0.749	0.01636	0.42567	0.1705	1.06588	0.33858	0.26942	0.08855	0.088	0.50616	0.31688	0.37218	0.48644	0.01636	0.31688	0.3896	0.08319	0.46926	0.05707	0.60029	0.37837	0.01636	0.10841	0.01636	0.01636	0.13406	0.01636	0.15424	0.87136	0.49383	0.45894	0.05226	0.01636	0.71686	0.72818	0.85398	0.37751	0.01636	0.01636	0.04729	0.03278	0.01636	0.70982	0.683
