	sequences per sample	iteration	146	151	145	147	150	157	168	153	171	158	152	166	163	165	148	160	156	162	161	155
alpha_rarefaction_10_0.txt	10	0	5.0	5.0	8.0	7.0	6.0	7.0	5.0	5.0	5.0	1.0	7.0	6.0	2.0	4.0	4.0	5.0	4.0	2.0	3.0	1.0
alpha_rarefaction_10_1.txt	10	1	7.0	6.0	8.0	7.0	6.0	4.0	4.0	5.0	7.0	2.0	7.0	2.0	2.0	7.0	8.0	5.0	5.0	3.0	2.0	2.0
alpha_rarefaction_10_2.txt	10	2	4.0	6.0	8.0	6.0	7.0	3.0	8.0	6.0	6.0	2.0	8.0	5.0	2.0	4.0	9.0	4.0	4.0	3.0	2.0	2.0
alpha_rarefaction_10_3.txt	10	3	7.0	5.0	8.0	7.0	6.0	5.0	6.0	7.0	6.0	1.0	6.0	6.0	4.0	5.0	8.0	5.0	6.0	3.0	2.0	1.0
alpha_rarefaction_10_4.txt	10	4	4.0	6.0	9.0	6.0	6.0	3.0	6.0	8.0	6.0	1.0	5.0	4.0	3.0	4.0	7.0	4.0	5.0	5.0	4.0	1.0
alpha_rarefaction_10_5.txt	10	5	7.0	6.0	6.0	3.0	5.0	2.0	6.0	5.0	4.0	1.0	7.0	6.0	3.0	4.0	8.0	4.0	5.0	3.0	2.0	2.0
alpha_rarefaction_10_6.txt	10	6	6.0	4.0	8.0	7.0	5.0	5.0	8.0	5.0	7.0	2.0	6.0	5.0	2.0	5.0	7.0	3.0	2.0	1.0	3.0	2.0
alpha_rarefaction_10_7.txt	10	7	7.0	7.0	9.0	4.0	7.0	4.0	5.0	7.0	3.0	1.0	7.0	5.0	2.0	3.0	7.0	3.0	5.0	4.0	3.0	2.0
alpha_rarefaction_10_8.txt	10	8	3.0	3.0	6.0	8.0	5.0	6.0	3.0	7.0	7.0	1.0	8.0	8.0	2.0	6.0	8.0	3.0	5.0	2.0	4.0	1.0
alpha_rarefaction_10_9.txt	10	9	6.0	6.0	7.0	7.0	6.0	3.0	8.0	7.0	6.0	2.0	8.0	6.0	3.0	7.0	7.0	3.0	3.0	4.0	4.0	1.0
alpha_rarefaction_1009_0.txt	1009	0	96.0	34.0	114.0	95.0	31.0	30.0	40.0	38.0	16.0	6.0	34.0	43.0	15.0	22.0	93.0	19.0	34.0	17.0	20.0	3.0
alpha_rarefaction_1009_1.txt	1009	1	91.0	38.0	107.0	95.0	28.0	29.0	43.0	37.0	18.0	7.0	38.0	46.0	14.0	18.0	101.0	16.0	33.0	22.0	21.0	2.0
alpha_rarefaction_1009_2.txt	1009	2	95.0	30.0	112.0	95.0	28.0	28.0	45.0	38.0	15.0	6.0	34.0	49.0	15.0	23.0	85.0	18.0	31.0	16.0	19.0	3.0
alpha_rarefaction_1009_3.txt	1009	3	88.0	36.0	113.0	100.0	32.0	30.0	41.0	39.0	15.0	4.0	37.0	44.0	13.0	20.0	80.0	17.0	36.0	21.0	19.0	3.0
alpha_rarefaction_1009_4.txt	1009	4	91.0	34.0	110.0	98.0	27.0	29.0	47.0	42.0	14.0	6.0	39.0	49.0	15.0	20.0	92.0	16.0	34.0	18.0	20.0	3.0
alpha_rarefaction_1009_5.txt	1009	5	94.0	35.0	102.0	95.0	29.0	29.0	47.0	39.0	18.0	5.0	37.0	47.0	15.0	21.0	89.0	19.0	31.0	18.0	21.0	5.0
alpha_rarefaction_1009_6.txt	1009	6	88.0	36.0	116.0	95.0	27.0	31.0	46.0	36.0	18.0	6.0	35.0	49.0	18.0	21.0	87.0	18.0	34.0	20.0	20.0	4.0
alpha_rarefaction_1009_7.txt	1009	7	79.0	32.0	112.0	94.0	29.0	31.0	43.0	36.0	20.0	6.0	37.0	47.0	15.0	18.0	102.0	22.0	32.0	18.0	20.0	4.0
alpha_rarefaction_1009_8.txt	1009	8	80.0	38.0	104.0	103.0	30.0	32.0	43.0	38.0	17.0	6.0	34.0	45.0	16.0	18.0	91.0	18.0	33.0	20.0	20.0	3.0
