# Constructed from biom file
#OTU ID	C/0	C/30	C/112	LB/30	LB/112	LH + LB/30	LH + LB/112	LH/30	LH/112
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45	5.21121035572e-06	0.0	3.97311525345e-05	0.0	0.0	0.0	0.0	0.0	1.42386251184e-05
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__	2.08448414229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__FBP;c__;o__	2.08448414229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.00278278632995	0.000164761836765	0.00205939807304	0.000618987247371	0.00135619225053	0.000336596071251	0.00148801999437	0.000353754072451	0.00208595857984
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.0209073759471	0.653385031936	0.602589146774	0.868237750764	0.555381274958	0.887024894645	0.5517231416	0.845523584556	0.532496102176
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.000151125100316	0.000263618938824	0.00286726484124	0.000820344544709	0.0022945676966	0.000345571966484	0.00265098707734	0.000450751156833	0.00285484433623
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.0	5.4920612255e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.42386251184e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	0.0	0.0	0.0	0.0	2.73978232429e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__	0.0	0.0	1.98655762673e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__ZB2;o__	0.0	0.0	0.0	0.0	5.47956464859e-05	0.0	0.0	0.0	6.40738130326e-05
k__Bacteria;p__Planctomycetes;c__BD7-11;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55965627959e-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101	5.21121035572e-06	0.0	0.0	0.0	0.0	0.0	2.16701940927e-05	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales	5.21121035572e-05	0.0	3.31092937788e-05	7.45767767917e-06	1.36989116215e-05	0.0	2.88935921236e-05	0.0	6.40738130326e-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales	1.04224207114e-05	0.0	0.0	0.0	1.36989116215e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	1.56336310672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3	0.000244926886719	0.0	0.0	1.49153553583e-05	0.0	8.97589523335e-06	1.44467960618e-05	0.0	1.42386251184e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.00639415510647	0.000192222142892	0.000754891898156	0.000275934074129	0.00131509551566	0.00017502995705	0.000989605530234	0.000205405590455	0.00124587969786
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.257371257048	0.00152130095946	0.0172896732113	0.00237899917966	0.0188976485818	0.00184454647045	0.020803386329	0.00205405590455	0.0322077700177
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.000484642563082	2.74603061275e-05	0.000536370559216	2.23730330375e-05	0.000417816804455	2.24397380834e-05	0.000166138154711	3.42342650759e-05	0.000313249752604
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.0045076969577	0.00104349163284	0.00182763301659	0.000410172272354	0.00143838572025	0.000170542009434	0.00142300941209	0.000279579831453	0.00131707282345
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.00315278226521	0.000565682306226	0.000463530112903	0.000671190991125	0.00065069830202	0.000350059914101	0.000628435628688	0.000353754072451	0.000526829129379
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0708255599446	0.00536574381731	0.0273151673675	0.00637631441569	0.0345281067419	0.00333005713157	0.0285035286299	0.00642463041258	0.0414130411567
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.00018239236245	5.4920612255e-06	1.98655762673e-05	0.0	0.0	0.0	4.33403881854e-05	0.0	4.27158753551e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	0.000406474407746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.070377395854	0.00315793520466	0.0159123265901	0.00371392348423	0.0213908504969	0.00227987738927	0.0253035633022	0.00286997255553	0.0244477193282
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	6.25345242686e-05	1.64761836765e-05	1.98655762673e-05	0.0	6.16451022966e-05	0.0	2.88935921236e-05	1.7117132538e-05	2.13579376775e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.0	0.0	7.9462305069e-05	0.0	1.36989116215e-05	4.48794761668e-06	7.2233980309e-06	0.0	1.42386251184e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	1.56336310672e-05	0.0	5.95967288018e-05	0.0	2.05483674322e-05	0.0	2.16701940927e-05	0.0	1.42386251184e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales	1.56336310672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	0.000390840776679	5.4920612255e-05	4.63530112903e-05	1.49153553583e-05	4.10967348644e-05	3.59035809334e-05	7.2233980309e-06	2.85285542299e-05	6.40738130326e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	6.25345242686e-05	5.4920612255e-06	0.0	0.0	6.84945581074e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	5.21121035572e-06	0.0	1.32437175115e-05	0.0	0.0	8.97589523335e-06	7.2233980309e-06	0.0	1.42386251184e-05
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0	0.0	0.0	0.0	2.05483674322e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.000312672621343	1.64761836765e-05	2.6487435023e-05	7.45767767917e-05	0.000130139660404	2.69276857001e-05	4.33403881854e-05	1.1411421692e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	3.12672621343e-05	1.64761836765e-05	3.31092937788e-05	0.0	6.84945581074e-06	8.97589523335e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	2.08448414229e-05	5.4920612255e-06	3.31092937788e-05	0.0	2.73978232429e-05	1.79517904667e-05	7.2233980309e-06	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.145809665753	0.316370186895	0.283779756978	0.101924080841	0.298040370693	0.0927479254462	0.291753046468	0.128486902541	0.309519232823
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	0.000171969941739	0.0	0.000132437175115	0.0	6.84945581074e-05	8.97589523335e-06	4.33403881854e-05	1.1411421692e-05	8.54317507102e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	0.0	5.4920612255e-06	0.0	0.0	0.0	0.0	1.44467960618e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.000317883831699	0.0	3.31092937788e-05	0.0	0.0	0.0	1.44467960618e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	1.0984122451e-05	0.0	0.0	4.10967348644e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0345711694998	0.00238355457187	0.00839651690229	0.00176001193228	0.0103906244649	0.00147653476589	0.0238877772882	0.00284714971215	0.00948292432883
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.189964251097	0.00625545773584	0.0136741383306	0.00531732418525	0.0270142537175	0.00387758674081	0.0261198072797	0.00374865202581	0.018830581719
k__Bacteria;p__Tenericutes;c__Mollicutes;o__	0.0	0.0	2.6487435023e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	0.0	0.0	0.0	0.0	0.0	8.97589523335e-06	0.0	0.0	1.42386251184e-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.00029182777992	5.4920612255e-06	6.62185875575e-06	2.23730330375e-05	2.05483674322e-05	0.0	0.0	0.0	2.13579376775e-05
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales]	5.73233139129e-05	0.0	4.63530112903e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__WPS-2;c__;o__	0.0	0.0	4.63530112903e-05	0.0	7.53440139181e-05	0.0	1.44467960618e-05	0.0	2.13579376775e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	8.33793656915e-05	0.000120825346961	0.000615832864285	0.000104407487508	0.000609601567155	6.73192142501e-05	0.000469520872009	0.000119819927766	0.00121028313506
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales	0.0	0.0	0.0	2.23730330375e-05	2.73978232429e-05	0.0	0.0	0.0	0.0
