Length	Count
195.0	79
205.0	1
215.0	1810
225.0	4601
235.0	1480
245.0	2236
255.0	20313
265.0	740
275.0	2365
285.0	1577
295.0	3883
305.0	225
315.0	0
325.0	1
335.0	0
345.0	0
355.0	12
365.0	98
375.0	320
385.0	0
395.0	1
405.0	61
415.0	0
425.0	0
435.0	0
445.0	0
455.0	0
465.0	0
475.0	1
485.0	3
495.0	0
--

