OTU	Test-Statistic	P	FDR_P	Bonferroni_P	0_mean	168_mean	140_mean	84_mean	112_mean	taxonomy
1866742	7.31559854897	0.120120941657	0.681787841876	1.0	0.0	1.0	0.5	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__
590735	7.30178571429	0.120774073038	0.681787841876	1.0	0.0	0.714285714286	0.0	0.125	0.5	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__
92636	7.30178571429	0.120774073038	0.681787841876	1.0	0.0	0.428571428571	0.125	0.0	0.5	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__
730049	7.30178571429	0.120774073038	0.681787841876	1.0	0.0	0.428571428571	0.0	0.375	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__
109414	7.30178571429	0.120774073038	0.681787841876	1.0	0.0	0.428571428571	0.375	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter; s__
1047041	7.29779213786	0.120963518113	0.681787841876	1.0	0.0	2.71428571429	6.875	16.625	90.75	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
553648	7.29320121951	0.121181639127	0.681787841876	1.0	0.0	0.428571428571	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
503394	7.2793460979	0.121842122668	0.681787841876	1.0	0.0	0.142857142857	0.625	1.25	1.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
581079	7.24702463259	0.123395867292	0.681787841876	1.0	2.28571428571	0.285714285714	0.625	0.25	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
816470	7.21399769585	0.125002416228	0.681787841876	1.0	0.0	0.571428571429	0.375	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cereus
818603	7.21108999827	0.125144778113	0.681787841876	1.0	0.0	0.714285714286	0.375	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
591221	7.20528162937	0.125429606048	0.681787841876	1.0	0.0	2.57142857143	0.5	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
696563	7.18274411881	0.126540462996	0.681787841876	1.0	0.0	0.142857142857	1.0	0.125	0.5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta
303161	7.17961774554	0.126695274453	0.681787841876	1.0	0.0	0.285714285714	0.5	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__luteciae
4440191	7.16083743842	0.12762891823	0.681787841876	1.0	0.0	0.428571428571	0.125	0.0	0.25	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__
577170	7.16083743842	0.12762891823	0.681787841876	1.0	0.428571428571	0.0	0.125	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4449244	7.14947749673	0.128196741075	0.681787841876	1.0	0.0	0.285714285714	0.125	1.375	0.25	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__
1084417	7.089187382	0.131249476737	0.681787841876	1.0	0.0	11.0	1.125	1.375	1.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia; s__
1065569	7.06962932046	0.132254068337	0.681787841876	1.0	0.0	2.71428571429	1.125	0.375	0.75	k__Bacteria; p__Firmicutes; c__Bacilli
555945	6.99332651927	0.136241308845	0.681787841876	1.0	0.857142857143	0.571428571429	0.125	0.125	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
1002005	6.94723731884	0.138702901198	0.681787841876	1.0	0.0	0.0	0.25	0.5	1.25	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
2084904	6.90105846774	0.141210129786	0.681787841876	1.0	0.0	0.0	1.0	0.625	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
1051669	6.88448275862	0.142120169513	0.681787841876	1.0	0.0	0.0	0.375	0.25	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
4321400	6.87298387097	0.142754632953	0.681787841876	1.0	0.0	0.0	0.25	0.125	0.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
589114	6.82873964803	0.145220103058	0.681787841876	1.0	0.0	0.142857142857	6.25	0.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
1040713	6.82467201166	0.145448711895	0.681787841876	1.0	0.0	1.14285714286	3.75	5.5	6.75	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
403701	6.7665615142	0.148750736725	0.681787841876	1.0	0.0	1.14285714286	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
589124	6.7665615142	0.148750736725	0.681787841876	1.0	0.0	1.0	0.0	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__
548694	6.7665615142	0.148750736725	0.681787841876	1.0	0.0	3.42857142857	0.0	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
339013	6.75077733633	0.149659387962	0.681787841876	1.0	0.571428571429	0.0	0.375	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
88035	6.73325892857	0.15067380021	0.681787841876	1.0	0.0	1.0	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
585653	6.73325892857	0.15067380021	0.681787841876	1.0	0.0	1.14285714286	0.0	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__
211706	6.73325892857	0.15067380021	0.681787841876	1.0	0.571428571429	0.0	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4442170	6.73325892857	0.15067380021	0.681787841876	1.0	0.428571428571	0.0	0.0	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae
New.CleanUp.ReferenceOTU1619	6.73325892857	0.15067380021	0.681787841876	1.0	0.0	0.714285714286	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
276484	6.71658986175	0.151644847619	0.681787841876	1.0	0.285714285714	0.0	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU5	6.71658986175	0.151644847619	0.681787841876	1.0	0.285714285714	0.0	0.0	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__subflava
New.CleanUp.ReferenceOTU1120	6.71658986175	0.151644847619	0.681787841876	1.0	0.0	0.285714285714	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
1114747	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__
3319380	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
547327	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
1084906	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
344619	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.5	0.0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__
1016369	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.5	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
1121806	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
719367	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
1042671	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
4309301	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
272150	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
4348768	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
108909	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
241368	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
922239	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__
4425648	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__
347195	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
338140	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
253167	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
376876	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
1135830	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
2291414	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter; s__
370736	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
388951	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
996923	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
114292	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
193867	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__
781371	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dietziaceae
2046330	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
567406	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Propionibacterium; s__acnes
519353	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Proteiniclasticum; s__
573124	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__venetianus
209595	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
941896	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Wautersiella; s__
4343884	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
New.CleanUp.ReferenceOTU328	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__veronii
New.CleanUp.ReferenceOTU823	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma
New.CleanUp.ReferenceOTU1081	6.703125	0.152433396287	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
829745	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
592160	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.5	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
556184	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.625	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
243185	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.375	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
587041	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	0.5	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
827497	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	0.875	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
1106674	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	0.375	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
534204	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	4.75	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
1063810	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	0.5	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
922397	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	0.375	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
309940	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	1.375	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
882788	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.625	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
277143	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.375	0.0	0.0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__
819729	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.375	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae
186968	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	0.875	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
840291	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.0	0.375	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
4332830	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.5	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
New.CleanUp.ReferenceOTU1248	6.69696969697	0.15279511468	0.681787841876	1.0	0.0	0.0	0.75	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
269774	6.69054629126	0.153173421668	0.681787841876	1.0	0.0	5.14285714286	0.25	0.0	0.75	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__; s__
851822	6.61840953839	0.157480853937	0.681787841876	1.0	0.0	3.71428571429	0.125	0.375	1.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
330294	6.58734903861	0.15936922139	0.681787841876	1.0	0.0	0.285714285714	1.0	0.5	0.0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Catenibacterium; s__
503406	6.58557760454	0.159477535478	0.681787841876	1.0	0.0	0.142857142857	1.375	2.5	0.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__
907241	6.57780479655	0.159953593045	0.681787841876	1.0	0.0	0.285714285714	0.0	1.375	0.75	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
269949	6.51980486751	0.16354678601	0.681787841876	1.0	0.428571428571	0.0	0.0	0.375	0.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
735769	6.4875177683	0.165578565903	0.681787841876	1.0	0.0	13.7142857143	0.375	1.625	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
360432	6.45420258621	0.167698960549	0.681787841876	1.0	0.0	0.0	0.375	1.0	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__
348304	6.44928571429	0.168013972943	0.681787841876	1.0	0.571428571429	0.0	0.125	0.125	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU2432	6.44928571429	0.168013972943	0.681787841876	1.0	0.571428571429	0.0	0.125	0.125	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Eikenella; s__
531206	6.44817708333	0.168085074165	0.681787841876	1.0	0.0	0.0	0.375	0.25	0.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Mogibacterium; s__
1101451	6.38771658752	0.172004068272	0.681787841876	1.0	0.0	0.571428571429	0.625	1.0	3.5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus; s__
582379	6.38752726281	0.172016468568	0.681787841876	1.0	0.0	1.28571428571	1.5	0.5	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__hiranonis
984831	6.32974617407	0.175838857949	0.681787841876	1.0	0.0	0.571428571429	0.5	1.625	2.5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
818602	6.30548469388	0.17746649926	0.681787841876	1.0	0.0	0.0	0.75	0.375	0.25	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
369227	6.30523833525	0.17748309612	0.681787841876	1.0	0.714285714286	0.0	0.25	0.125	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
1088265	6.30043700302	0.177806834446	0.681787841876	1.0	0.0	1.42857142857	3.125	5.625	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Propionibacterium; s__acnes
822419	6.28326189517	0.178969247669	0.681787841876	1.0	0.0	0.142857142857	0.75	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
813617	6.23347785851	0.182377310852	0.681787841876	1.0	0.142857142857	8.0	67.0	2.0	1.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
467605	6.23275038107	0.18242754061	0.681787841876	1.0	20.0	6.14285714286	13.5	10.625	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
325808	6.22995552732	0.182620630866	0.681787841876	1.0	0.0	0.428571428571	5.0	0.25	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megamonas; s__
1105574	6.19880952381	0.184784873079	0.681787841876	1.0	0.0	0.142857142857	0.5	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
309720	6.10775720839	0.191244129665	0.681787841876	1.0	1.42857142857	0.285714285714	0.125	0.125	0.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1099802	6.0339436863	0.196627638801	0.681787841876	1.0	0.0	0.142857142857	0.0	0.5	0.75	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Propionibacterium; s__acnes
996126	6.0244887374	0.197326888878	0.681787841876	1.0	0.0	2.71428571429	1.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__
927328	6.00633789785	0.19867545515	0.681787841876	1.0	5.85714285714	3.0	3.875	3.375	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__
584571	5.96874045413	0.201494949348	0.681787841876	1.0	0.0	0.428571428571	0.25	0.625	2.75	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
1097208	5.90517582886	0.206342600617	0.681787841876	1.0	0.142857142857	13.1428571429	42.875	44.875	41.25	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__epidermidis
937813	5.89675782535	0.206992271978	0.681787841876	1.0	0.0	2.0	7.5	6.875	12.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
592925	5.85483870968	0.210254453724	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
4345285	5.85483870968	0.210254453724	0.681787841876	1.0	0.0	0.0	0.25	0.0	0.25	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
New.CleanUp.ReferenceOTU2179	5.85483870968	0.210254453724	0.681787841876	1.0	0.0	0.0	0.0	0.25	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
