OTU	Test-Statistic	P	FDR_P	Bonferroni_P	right palm_mean	left palm_mean	tongue_mean	gut_mean	taxonomy
699224	3.25	0.354662559782	0.496777678084	1.0	0.0	0.375	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
543065	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__
987790	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__ochracea
993578	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__
New.CleanUp.ReferenceOTU1	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
New.CleanUp.ReferenceOTU20	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU26	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU72	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae
New.CleanUp.ReferenceOTU75	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
New.CleanUp.ReferenceOTU94	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
New.CleanUp.ReferenceOTU106	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae
New.CleanUp.ReferenceOTU117	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
New.CleanUp.ReferenceOTU149	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
New.CleanUp.ReferenceOTU151	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU157	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU170	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__
New.CleanUp.ReferenceOTU174	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__
New.CleanUp.ReferenceOTU184	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
New.CleanUp.ReferenceOTU197	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
New.CleanUp.ReferenceOTU200	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU202	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU213	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU214	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
New.CleanUp.ReferenceOTU264	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
New.CleanUp.ReferenceOTU272	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
New.CleanUp.ReferenceOTU287	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
New.CleanUp.ReferenceOTU303	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU307	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU332	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
New.CleanUp.ReferenceOTU333	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
New.CleanUp.ReferenceOTU349	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__; s__
New.CleanUp.ReferenceOTU350	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
New.CleanUp.ReferenceOTU383	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
New.CleanUp.ReferenceOTU386	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU390	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU399	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
New.CleanUp.ReferenceOTU428	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU432	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU452	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
New.CleanUp.ReferenceOTU465	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
New.CleanUp.ReferenceOTU471	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
New.CleanUp.ReferenceOTU493	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
New.CleanUp.ReferenceOTU502	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
New.CleanUp.ReferenceOTU507	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
New.CleanUp.ReferenceOTU518	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
New.CleanUp.ReferenceOTU523	3.25	0.354662559782	0.496777678084	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__; s__
New.CleanUp.ReferenceOTU653	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU658	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
New.CleanUp.ReferenceOTU697	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
New.CleanUp.ReferenceOTU710	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
New.CleanUp.ReferenceOTU713	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	Unassigned
New.CleanUp.ReferenceOTU795	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
New.CleanUp.ReferenceOTU800	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__
New.CleanUp.ReferenceOTU828	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__Patulibacter; s__
New.CleanUp.ReferenceOTU858	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU873	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU888	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis
New.CleanUp.ReferenceOTU899	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.375	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
New.CleanUp.ReferenceOTU909	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
New.CleanUp.ReferenceOTU924	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU938	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
New.CleanUp.ReferenceOTU989	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
New.CleanUp.ReferenceOTU1040	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
New.CleanUp.ReferenceOTU1074	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU1091	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
New.CleanUp.ReferenceOTU1100	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
New.CleanUp.ReferenceOTU1113	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
New.CleanUp.ReferenceOTU1119	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU1172	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
New.CleanUp.ReferenceOTU1173	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__epidermidis
New.CleanUp.ReferenceOTU1184	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__
New.CleanUp.ReferenceOTU1199	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
New.CleanUp.ReferenceOTU1219	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
New.CleanUp.ReferenceOTU1223	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
New.CleanUp.ReferenceOTU1276	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
New.CleanUp.ReferenceOTU1304	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
New.CleanUp.ReferenceOTU1305	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
New.CleanUp.ReferenceOTU1334	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
New.CleanUp.ReferenceOTU1336	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU1351	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Schwartzia; s__
New.CleanUp.ReferenceOTU1360	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria
New.CleanUp.ReferenceOTU1376	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae
New.CleanUp.ReferenceOTU1422	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
New.CleanUp.ReferenceOTU1469	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU1478	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
New.CleanUp.ReferenceOTU1510	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Myroides; s__
New.CleanUp.ReferenceOTU1525	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__
New.CleanUp.ReferenceOTU1545	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU1551	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
New.CleanUp.ReferenceOTU1581	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
New.CleanUp.ReferenceOTU1621	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU1636	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
New.CleanUp.ReferenceOTU1666	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU1690	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales
New.CleanUp.ReferenceOTU1715	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
New.CleanUp.ReferenceOTU1718	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU1757	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
New.CleanUp.ReferenceOTU1760	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
New.CleanUp.ReferenceOTU1764	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU1778	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU1795	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
New.CleanUp.ReferenceOTU1804	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU1817	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria
New.CleanUp.ReferenceOTU1844	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
New.CleanUp.ReferenceOTU1851	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
New.CleanUp.ReferenceOTU1863	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
New.CleanUp.ReferenceOTU1868	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__
New.CleanUp.ReferenceOTU1874	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides
New.CleanUp.ReferenceOTU1885	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
New.CleanUp.ReferenceOTU1904	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
New.CleanUp.ReferenceOTU1912	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
New.CleanUp.ReferenceOTU1917	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
New.CleanUp.ReferenceOTU1933	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae
New.CleanUp.ReferenceOTU1944	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU1954	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
New.CleanUp.ReferenceOTU1973	3.25	0.354662559782	0.496777678084	1.0	0.0	0.125	0.0	0.0	k__Bacteria; p__Planctomycetes; c__OM190; o__agg27; f__; g__; s__
New.CleanUp.ReferenceOTU1996	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU2021	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
New.CleanUp.ReferenceOTU2031	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.CleanUp.ReferenceOTU2039	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU2048	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
New.CleanUp.ReferenceOTU2062	3.25	0.354662559782	0.496777678084	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__
New.CleanUp.ReferenceOTU2097	3.25	0.354662559782	0.496777678084	1.0	0.0	0.0	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
