OTU	Test-Statistic	P	FDR_P	Bonferroni_P	right palm_mean	left palm_mean	tongue_mean	gut_mean	taxonomy
1085832	8.42856111719	0.0379372128077	0.253027660423	1.0	1.11111111111	1.125	1.44444444444	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
70363	8.37732363468	0.0388244641606	0.258176926361	1.0	1.33333333333	0.625	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Oligella; s__
564806	8.36862745098	0.0389770486541	0.258424751579	1.0	1.22222222222	0.0	0.0	0.875	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
320483	8.32766203704	0.0397037424702	0.262466332967	1.0	0.111111111111	0.0	0.111111111111	0.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
355315	8.25574712644	0.0410115612247	0.270314437366	1.0	0.555555555556	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
388506	8.20193573734	0.0420175499768	0.275383187262	1.0	1.77777777778	1.25	0.111111111111	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
544480	8.20147058824	0.0420263498633	0.275383187262	1.0	1.88888888889	1.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
813945	8.14240700729	0.0431584637364	0.281351422975	1.0	1.88888888889	2.0	0.111111111111	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__
311035	8.14087301587	0.0431882594839	0.281351422975	1.0	0.444444444444	0.25	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
531206	8.07175925926	0.0445517059756	0.289392385772	1.0	0.222222222222	0.0	0.666666666667	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Mogibacterium; s__
1108638	8.05208068346	0.0449475285718	0.291119686501	1.0	0.666666666667	1.375	0.111111111111	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
573035	8.03735632184	0.0452459391824	0.29220792423	1.0	0.111111111111	0.625	0.111111111111	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__
1088134	7.9549228066	0.0469525598277	0.302031225647	1.0	0.777777777778	1.125	0.222222222222	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
1023075	7.9509418531	0.047036545181	0.302031225647	1.0	1.0	2.0	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__
582379	7.94030428329	0.047261682099	0.302609798811	1.0	1.88888888889	0.875	0.0	0.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__hiranonis
465989	7.91045853546	0.0478989629356	0.305816455666	1.0	1.55555555556	1.125	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
366584	7.85885398639	0.049020637522	0.311711853627	1.0	1.11111111111	0.0	0.111111111111	3.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
960682	7.85522243434	0.049100528483	0.311711853627	1.0	2.0	2.625	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
812971	7.81609195402	0.049969442221	0.31633197745	1.0	0.444444444444	0.5	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter
1068572	7.80828406217	0.0501446023785	0.316546630789	1.0	0.666666666667	1.375	0.333333333333	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__durum
532569	7.75301815501	0.0514016115781	0.323570257153	1.0	1.22222222222	1.125	0.111111111111	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__lwoffii
183480	7.7397745818	0.0517073549681	0.324583144211	1.0	3.11111111111	0.0	0.111111111111	16.75	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
93000	7.68654220642	0.0529542223168	0.327815698721	1.0	0.333333333333	0.375	10.5555555556	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
New.CleanUp.ReferenceOTU274	7.68054878049	0.0530964242349	0.327815698721	1.0	0.0	0.125	0.0	8.625	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
1010163	7.64068627451	0.0540517022486	0.327815698721	1.0	0.888888888889	1.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
4305935	7.57649759566	0.0556251391109	0.327815698721	1.0	0.222222222222	1.625	0.111111111111	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Paludibacter; s__
367213	7.5731199187	0.0557091557353	0.327815698721	1.0	0.111111111111	0.0	0.0	2.5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4298899	7.55767442269	0.0560949212883	0.327815698721	1.0	0.333333333333	1.125	1.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__
303161	7.42643229167	0.0594791584098	0.327815698721	1.0	0.111111111111	0.625	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__luteciae
1076587	7.42643229167	0.0594791584098	0.327815698721	1.0	0.111111111111	0.0	0.0	0.625	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea
4336892	7.42643229167	0.0594791584098	0.327815698721	1.0	0.111111111111	0.875	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
174818	7.42280787376	0.059575374948	0.327815698721	1.0	0.111111111111	0.0	0.0	1.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
345354	7.42280787376	0.059575374948	0.327815698721	1.0	0.111111111111	0.0	0.0	1.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
567974	7.42280787376	0.059575374948	0.327815698721	1.0	0.111111111111	0.0	0.0	0.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
221454	7.40524193548	0.0600438369608	0.327815698721	1.0	0.0	0.25	0.0	0.875	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
971907	7.33520217465	0.0619474881899	0.327815698721	1.0	0.222222222222	0.5	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae
198788	7.2875	0.0632773748596	0.327815698721	1.0	0.0	0.125	0.0	0.375	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
197069	7.28326612903	0.0633967387886	0.327815698721	1.0	0.111111111111	0.0	0.0	0.625	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
196787	7.28326612903	0.0633967387886	0.327815698721	1.0	0.111111111111	0.0	0.0	0.625	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
831585	7.28326612903	0.0633967387886	0.327815698721	1.0	0.111111111111	0.5	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
157748	7.28326612903	0.0633967387886	0.327815698721	1.0	0.111111111111	0.0	0.0	0.75	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1918929	7.28326612903	0.0633967387886	0.327815698721	1.0	0.111111111111	0.625	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria
291090	7.28326612903	0.0633967387886	0.327815698721	1.0	0.111111111111	0.0	0.0	1.125	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis
462461	7.28326612903	0.0633967387886	0.327815698721	1.0	0.111111111111	0.5	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
107484	7.28326612903	0.0633967387886	0.327815698721	1.0	0.111111111111	1.125	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
430191	7.28326612903	0.0633967387886	0.327815698721	1.0	0.111111111111	0.75	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__
589329	7.20479000347	0.065649092589	0.327815698721	1.0	0.333333333333	0.75	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
575844	7.15763888889	0.0670394521728	0.327815698721	1.0	0.111111111111	0.0	0.0	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
185988	7.15763888889	0.0670394521728	0.327815698721	1.0	0.111111111111	0.0	0.0	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
4428042	7.15763888889	0.0670394521728	0.327815698721	1.0	0.111111111111	0.375	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
544859	7.15763888889	0.0670394521728	0.327815698721	1.0	0.111111111111	0.0	0.0	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
495270	7.15763888889	0.0670394521728	0.327815698721	1.0	0.111111111111	0.375	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
844006	7.15763888889	0.0670394521728	0.327815698721	1.0	0.111111111111	0.0	0.0	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1048194	7.15763888889	0.0670394521728	0.327815698721	1.0	0.111111111111	0.375	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__
655803	7.15763888889	0.0670394521728	0.327815698721	1.0	0.222222222222	0.75	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__endodontalis
212686	7.15763888889	0.0670394521728	0.327815698721	1.0	0.111111111111	0.0	0.0	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
563572	7.15763888889	0.0670394521728	0.327815698721	1.0	0.111111111111	0.0	0.0	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
692154	7.15763888889	0.0670394521728	0.327815698721	1.0	0.0	0.375	0.111111111111	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
580629	7.14047219894	0.0675526965642	0.327815698721	1.0	25.5555555556	0.375	0.222222222222	76.375	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1083037	7.13291175791	0.0677799408026	0.327815698721	1.0	0.444444444444	1.125	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Moraxella; s__
907241	7.13291175791	0.0677799408026	0.327815698721	1.0	0.444444444444	1.5	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
4406621	7.12619977225	0.0679823028666	0.327815698721	1.0	0.222222222222	1.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Tannerella; s__
706432	7.12053571429	0.0681535253876	0.327815698721	1.0	0.333333333333	0.375	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
89839	7.10480169726	0.068631352039	0.327815698721	1.0	0.777777777778	1.25	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__
269774	7.06161961667	0.0699594647794	0.327815698721	1.0	2.77777777778	2.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__; s__
525942	7.05960648148	0.0700219837159	0.327815698721	1.0	0.444444444444	1.375	0.111111111111	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica
1107027	7.05673099112	0.0701113772608	0.327815698721	1.0	0.666666666667	0.875	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
1033018	7.0466954023	0.070424230386	0.327815698721	1.0	0.444444444444	0.375	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
363507	7.0466954023	0.070424230386	0.327815698721	1.0	0.444444444444	0.375	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
291846	7.02923305623	0.0709718293648	0.327815698721	1.0	0.888888888889	0.875	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
1068470	7.02923305623	0.0709718293648	0.327815698721	1.0	0.777777777778	0.875	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
963344	7.02436685127	0.0711251600615	0.327815698721	1.0	1.11111111111	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__
828667	7.01736472425	0.0713463543485	0.327815698721	1.0	0.555555555556	0.5	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__
1106617	7.00279075805	0.071808874722	0.327815698721	1.0	0.888888888889	0.75	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__
1084182	6.99684649579	0.0719983533497	0.327815698721	1.0	1.66666666667	0.875	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
586230	6.99383960573	0.0720943846275	0.327815698721	1.0	0.222222222222	0.625	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
4358566	6.99383960573	0.0720943846275	0.327815698721	1.0	0.222222222222	0.625	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
New.CleanUp.ReferenceOTU625	6.99383960573	0.0720943846275	0.327815698721	1.0	0.222222222222	0.0	0.0	0.625	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
976441	6.98359972344	0.0724223462123	0.327815698721	1.0	1.22222222222	3.125	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
4407554	6.98359972344	0.0724223462123	0.327815698721	1.0	0.555555555556	4.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__; s__
New.CleanUp.ReferenceOTU2821	6.98359972344	0.0724223462123	0.327815698721	1.0	0.222222222222	0.0	0.0	0.875	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
934651	6.93101851852	0.0741292514982	0.327815698721	1.0	0.0	0.125	0.666666666667	0.125	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__subflava
181155	6.89228600481	0.0754113906166	0.327815698721	1.0	0.555555555556	1.125	0.111111111111	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar
199716	6.84814453125	0.0768986949286	0.327815698721	1.0	0.222222222222	0.0	0.0	0.5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
361727	6.71964605735	0.0813912613664	0.327815698721	1.0	0.222222222222	0.0	0.0	0.375	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4360128	6.71964605735	0.0813912613664	0.327815698721	1.0	0.222222222222	0.0	0.0	0.375	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
238388	6.71964605735	0.0813912613664	0.327815698721	1.0	0.222222222222	0.375	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
339013	6.71446325406	0.081577673608	0.327815698721	1.0	0.222222222222	0.0	0.0	0.75	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
333166	6.70980762974	0.0817454754504	0.327815698721	1.0	0.444444444444	0.0	0.0	0.875	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
349257	6.70980762974	0.0817454754504	0.327815698721	1.0	2.11111111111	0.0	0.0	2.125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
840961	6.70980762974	0.0817454754504	0.327815698721	1.0	0.444444444444	0.0	0.0	0.5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
560535	6.70653455285	0.0818636455299	0.327815698721	1.0	1.0	0.0	0.0	0.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
2949328	6.70653455285	0.0818636455299	0.327815698721	1.0	0.777777777778	0.0	0.0	0.875	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
1050608	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
4357712	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
514041	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
352933	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
137881	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
185864	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
193915	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
635391	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
4345640	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__
1064036	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__
516576	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
359020	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
2237211	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
766989	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
190913	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
4361727	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
519673	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
894969	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
1121806	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
194875	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
822060	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
311482	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
2198172	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
321972	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
1077373	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
536008	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
9356	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Anaerobiospirillum; s__
931643	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
366752	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4433676	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__
185734	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
198184	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
159973	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
146122	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
347195	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
338140	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.25	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
186478	6.703125	0.0819869180058	0.327815698721	1.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
