Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
5101-1030-MS515F-926R.extendedFrags	97.5035053521	53.0	413.981464382	58482.0	50.0
5101-1031-MS515F-926R.extendedFrags	96.7768169373	53.0	413.984656673	36889.0	41.6666666667
5101-1032-MS515F-926R.extendedFrags	96.8757695149	52.0	413.974975376	32488.0	41.6666666667
5101-1033-MS515F-926R.extendedFrags	97.0299211211	52.0	411.988895254	22693.0	33.3333333333
5101-1034-MS515F-926R.extendedFrags	97.1316728444	52.0	411.98704403	28867.0	33.3333333333
5101-1035-MS515F-926R.extendedFrags	96.1789532921	52.0	411.992628025	17770.0	41.6666666667
5101-1036-MS515F-926R.extendedFrags	97.023587307	53.0	413.971084337	29465.0	41.6666666667
5101-1037-MS515F-926R.extendedFrags	97.4324677968	53.0	413.973888517	34391.0	50.0
5101-1038-MS515F-926R.extendedFrags	97.4254904301	53.0	411.970434921	50262.0	50.0
5101-1039-MS515F-926R.extendedFrags	96.9600868547	53.0	413.960172566	35001.0	33.3333333333
5101-1040-MS515F-926R.extendedFrags	97.4588477366	53.0	411.994032922	48600.0	50.0
5101-1138-MS515F-926R.extendedFrags	95.4038461538	52.0	412.014102564	15600.0	41.6666666667
5101-1139-MS515F-926R.extendedFrags	93.7316617765	52.0	413.623366231	7498.0	41.6666666667
5101-1140-MS515F-926R.extendedFrags	93.1603773585	52.0	411.931266846	5936.0	41.6666666667
5101-1141-MS515F-926R.extendedFrags	94.8432841834	52.0	412.019821126	12411.0	50.0
5101-1142-MS515F-926R.extendedFrags	94.6060434905	52.0	414.003600678	14164.0	50.0
5101-1143-MS515F-926R.extendedFrags	97.382847038	53.0	411.975172414	56550.0	41.6666666667
5101-1144-MS515F-926R.extendedFrags	97.416863561	53.0	411.972775681	56714.0	50.0
5101-1145-MS515F-926R.extendedFrags	97.0890376935	53.0	413.982633576	50327.0	50.0
5101-1146-MS515F-926R.extendedFrags	97.0133573465	53.0	411.96638151	46641.0	33.3333333333
5101-1147-MS515F-926R.extendedFrags	96.9514356611	53.0	411.971109536	33852.0	33.3333333333
5101-1148-MS515F-926R.extendedFrags	96.4506088571	53.0	411.971386447	36626.0	50.0
5101-1149-MS515F-926R.extendedFrags	96.7358831557	53.0	413.956109615	27113.0	50.0
5101-1150-MS515F-926R.extendedFrags	96.8277438	53.0	411.988708919	29758.0	50.0
5101-1151-MS515F-926R.extendedFrags	97.0080712497	53.0	412.7967715	35930.0	41.6666666667
5101-1152-MS515F-926R.extendedFrags	96.9535137759	53.0	411.972023304	32956.0	41.6666666667
5101-1153-MS515F-926R.extendedFrags	96.4219330855	52.0	412.017348203	12912.0	41.6666666667
5101-1154-MS515F-926R.extendedFrags	96.6012710694	52.0	413.693976237	14476.0	41.6666666667
5101-1155-MS515F-926R.extendedFrags	94.3226070916	52.0	412.057183849	4879.0	41.6666666667
5101-1156-MS515F-926R.extendedFrags	95.8384426732	52.0	412.016094421	13048.0	25.0
5101-1157-MS515F-926R.extendedFrags	92.9533476479	52.0	413.919383174	5123.0	50.0
5101-1158-MS515F-926R.extendedFrags	97.068375059	53.0	411.979924421	33872.0	50.0
5101-1159-MS515F-926R.extendedFrags	97.2839305983	53.0	411.988189828	37002.0	41.6666666667
5101-1160-MS515F-926R.extendedFrags	96.9528627488	53.0	411.965533545	42302.0	41.6666666667
5101-1161-MS515F-926R.extendedFrags	96.7934674368	53.0	411.98892153	40168.0	41.6666666667
5101-1162-MS515F-926R.extendedFrags	96.9445283399	53.0	411.964814256	39732.0	41.6666666667
5101-447-MS515F-926R.extendedFrags	96.3940911731	53.0	413.972016551	55104.0	50.0
5101-448-MS515F-926R.extendedFrags	96.6793484283	53.0	411.999224319	54146.0	41.6666666667
5101-449-MS515F-926R.extendedFrags	96.5060954442	53.0	413.975168978	48971.0	50.0
5101-450-MS515F-926R.extendedFrags	96.1934252188	53.0	412.523048985	42952.0	41.6666666667
5101-451-MS515F-926R.extendedFrags	96.5451612319	53.0	413.978248654	55169.0	50.0
5101-452-MS515F-926R.extendedFrags	97.649103684	53.0	411.988495927	67889.0	41.6666666667
5101-453-MS515F-926R.extendedFrags	97.6681788494	53.0	411.980653475	56651.0	50.0
5101-454-MS515F-926R.extendedFrags	97.4593428477	53.0	413.971689346	60260.0	50.0
5101-455-MS515F-926R.extendedFrags	97.7675367958	53.0	411.984580058	62711.0	50.0
5101-456-MS515F-926R.extendedFrags	97.7584470891	53.0	411.998679498	60583.0	41.6666666667
5101-457-MS515F-926R.extendedFrags	97.4727286312	53.0	413.97751046	53536.0	41.6666666667
5101-458-MS515F-926R.extendedFrags	97.5717356762	53.0	411.997663333	53495.0	50.0
5101-459-MS515F-926R.extendedFrags	97.6993920862	53.0	411.985147974	54942.0	41.6666666667
5101-460-MS515F-926R.extendedFrags	97.6473749422	53.0	413.983668961	66989.0	50.0
5101-461-MS515F-926R.extendedFrags	97.6785109983	53.0	411.996328257	59100.0	50.0
5101-757-MS515F-926R.extendedFrags	96.5485762438	53.0	411.96292265	56962.0	41.6666666667
5101-758-MS515F-926R.extendedFrags	96.735052755	53.0	411.994118796	51180.0	41.6666666667
5101-759-MS515F-926R.extendedFrags	96.4318628389	52.0	413.978333826	57509.0	41.6666666667
5101-760-MS515F-926R.extendedFrags	96.4578757797	53.0	413.972133884	56915.0	50.0
5101-761-MS515F-926R.extendedFrags	96.467109558	53.0	411.942820936	52082.0	50.0
5101-762-MS515F-926R.extendedFrags	97.7628971233	53.0	411.981652754	66604.0	41.6666666667
5101-763-MS515F-926R.extendedFrags	97.9364462746	53.0	413.979442157	64355.0	41.6666666667
5101-764-MS515F-926R.extendedFrags	97.3684210526	53.0	411.979075046	56392.0	41.6666666667
5101-765-MS515F-926R.extendedFrags	97.2776638108	53.0	411.982478581	41435.0	41.6666666667
5101-766-MS515F-926R.extendedFrags	97.1999895032	53.0	413.973443199	38107.0	50.0
