	sequences per sample	iteration	L1S140	L1S208	L1S8	L1S281	L3S242	L2S309	L2S357	L4S112	L2S155	L2S382	L4S63	L2S222	L3S341	L3S360	L2S204	L4S137	L3S294	L2S175	L5S203	L6S93	L6S20	L6S68	L1S257	L3S378	L1S105	L5S174	L5S155	L5S222	L5S104	L1S57	L1S76	L5S240	L3S313	L2S240
alpha_rarefaction_780_1.txt	780	1	9.04723	10.32672	7.68058	11.45969	10.14519	23.10515	18.67511	21.20939	21.0822	21.26294	25.18468	29.06015	25.91495	28.52067	25.13529	19.14852	16.63854	19.93714	10.43066	11.07591	9.43114	10.31143	11.47426	11.15989	10.1374	9.21523	7.64433	9.42352	9.36225	9.72464	8.83526	9.90771	19.99604	10.30026
alpha_rarefaction_780_2.txt	780	2	9.01988	11.91542	7.68098	11.81443	9.91057	23.41803	18.88931	22.76394	21.42163	20.59545	25.29838	31.67888	24.60692	28.20275	22.84899	19.77248	17.5468	19.51644	9.0346	11.03509	9.83541	10.25839	11.28482	11.93787	10.47503	8.88967	7.73166	10.15648	9.7396	8.44459	8.85299	9.14832	21.35986	12.41342
alpha_rarefaction_780_3.txt	780	3	10.30144	11.38244	8.38694	11.05208	9.87708	22.58098	19.88989	21.60953	22.70851	21.54798	24.45381	29.45927	24.06028	28.91881	22.34691	18.76812	17.03992	21.74219	9.28501	10.39806	10.18365	10.06641	11.62996	11.14368	10.47705	9.18061	8.42576	9.41328	10.52046	9.5567	9.2758	10.03667	19.73751	10.83343
alpha_rarefaction_780_4.txt	780	4	10.11549	10.8508	8.35255	10.94546	10.183	22.26346	17.42334	22.52122	21.6561	21.93126	25.48246	27.85957	24.64507	26.9517	24.17034	19.21752	16.78449	21.47564	8.43973	10.99209	9.34098	9.48161	12.04472	11.58657	9.93387	8.83993	8.724	8.94707	10.36826	9.45867	8.8482	9.8027	20.56066	11.64163
alpha_rarefaction_780_5.txt	780	5	9.69439	12.20775	8.29717	12.00539	9.8098	23.11335	18.02274	21.49463	22.62652	21.15827	25.79598	30.1657	24.68104	28.71626	24.03075	18.91018	16.71441	19.11038	9.90427	10.0461	9.96239	10.05978	11.1156	10.85357	11.03898	10.36721	9.15008	10.46583	10.47617	9.6334	8.90765	9.82924	20.45574	11.74249
alpha_rarefaction_780_6.txt	780	6	10.07334	9.6847	7.68887	11.88704	9.55986	22.02085	18.97906	23.8072	24.03313	20.56596	25.53636	27.2672	25.86776	27.32141	24.72726	18.10431	18.46493	21.02235	11.09209	11.43113	10.68487	9.17694	11.27532	10.36148	11.0685	8.60317	8.20548	8.85532	9.52019	8.53258	8.83676	9.93128	20.0642	10.69645
alpha_rarefaction_780_7.txt	780	7	9.49328	12.76131	8.62511	12.53676	10.38588	24.63358	19.084	23.11159	22.95004	20.76464	24.73536	29.42073	24.42715	27.64779	22.99494	18.6449	17.95117	20.38183	9.21876	11.94546	11.04795	10.20864	10.40179	12.12575	10.72874	9.56981	9.24329	8.93063	9.81464	9.17794	11.48936	9.58489	21.02829	11.38281
alpha_rarefaction_780_8.txt	780	8	9.79947	11.38371	7.08082	10.29594	8.67492	22.61234	19.15317	22.44095	22.07934	20.73262	25.75301	28.59202	25.51174	28.2634	24.92003	18.3064	16.47682	20.97047	10.92991	11.02715	10.50328	10.53002	11.51441	10.68954	10.5879	9.4652	7.86605	9.25361	10.72525	8.31734	9.0966	10.08709	19.42196	11.54154
alpha_rarefaction_780_9.txt	780	9	10.36885	11.04818	7.40112	12.00266	9.19762	21.60982	19.98903	21.08731	19.61294	19.46856	26.35908	27.24855	23.13419	29.04159	25.38487	17.64112	17.10247	20.22623	10.6445	10.46259	10.47346	9.33751	11.76508	11.14628	9.93654	8.47415	7.44965	9.52011	9.68195	8.90779	9.94614	10.47665	20.15464	11.15179
alpha_rarefaction_890_0.txt	890	0	11.01448	11.29032	7.25996	11.46894	10.02036	23.47089	18.52407	24.32676	23.10016	21.47274	28.11245	30.22396	27.82315	27.34861	25.06621	18.2684	18.31557	20.1772	9.4777	12.02764	10.58714	10.67087	13.24718	12.42231	10.94889	10.56721	8.6265	9.47636	10.85314	8.54708	10.67017	10.06526	21.86176	10.21592
alpha_rarefaction_890_1.txt	890	1	10.40309	12.24636	8.0115	12.30301	10.02942	24.82657	19.60129	23.1267	22.51392	22.3825	26.86976	33.73221	25.54825	28.41808	24.43053	21.06432	18.21379	20.10256	10.00975	11.88828	10.18357	10.25997	11.7715	10.75216	11.19513	8.76737	8.33839	10.1699	11.2734	9.24675	9.41154	10.7618	21.64344	10.85329
alpha_rarefaction_890_2.txt	890	2	11.95824	11.24171	6.91422	13.22061	10.24942	22.44791	17.78145	23.03958	24.70142	22.69953	27.47592	31.87338	26.41982	28.53765	23.82953	18.83375	18.87203	20.46309	10.65362	12.52517	10.88625	11.02204	11.38886	11.28999	10.82325	10.02293	8.5099	10.01861	11.62218	9.12533	10.04819	9.62803	21.37272	12.21342
alpha_rarefaction_890_3.txt	890	3	10.46752	11.04185	7.01927	13.30036	10.06078	24.02898	18.2822	24.55042	21.25082	22.61199	26.46514	32.06478	26.93957	29.49989	25.29449	19.39262	19.43036	21.90706	11.03227	11.35413	11.50028	10.16124	12.79283	11.22979	11.43098	10.20727	8.14283	9.72981	10.55166	9.2598	9.5327	9.4355	21.82148	11.21393
alpha_rarefaction_890_4.txt	890	4	10.55624	10.90487	7.18393	11.26455	9.87054	24.17024	19.13818	23.16449	22.02767	22.65967	25.51116	31.98542	26.108	28.8346	24.44533	20.17423	16.80973	20.7516	10.09741	9.34887	9.97252	9.80653	12.95154	12.05821	12.48692	9.64861	8.18858	10.35814	11.80793	10.82036	9.75052	9.84986	21.77975	11.49456
alpha_rarefaction_890_5.txt	890	5	10.82671	11.55035	6.71018	13.03322	10.22181	24.09191	18.73179	22.33994	23.5928	22.20147	29.10153	29.87575	25.56682	29.09743	25.87405	19.83262	16.95748	20.05808	11.00052	12.16269	9.5509	10.6365	12.74253	12.71121	10.07472	9.52539	8.55382	10.3084	11.19976	10.08547	9.44534	8.2235	20.93413	10.97788
alpha_rarefaction_890_6.txt	890	6	10.94006	10.56402	7.83709	13.23028	10.53479	24.74253	20.58957	23.64729	23.07967	20.68796	26.49226	30.11109	26.46336	29.70171	23.39647	19.95109	18.44331	19.99054	10.34249	10.91041	9.33759	10.52203	12.24967	10.81878	11.18856	9.30285	7.98872	10.33619	10.64008	9.17163	9.23772	8.93852	20.98358	11.44135
alpha_rarefaction_890_7.txt	890	7	11.30154	11.32971	7.06182	11.98047	9.68305	23.40177	20.71991	24.34643	23.71	21.68699	26.56548	29.49805	27.75419	29.1303	24.15142	18.95394	18.7961	20.76831	9.71256	10.632	10.71655	10.39203	12.40788	12.69252	10.30401	9.1643	7.63307	9.63105	10.48687	9.44573	9.82574	9.70889	21.34894	10.69053
alpha_rarefaction_890_8.txt	890	8	10.25282	11.65864	7.3663	12.36785	10.03324	24.68293	18.4929	21.70471	23.24389	22.34221	27.45729	29.77985	26.36772	28.41542	25.76781	20.07293	17.78686	21.84073	10.03616	11.64831	10.0415	11.17957	11.67143	12.0182	12.71756	10.35434	9.3157	9.81852	10.40049	9.14992	9.36119	9.7596	20.23743	11.27502
alpha_rarefaction_890_9.txt	890	9	10.67109	11.93264	8.6	11.49644	9.53782	24.40528	19.56478	24.4759	23.44724	21.28952	25.78393	30.80168	27.27677	29.54097	23.16441	18.80183	17.54391	19.85052	10.5119	11.85893	10.6168	10.80097	12.59134	11.24455	11.1608	9.53	8.4615	9.62943	10.60506	9.21983	9.00797	9.73625	20.3298	10.36162
alpha_rarefaction_1000_0.txt	1000	0	10.71333	12.46158	7.68144	14.01463	10.83329	24.60867	20.76115	24.22097	24.76033	22.17363	27.97199	32.31255	27.76662	31.16672	26.75988	18.13959	18.12106	19.07568	10.25768	13.0443	11.35803	11.13175	13.33348	11.43715	11.64804	10.198	8.74746	10.40192	11.08679	9.48528	9.13531	9.69373	22.37279	11.96815
alpha_rarefaction_1000_1.txt	1000	1	10.07382	13.11572	7.59173	13.39302	10.62492	23.95885	19.45331	23.51729	23.75145	23.8369	27.97678	31.99987	27.262	29.8251	25.61519	19.33874	19.7098	22.90467	10.67816	11.41249	11.95199	10.20461	13.63886	11.75425	12.63138	9.83131	8.87058	10.65438	11.72861	10.85042	9.80572	10.49221	22.27517	12.82996
alpha_rarefaction_1000_2.txt	1000	2	11.12612	13.10778	7.51258	13.10723	10.08724	24.66684	21.6144	22.72924	23.13357	21.85823	28.59818	33.78979	28.06355	30.24109	24.64176	20.23379	18.48091	20.59483	10.84733	11.72092	10.69043	10.8018	13.14286	12.19503	12.16723	10.11495	9.44016	11.0023	10.99564	10.03956	10.91551	10.89738	22.673	11.82838
alpha_rarefaction_1000_3.txt	1000	3	11.13176	11.78802	9.05095	12.94592	10.08706	25.40782	21.05706	24.57766	23.44327	23.1114	28.36586	33.2727	27.51454	30.58216	26.86426	20.79549	19.24713	24.22967	10.9416	12.56917	10.67786	11.19057	13.18766	11.45746	10.91333	9.41997	8.5665	10.20713	10.56186	9.54108	8.80029	10.16797	22.36924	12.96275
alpha_rarefaction_1000_4.txt	1000	4	10.48951	13.10428	6.88521	12.10696	10.30985	23.55784	19.89595	23.09927	26.11604	22.63682	26.8798	30.53559	28.47667	29.55231	24.84206	19.45033	19.41293	20.99988	10.18491	11.16051	10.95409	11.16207	12.61499	11.77492	12.00278	9.79741	8.78253	10.55379	11.60775	9.30621	10.48601	11.19795	21.59962	12.33285
alpha_rarefaction_1000_5.txt	1000	5	10.37818	13.05951	7.60831	11.55697	10.76333	24.74622	20.28795	24.44761	21.87115	23.82125	27.0596	32.22086	28.18532	29.92002	26.61744	21.15658	19.24931	20.21622	11.2713	12.06886	9.82039	10.901	13.75539	12.78098	10.80243	9.89559	8.9355	11.31236	10.8283	9.86642	9.97297	10.90523	22.56851	12.16397
alpha_rarefaction_1000_6.txt	1000	6	10.99616	13.29042	7.06494	13.23704	10.51447	24.45207	21.3391	25.79281	23.73154	21.27852	27.25761	32.3048	27.90242	30.88632	26.42056	20.77807	19.41265	19.8587	10.60104	11.84162	10.52195	10.29258	12.95604	12.7244	10.59578	9.86338	8.9774	10.94039	11.63711	10.28982	10.72779	9.98726	22.14565	11.64345
alpha_rarefaction_1000_7.txt	1000	7	11.53964	12.82304	7.56472	12.28551	10.48297	23.77679	21.10315	23.14911	24.14922	22.99741	28.69389	32.59363	27.22734	30.47069	25.96516	19.49028	18.91162	22.43641	10.23241	11.66911	10.21992	11.07422	12.63089	11.8923	12.78357	9.46571	9.36079	10.14067	10.99877	10.7073	9.8913	10.3086	22.05837	11.08131
alpha_rarefaction_1000_8.txt	1000	8	10.37913	12.52325	7.07665	12.90676	10.3499	23.94577	21.37182	25.97116	23.31071	22.24703	28.98284	34.1721	27.31603	30.8799	24.58016	21.07199	19.73058	21.10643	10.85909	11.30383	10.46782	10.69995	13.62882	11.33803	12.56554	9.67088	9.38968	9.7992	10.98016	9.26452	10.4834	9.51524	21.23709	12.45965
alpha_rarefaction_1000_9.txt	1000	9	10.26662	12.71224	7.24182	12.63038	10.17929	23.50092	20.11078	26.30503	24.63482	23.99923	28.43886	31.03513	27.29099	30.57358	23.79545	19.18028	19.97415	19.54604	10.47376	12.4333	9.91186	11.3073	12.82534	12.23523	10.2547	9.64387	8.27071	9.77244	11.01062	9.95694	9.68231	10.36817	21.80347	11.38459
alpha_rarefaction_1110_0.txt	1110	0	10.9053	14.09898	7.84215	12.8042	10.87712	25.55922	21.55429	24.38155	26.02705	22.33315	31.67009	33.30568	28.00941	30.70448	26.13747	20.07087	20.76923	21.4251	10.88144	12.48876	10.2588	12.00497	13.43313	12.16251	12.28696	9.60459	9.64984	10.05865	13.42249	11.05641	11.06176	11.30467	22.76091	11.84186
alpha_rarefaction_1110_1.txt	1110	1	11.69194	13.20545	7.42822	15.26881	10.87712	25.9097	20.23283	23.57406	24.61065	25.39826	29.77592	32.52102	27.85355	30.90972	27.46947	19.04936	19.70398	23.38981	11.32071	13.05248	11.38373	10.3544	13.02673	13.13401	12.02738	9.40081	8.89154	9.43592	11.0212	10.50448	9.8033	10.94847	22.74768	12.9068
alpha_rarefaction_1110_2.txt	1110	2	10.67975	13.11247	9.26583	12.22286	10.85617	25.56202	20.91676	26.04159	24.41061	23.01963	28.14178	32.11529	28.8927	31.30718	26.3665	21.01283	20.14163	22.13831	11.48484	12.85607	10.14146	10.799	13.23058	12.34456	11.76442	10.04185	8.44582	10.32454	11.8145	9.96195	11.76067	10.35542	22.9233	11.88416
alpha_rarefaction_1110_3.txt	1110	3	11.59572	13.10586	7.13154	15.50422	10.87712	26.55847	19.36511	25.20212	24.24307	23.21063	30.948	34.72961	27.8251	30.64126	26.16093	20.4641	19.28755	22.78503	10.82421	12.43972	11.42464	11.17936	14.09855	12.24895	12.78339	10.96408	8.25531	9.95578	11.90605	10.7321	10.85579	10.34432	22.34056	12.51191
alpha_rarefaction_1110_4.txt	1110	4	10.45216	13.98307	7.46966	12.74788	10.87712	26.25615	21.75604	27.06696	23.82886	25.37469	30.24612	34.47843	28.59818	31.35624	24.96067	21.04549	19.83948	22.69437	11.55278	13.49348	11.20068	11.0893	12.59615	12.21461	12.03797	9.42668	9.41419	10.41494	10.53435	10.74201	11.90231	10.96527	22.69277	11.80164
alpha_rarefaction_1110_5.txt	1110	5	10.46524	12.7294	8.43083	13.12872	10.87712	25.99067	20.53252	25.12497	24.97161	22.66022	28.79012	33.71206	29.33352	31.19407	27.03348	20.75256	19.91693	23.41117	10.9633	13.44051	11.29423	9.92624	11.77286	12.19543	11.48241	10.04193	9.25995	9.8801	11.74115	10.27517	10.64334	10.4988	22.65927	12.98556
alpha_rarefaction_1110_6.txt	1110	6	10.37411	12.87319	8.50118	12.75217	10.87712	25.90189	21.37165	25.20288	22.56501	24.51622	30.74147	34.99339	28.67922	30.68043	27.0862	22.44562	19.89009	22.05271	10.92902	13.67769	11.38718	10.70407	12.54242	13.01847	11.76324	9.79947	9.53612	10.0915	11.98673	11.53978	10.01785	9.78369	23.1457	12.2589
alpha_rarefaction_1110_7.txt	1110	7	11.25946	12.27377	7.79449	13.83202	10.87712	25.16613	20.90454	24.78157	27.17269	22.92307	30.42664	36.85373	29.11685	31.33458	26.40991	20.64715	20.53592	23.99685	10.63782	10.22317	10.24638	11.37213	12.96912	12.15682	12.42591	10.35156	9.20344	11.10978	11.23325	10.34902	9.76584	11.58363	22.79402	12.71084
alpha_rarefaction_1110_8.txt	1110	8	10.79436	12.24022	7.23179	13.20377	10.87712	25.65275	22.72145	26.61527	23.78623	24.83625	28.88629	32.88889	29.04494	30.83429	25.76189	21.09976	19.62211	21.99578	10.99177	11.92513	10.66911	10.33785	13.11497	11.766	13.30074	10.17576	9.72449	10.91416	11.53392	10.4147	8.68226	11.44155	21.84855	13.21184
alpha_rarefaction_1110_9.txt	1110	9	10.76261	12.51893	8.40803	11.89074	10.87712	25.88726	20.24724	23.878	26.71471	21.23823	29.25064	33.61264	28.46085	31.14541	25.67419	19.63405	19.55988	23.76192	10.84113	11.93015	10.77921	11.34112	13.62478	12.75507	11.55394	10.00972	9.40316	11.04326	12.8868	10.25721	9.20086	11.43649	22.9819	13.11149
