	146	151	153	145	155	157	150	158	156	148	147	152	168	162	165	166	160	161	171	163
146	0.0	0.8299	0.7643	0.3694	0.9906	0.8507	0.77	0.989	0.8337	0.4356	0.3549	0.7921	0.7843	0.9726	0.7656	0.7781	0.9675	0.9646	0.8383	0.9619
151	0.8299	0.0	0.3728	0.7876	0.9762	0.5765	0.3185	0.9655	0.5241	0.7758	0.6796	0.514	0.3902	0.9237	0.5209	0.3878	0.9258	0.9218	0.7334	0.9329
153	0.7643	0.3728	0.0	0.7251	0.9921	0.6287	0.45	0.9748	0.5262	0.6939	0.6234	0.4921	0.3894	0.9375	0.4552	0.2856	0.9296	0.9302	0.7367	0.9439
145	0.3694	0.7876	0.7251	0.0	0.9766	0.8068	0.7357	0.9885	0.8116	0.3892	0.3122	0.7599	0.7377	0.9777	0.7452	0.7468	0.9573	0.9617	0.8053	0.9516
155	0.9906	0.9762	0.9921	0.9766	0.0	0.9746	0.9746	0.9998	0.9996	0.9806	0.9858	0.9747	0.9998	0.9982	0.9997	0.9997	0.9943	0.9997	0.9998	0.9966
157	0.8507	0.5765	0.6287	0.8068	0.9746	0.0	0.5974	0.5726	0.5693	0.7779	0.6884	0.5924	0.6245	0.8572	0.6641	0.6465	0.8882	0.8816	0.7853	0.5136
150	0.77	0.3185	0.45	0.7357	0.9746	0.5974	0.0	0.9825	0.5385	0.7122	0.6216	0.4691	0.4093	0.9383	0.4794	0.4361	0.925	0.9213	0.7747	0.9535
158	0.989	0.9655	0.9748	0.9885	0.9998	0.5726	0.9825	0.0	0.9853	0.9895	0.9869	0.9698	0.9902	0.9505	0.992	0.9876	0.9935	0.9949	0.992	0.6252
156	0.8337	0.5241	0.5262	0.8116	0.9996	0.5693	0.5385	0.9853	0.0	0.797	0.704	0.6011	0.5141	0.6246	0.5668	0.5468	0.704	0.6866	0.8092	0.6142
148	0.4356	0.7758	0.6939	0.3892	0.9806	0.7779	0.7122	0.9895	0.797	0.0	0.3607	0.7002	0.7468	0.9744	0.647	0.7268	0.9634	0.9612	0.7766	0.9624
147	0.3549	0.6796	0.6234	0.3122	0.9858	0.6884	0.6216	0.9869	0.704	0.3607	0.0	0.6536	0.6259	0.9739	0.6154	0.6304	0.9686	0.9574	0.8424	0.9642
152	0.7921	0.514	0.4921	0.7599	0.9747	0.5924	0.4691	0.9698	0.6011	0.7002	0.6536	0.0	0.5566	0.8993	0.555	0.5918	0.912	0.8976	0.7128	0.9534
168	0.7843	0.3902	0.3894	0.7377	0.9998	0.6245	0.4093	0.9902	0.5141	0.7468	0.6259	0.5566	0.0	0.9642	0.4538	0.4327	0.9462	0.9417	0.6684	0.9564
162	0.9726	0.9237	0.9375	0.9777	0.9982	0.8572	0.9383	0.9505	0.6246	0.9744	0.9739	0.8993	0.9642	0.0	0.9681	0.9734	0.3305	0.1995	0.9687	0.5893
165	0.7656	0.5209	0.4552	0.7452	0.9997	0.6641	0.4794	0.992	0.5668	0.647	0.6154	0.555	0.4538	0.9681	0.0	0.4589	0.9563	0.9545	0.7041	0.9614
166	0.7781	0.3878	0.2856	0.7468	0.9997	0.6465	0.4361	0.9876	0.5468	0.7268	0.6304	0.5918	0.4327	0.9734	0.4589	0.0	0.9557	0.9574	0.7882	0.9534
160	0.9675	0.9258	0.9296	0.9573	0.9943	0.8882	0.925	0.9935	0.704	0.9634	0.9686	0.912	0.9462	0.3305	0.9563	0.9557	0.0	0.3303	0.958	0.7103
161	0.9646	0.9218	0.9302	0.9617	0.9997	0.8816	0.9213	0.9949	0.6866	0.9612	0.9574	0.8976	0.9417	0.1995	0.9545	0.9574	0.3303	0.0	0.9487	0.7122
171	0.8383	0.7334	0.7367	0.8053	0.9998	0.7853	0.7747	0.992	0.8092	0.7766	0.8424	0.7128	0.6684	0.9687	0.7041	0.7882	0.958	0.9487	0.0	0.9616
163	0.9619	0.9329	0.9439	0.9516	0.9966	0.5136	0.9535	0.6252	0.6142	0.9624	0.9642	0.9534	0.9564	0.5893	0.9614	0.9534	0.7103	0.7122	0.9616	0.0
