Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
4924-424-MSITS2a.extendedFrags	97.6424017375	49.0	270.030547187	28546.0	50.0
4924-425-MSITS2a.extendedFrags	98.0243372045	48.0	267.546314718	43226.0	41.6666666667
4924-426-MSITS2a.extendedFrags	97.9554826313	48.0	269.357132062	46319.0	41.6666666667
4924-427-MSITS2a.extendedFrags	97.398242859	47.0	266.967191545	23561.0	41.6666666667
4924-429-MSITS2a.extendedFrags	97.706079821	40.0	261.90078329	21448.0	50.0
4924-430-MSITS2a.extendedFrags	98.3970924002	40.0	231.702483575	21461.0	50.0
4924-431-MSITS2a.extendedFrags	97.2128308733	42.0	269.656056733	12127.0	41.6666666667
4924-432-MSITS2a.extendedFrags	96.6542019288	40.0	288.325034442	10162.0	41.6666666667
4924-435-MSITS2a.extendedFrags	96.2613587192	47.0	275.953266984	11555.0	41.6666666667
4924-437-MSITS2a.extendedFrags	97.9538023415	45.0	292.258807088	37924.0	50.0
4924-439-MSITS2a.extendedFrags	89.8268398268	44.0	262.965367965	462.0	50.0
4924-440-MSITS2a.extendedFrags	96.1194029851	44.0	279.164582493	12395.0	41.6666666667
4924-441-MSITS2a.extendedFrags	96.5466242698	48.0	263.317163351	13523.0	50.0
4924-831-MSITS2a.extendedFrags	98.1795909065	48.0	262.689276964	35102.0	41.6666666667
4924-832-MSITS2a.extendedFrags	98.3442333645	49.0	265.476331361	19266.0	41.6666666667
4924-833-MSITS2a.extendedFrags	96.681785629	48.0	263.944378133	8378.0	50.0
4924-834-MSITS2a.extendedFrags	97.9030205928	48.0	262.491023043	21221.0	41.6666666667
4924-836-MSITS2a.extendedFrags	98.213271983	48.0	264.247602259	33469.0	41.6666666667
4924-837-MSITS2a.extendedFrags	97.9307275829	48.0	262.930430913	26966.0	41.6666666667
4924-838-MSITS2a.extendedFrags	98.0394845078	49.0	264.51485239	21882.0	50.0
4924-839-MSITS2a.extendedFrags	98.2842330481	48.0	260.431945359	24304.0	41.6666666667
