Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
4924-841-MSITS2a.extendedFrags	97.7908689249	48.0	262.87487255	17654.0	41.6666666667
4924-842-MSITS2a.extendedFrags	98.0843617609	48.0	259.26468963	21716.0	50.0
4924-843-MSITS2a.extendedFrags	98.0864087478	48.0	261.069947109	16827.0	50.0
4924-844-MSITS2a.extendedFrags	98.0836236934	48.0	263.693978659	36736.0	41.6666666667
5101-1016-MSITS2a.extendedFrags	99.1252422608	40.0	222.588008311	57273.0	41.6666666667
5101-1017-MSITS2a.extendedFrags	99.2024965326	40.0	225.051251569	60564.0	50.0
5101-1018-MSITS2a.extendedFrags	99.1730010113	40.0	224.494666101	61306.0	41.6666666667
5101-1019-MSITS2a.extendedFrags	99.0940153241	40.0	226.40695106	57948.0	33.3333333333
5101-1020-MSITS2a.extendedFrags	99.0741686934	40.0	223.54247992	48929.0	33.3333333333
5101-1024-MSITS2a.extendedFrags	97.8125	46.0	295.113671875	20480.0	41.6666666667
5101-1031-MSITS2a.extendedFrags	98.9750616607	40.0	227.690143418	54735.0	33.3333333333
5101-1032-MSITS2a.extendedFrags	98.9167946698	40.0	235.503680504	50129.0	33.3333333333
5101-1033-MSITS2a.extendedFrags	99.0665276725	40.0	237.900808693	63312.0	41.6666666667
5101-1034-MSITS2a.extendedFrags	99.0597517876	40.0	237.58642229	60835.0	25.0
5101-1035-MSITS2a.extendedFrags	99.1085065927	39.0	240.377996322	64162.0	33.3333333333
5101-1040-MSITS2a.extendedFrags	98.8817963016	39.0	264.394854469	66893.0	41.6666666667
5101-1138-MSITS2a.extendedFrags	99.0380761523	39.0	258.297904901	82335.0	25.0
5101-1139-MSITS2a.extendedFrags	99.1788183437	40.0	224.492271231	66246.0	41.6666666667
5101-1140-MSITS2a.extendedFrags	99.2099701188	40.0	227.003279644	68605.0	33.3333333333
5101-1141-MSITS2a.extendedFrags	98.0205146662	40.0	239.617719393	16671.0	41.6666666667
5101-1142-MSITS2a.extendedFrags	98.9507548367	39.0	255.411153579	67763.0	33.3333333333
5101-1145-MSITS2a.extendedFrags	98.763444794	40.0	223.908002244	41001.0	41.6666666667
5101-1153-MSITS2a.extendedFrags	98.7432956192	38.0	268.23370395	51086.0	41.6666666667
5101-1154-MSITS2a.extendedFrags	98.7838841441	38.0	252.336613442	43088.0	33.3333333333
5101-1155-MSITS2a.extendedFrags	98.9212639972	38.0	258.280940376	51171.0	41.6666666667
5101-1156-MSITS2a.extendedFrags	98.7110570509	38.0	273.5288786	50972.0	33.3333333333
5101-1157-MSITS2a.extendedFrags	99.0918540402	38.0	260.567755348	91395.0	50.0
5101-1158-MSITS2a.extendedFrags	97.6600892115	39.0	267.450291071	26454.0	50.0
5101-1162-MSITS2a.extendedFrags	98.1918807585	38.0	284.635546052	31801.0	41.6666666667
5101-447-MSITS2a.extendedFrags	98.8105615387	40.0	226.536400191	35563.0	50.0
5101-449-MSITS2a.extendedFrags	96.8118710057	44.0	268.693454786	13613.0	41.6666666667
5101-450-MSITS2a.extendedFrags	97.5864590952	39.0	255.204680807	9571.0	50.0
5101-451-MSITS2a.extendedFrags	98.4286506158	39.0	266.229026583	41493.0	41.6666666667
5101-457-MSITS2a.extendedFrags	97.7107697011	47.0	315.71000535	26166.0	41.6666666667
5101-458-MSITS2a.extendedFrags	95.8006362672	45.0	299.640084836	9430.0	50.0
5101-757-MSITS2a.extendedFrags	98.6883099291	39.0	262.056937734	44294.0	41.6666666667
5101-758-MSITS2a.extendedFrags	99.0252491333	40.0	230.565682235	55091.0	41.6666666667
5101-759-MSITS2a.extendedFrags	98.5852060777	38.0	268.276680921	43964.0	41.6666666667
5101-760-MSITS2a.extendedFrags	98.845532913	40.0	236.959822109	32829.0	33.3333333333
5101-761-MSITS2a.extendedFrags	98.7733193082	37.0	282.897317699	64646.0	33.3333333333
