Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
520.extendedFrags	97.1716508282	55.0	291.992303114	48721.0	50.0
521.extendedFrags	96.6993542215	55.0	291.988014563	37629.0	41.6666666667
522.extendedFrags	98.0247570649	55.0	291.993252756	116492.0	50.0
525.extendedFrags	97.4073852951	52.0	291.987387683	66998.0	50.0
526.extendedFrags	96.8147083302	52.0	291.991929586	39651.0	41.6666666667
527.extendedFrags	96.7699771816	52.0	291.977757593	45139.0	41.6666666667
530.extendedFrags	97.6630156798	52.0	291.981621603	56697.0	41.6666666667
531.extendedFrags	97.7804651437	52.0	291.99093014	67807.0	50.0
532.extendedFrags	97.7924014523	53.0	291.990355939	61696.0	33.3333333333
535.extendedFrags	97.8110218898	53.0	291.994814338	63637.0	33.3333333333
536.extendedFrags	97.5256487628	53.0	291.996806478	39768.0	41.6666666667
537.extendedFrags	97.6682334443	53.0	291.995784755	59783.0	41.6666666667
540.extendedFrags	97.7822850692	53.0	291.994029965	52261.0	50.0
541.extendedFrags	97.272346953	52.0	291.992330219	35855.0	41.6666666667
542.extendedFrags	97.3526610941	52.0	291.997439424	47255.0	41.6666666667
545.extendedFrags	97.3784749732	52.0	291.991373088	56799.0	41.6666666667
546.extendedFrags	97.2536656581	52.0	293.998243869	47263.0	50.0
547.extendedFrags	97.5585593149	52.0	292.000638066	59555.0	50.0
550.extendedFrags	98.1283256382	53.0	292.000414087	48299.0	41.6666666667
551.extendedFrags	97.6319761629	53.0	291.996745928	51013.0	50.0
552.extendedFrags	98.198327274	53.0	291.990293175	55837.0	33.3333333333
555.extendedFrags	97.551425031	52.0	292.958934325	40350.0	50.0
556.extendedFrags	96.269250235	52.0	292.950835081	13831.0	41.6666666667
557.extendedFrags	97.58529826	53.0	291.992503748	44022.0	41.6666666667
560.extendedFrags	97.0935084727	52.0	291.995464277	27559.0	33.3333333333
561.extendedFrags	97.167425392	52.0	291.99699882	29655.0	33.3333333333
562.extendedFrags	96.8873658875	52.0	291.99110676	24513.0	50.0
565.extendedFrags	97.4137474164	53.0	291.997522391	75476.0	50.0
566.extendedFrags	96.0156052451	52.0	291.99566521	27683.0	33.3333333333
567.extendedFrags	94.9679576484	52.0	292.950905545	17945.0	41.6666666667
570.extendedFrags	97.0844435335	52.0	291.993133839	39032.0	50.0
571.extendedFrags	97.3934663433	53.0	292.954798345	49069.0	33.3333333333
572.extendedFrags	97.0745272525	52.0	292.950233593	44950.0	41.6666666667
575.extendedFrags	96.6804979253	52.0	291.991884306	32776.0	33.3333333333
576.extendedFrags	97.275333529	52.0	291.994537123	44299.0	50.0
577.extendedFrags	97.4522401832	52.0	292.953555928	58522.0	33.3333333333
580.extendedFrags	97.1450689688	52.0	292.953973914	42628.0	33.3333333333
581.extendedFrags	96.5482350901	52.0	291.996183978	34591.0	41.6666666667
582.extendedFrags	97.0524917552	52.0	291.995053133	43664.0	33.3333333333
