Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
5101-145-MSITS2a_R1	98.0432690594	45.0	246.75330577	56114.0	41.6666666667
5101-145-MSITS2a_R2	94.8176925544	46.0	247.540168229	56114.0	33.3333333333
5101-146-MSITS2a_R1	97.9474230793	47.0	246.265979759	49109.0	41.6666666667
5101-146-MSITS2a_R2	94.7850699464	49.0	247.029139262	49109.0	33.3333333333
5101-147-MSITS2a_R1	97.8716790318	45.0	246.063497327	48254.0	41.6666666667
5101-147-MSITS2a_R2	94.3382931985	46.0	246.517345712	48254.0	33.3333333333
5101-148-MSITS2a_R1	97.5184021867	45.0	247.76960702	41707.0	41.6666666667
5101-148-MSITS2a_R2	94.2000143861	46.0	248.263672765	41707.0	33.3333333333
5101-150-MSITS2a_R1	97.5518227305	39.0	235.681844174	27980.0	33.3333333333
5101-150-MSITS2a_R2	94.0350250179	39.0	236.124481773	27980.0	41.6666666667
5101-151-MSITS2a_R1	97.3516860514	39.0	244.926031294	23902.0	41.6666666667
5101-151-MSITS2a_R2	93.9879507991	40.0	245.014266589	23902.0	33.3333333333
5101-152-MSITS2a_R1	98.0073045433	40.0	243.616752288	49832.0	41.6666666667
5101-152-MSITS2a_R2	94.4874779258	40.0	243.833540697	49832.0	41.6666666667
5101-153-MSITS2a_R1	97.9652661064	39.0	245.005826331	44625.0	33.3333333333
5101-153-MSITS2a_R2	95.081232493	39.0	245.290420168	44625.0	41.6666666667
5101-155-MSITS2a_R1	98.1426225337	48.0	246.194157241	43233.0	50.0
5101-155-MSITS2a_R2	96.1904101034	49.0	249.992135637	43233.0	41.6666666667
5101-156-MSITS2a_R1	98.1189705749	43.0	243.707079566	33067.0	33.3333333333
5101-156-MSITS2a_R2	94.8196086733	43.0	243.14410137	33067.0	41.6666666667
5101-157-MSITS2a_R1	98.3206662722	42.0	244.782005188	43946.0	41.6666666667
5101-157-MSITS2a_R2	95.0757748145	42.0	246.038501798	43946.0	41.6666666667
5101-158-MSITS2a_R1	98.21438969	44.0	248.054189391	51523.0	33.3333333333
5101-158-MSITS2a_R2	96.2696271568	45.0	249.906061371	51523.0	33.3333333333
5101-160-MSITS2a_R1	98.9884136082	44.0	226.440761665	146206.0	33.3333333333
5101-160-MSITS2a_R2	97.1410202044	44.0	226.408909347	146206.0	50.0
5101-161-MSITS2a_R1	98.7878352146	43.0	231.976116184	69545.0	41.6666666667
5101-161-MSITS2a_R2	96.7373642965	43.0	231.817815803	69545.0	33.3333333333
5101-162-MSITS2a_R1	98.7378760649	45.0	232.188824716	72893.0	33.3333333333
5101-162-MSITS2a_R2	96.7431714979	45.0	232.239529173	72893.0	33.3333333333
5101-163-MSITS2a_R1	98.783499626	46.0	236.441073117	70859.0	41.6666666667
5101-163-MSITS2a_R2	96.5551306115	47.0	236.604468028	70859.0	33.3333333333
5101-165-MSITS2a_R1	98.1426587343	41.0	245.894571008	48241.0	33.3333333333
5101-165-MSITS2a_R2	95.8893886943	40.0	245.940133911	48241.0	41.6666666667
5101-166-MSITS2a_R1	98.3137230227	39.0	243.876738187	47679.0	33.3333333333
5101-166-MSITS2a_R2	95.7633339625	39.0	243.98074624	47679.0	33.3333333333
5101-167-MSITS2a_R1	98.5498042808	40.0	242.086345465	96056.0	41.6666666667
5101-167-MSITS2a_R2	95.9742233697	39.0	242.266313401	96056.0	41.6666666667
5101-168-MSITS2a_R1	98.0947767821	40.0	244.213590861	49548.0	41.6666666667
5101-168-MSITS2a_R2	94.7888915799	39.0	244.425123113	49548.0	41.6666666667
5101-170-MSITS2a_R1	98.2670399691	40.0	246.262779977	82864.0	33.3333333333
5101-170-MSITS2a_R2	95.5867445453	41.0	247.019670786	82864.0	41.6666666667
5101-171-MSITS2a_R1	97.1210097195	40.0	244.683725644	21709.0	41.6666666667
5101-171-MSITS2a_R2	93.9195725275	39.0	244.334147128	21709.0	41.6666666667
5101-172-MSITS2a_R1	91.313559322	39.0	244.216101695	944.0	41.6666666667
5101-172-MSITS2a_R2	85.9110169492	39.0	244.525423729	944.0	50.0
5101-173-MSITS2a_R1	98.1443890837	37.0	250.11609358	48771.0	33.3333333333
5101-173-MSITS2a_R2	96.3830965123	38.0	250.025876033	48771.0	33.3333333333
5101-175-MSITS2a_R1	98.4341038537	40.0	227.424489537	63031.0	33.3333333333
5101-175-MSITS2a_R2	96.23359934	40.0	228.44636766	63031.0	33.3333333333
5101-176-MSITS2a_R1	97.0623345617	40.0	249.64966004	19267.0	41.6666666667
5101-176-MSITS2a_R2	93.6835002855	40.0	249.691181813	19267.0	50.0
5101-177-MSITS2a_R1	97.9621817877	43.0	244.760834435	47649.0	33.3333333333
5101-177-MSITS2a_R2	94.7344120548	42.0	244.883166488	47649.0	41.6666666667
5101-178-MSITS2a_R1	96.2411153636	45.0	246.469291052	21948.0	33.3333333333
5101-178-MSITS2a_R2	93.4390377255	45.0	246.719108803	21948.0	41.6666666667
