OTU	Test-Statistic	P	FDR_P	Bonferroni_P	0_mean	126_mean	taxonomy
3441309	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__
243185	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
552922	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
1093466	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
1039594	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
New.CleanUp.ReferenceOTU8909	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum
New.CleanUp.ReferenceOTU10543	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum
New.CleanUp.ReferenceOTU22617	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__
New.CleanUp.ReferenceOTU25393	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
New.CleanUp.ReferenceOTU31667	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
New.CleanUp.ReferenceOTU38579	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
New.CleanUp.ReferenceOTU42483	26.0	3.4141735773e-07	1.31583212997e-05	0.000635036285377	1.0	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
2254348	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	1.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
567840	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__genosp.
575956	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
102348	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
316924	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	9.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
940737	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
1078373	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
1119860	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	4.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
New.ReferenceOTU34	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	2.66666666667	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
New.ReferenceOTU0	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	2.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
New.CleanUp.ReferenceOTU13867	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	2.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__
New.CleanUp.ReferenceOTU19500	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
New.CleanUp.ReferenceOTU24012	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	1.33333333333	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__
New.CleanUp.ReferenceOTU26172	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	1.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
New.CleanUp.ReferenceOTU26443	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	7.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
New.CleanUp.ReferenceOTU32889	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
New.CleanUp.ReferenceOTU35793	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	2.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
New.CleanUp.ReferenceOTU36897	25.92	3.55862993008e-07	1.31583212997e-05	0.000661905166994	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
153978	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	27.6666666667	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
1135458	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	4.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
676066	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__genosp.
764682	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	3.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
189438	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	9.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
4344018	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	6.33333333333	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
180502	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Kaistia; s__
790384	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	4.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__
New.CleanUp.ReferenceOTU1850	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	5.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae
New.CleanUp.ReferenceOTU5858	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	3.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU12829	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	2.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__yabuuchiae
New.CleanUp.ReferenceOTU15786	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	4.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__yabuuchiae
New.CleanUp.ReferenceOTU17698	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	3.33333333333	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae
New.CleanUp.ReferenceOTU19322	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
New.CleanUp.ReferenceOTU25033	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	2.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
New.CleanUp.ReferenceOTU26316	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	2.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia
New.CleanUp.ReferenceOTU38687	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	2.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__
New.CleanUp.ReferenceOTU39163	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	4.33333333333	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
New.CleanUp.ReferenceOTU40915	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	2.0	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
New.CleanUp.ReferenceOTU42769	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	4.33333333333	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__
New.CleanUp.ReferenceOTU42980	25.893442623	3.60792680797e-07	1.31583212997e-05	0.000671074386283	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
785526	20.25	6.79534624946e-06	0.000207525499055	0.012639344024	3.0	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
256089	20.2014388489	6.97004897531e-06	0.000207525499055	0.0129642910941	7.33333333333	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
967275	20.2014388489	6.97004897531e-06	0.000207525499055	0.0129642910941	5.33333333333	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
922761	20.2014388489	6.97004897531e-06	0.000207525499055	0.0129642910941	3.66666666667	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.CleanUp.ReferenceOTU41487	20.2014388489	6.97004897531e-06	0.000207525499055	0.0129642910941	3.33333333333	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__
817734	20.1853035144	7.02908948411e-06	0.000207525499055	0.0130741064404	27.0	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
816760	20.1853035144	7.02908948411e-06	0.000207525499055	0.0130741064404	4.0	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
18499	20.1853035144	7.02908948411e-06	0.000207525499055	0.0130741064404	5.0	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
1062748	20.1853035144	7.02908948411e-06	0.000207525499055	0.0130741064404	3.0	0.0416666666667	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
219439	20.1853035144	7.02908948411e-06	0.000207525499055	0.0130741064404	6.0	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
New.CleanUp.ReferenceOTU5996	20.1853035144	7.02908948411e-06	0.000207525499055	0.0130741064404	7.0	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU34597	20.1853035144	7.02908948411e-06	0.000207525499055	0.0130741064404	4.66666666667	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
778478	19.6599	9.25227026902e-06	0.000247876335651	0.0172092227004	2.33333333333	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
540793	19.6599	9.25227026902e-06	0.000247876335651	0.0172092227004	1.66666666667	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__dispersa
850731	19.6599	9.25227026902e-06	0.000247876335651	0.0172092227004	1.66666666667	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
1901956	19.6599	9.25227026902e-06	0.000247876335651	0.0172092227004	1.66666666667	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
New.CleanUp.ReferenceOTU1385	19.6599	9.25227026902e-06	0.000247876335651	0.0172092227004	1.66666666667	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
810955	19.6441846523	9.32867929871e-06	0.000247876335651	0.0173513434956	7.0	0.0833333333333	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
254938	19.6441846523	9.32867929871e-06	0.000247876335651	0.0173513434956	2.0	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
668303	19.140625	1.21432478227e-05	0.000293611749945	0.0225864409502	2.0	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__
4378411	19.140625	1.21432478227e-05	0.000293611749945	0.0225864409502	1.33333333333	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__
851567	19.140625	1.21432478227e-05	0.000293611749945	0.0225864409502	1.33333333333	0.0416666666667	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__chocolatum
