OTU	Test-Statistic	P	FDR_P	Bonferroni_P	0_mean	126_mean	taxonomy
New.CleanUp.ReferenceOTU31692	19.140625	1.21432478227e-05	0.000293611749945	0.0225864409502	2.0	0.0416666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
913849	17.5071	2.86236761926e-05	0.000293611749945	0.0532400377183	1.33333333333	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
707290	16.8143712575	4.12199566857e-05	0.000293611749945	0.0766691194355	4.0	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteibacter; s__rhizovicinus
699257	16.8143712575	4.12199566857e-05	0.000293611749945	0.0766691194355	5.0	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
1086621	16.8031914894	4.14635104731e-05	0.000293611749945	0.0771221294799	11.3333333333	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__
552376	16.8031914894	4.14635104731e-05	0.000293611749945	0.0771221294799	22.6666666667	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
565246	16.8031914894	4.14635104731e-05	0.000293611749945	0.0771221294799	11.6666666667	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
1049387	16.8031914894	4.14635104731e-05	0.000293611749945	0.0771221294799	6.0	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__mexicana
594270	16.8031914894	4.14635104731e-05	0.000293611749945	0.0771221294799	7.33333333333	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__yabuuchiae
372473	16.8031914894	4.14635104731e-05	0.000293611749945	0.0771221294799	29.0	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU29320	16.8031914894	4.14635104731e-05	0.000293611749945	0.0771221294799	6.33333333333	0.0833333333333	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__
1108350	16.7920265781	4.17081844544e-05	0.000293611749945	0.0775772230853	24.3333333333	0.291666666667	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__
1918929	16.7920265781	4.17081844544e-05	0.000293611749945	0.0775772230853	20.0	0.125	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria
149938	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
295031	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
1072787	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__
1125832	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
307057	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
912669	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
1042671	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
401960	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
585708	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
1080436	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
784415	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Salinispora; s__tropica
1009440	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
360691	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__
342724	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
838293	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
850135	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
1053775	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
589597	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava
318726	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
269781	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Kaistia; s__
674655	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
317024	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
814239	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__
1057116	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
4329518	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	1.33333333333	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
814952	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__
3727987	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
944202	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
581021	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
780555	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
246060	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae
788519	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
406145	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
408706	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
818388	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	0.666666666667	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__; s__
New.ReferenceOTU15	16.64	4.51879120692e-05	0.000293611749945	0.0840495164487	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
