	sequences per sample	iteration	155	168	176	172	166	177	145	148	147	146	178	156	157	161	170	173	175	171	153	165	160	167	151	150	163	158	162	152
alpha_rarefaction_10_0.txt	10	0	0.72211	0.72211	0.66447	0.90322	1.07172	0.72211	1.45685	3.01115	2.15482	2.62832	0.56957	2.12	0.73659	0.70331	0.72211	0.7274	0.73858	0.96891	0.72211	1.49911	0.68485	0.73138	0.72211	0.6847	0.87518	1.01138	0.9956	0.68211
alpha_rarefaction_10_1.txt	10	1	0.72211	1.32	0.72211	0.72211	1.34624	0.80796	2.25728	1.97436	1.8776	2.66446	0.56957	2.41081	1.62661	0.88154	0.80085	0.84765	0.72211	0.7247	0.75715	1.42139	0.68211	0.7294	1.33914	1.30883	0.68211	0.84997	0.6847	0.76944
alpha_rarefaction_10_2.txt	10	2	1.46314	0.73599	0.73599	0.93376	1.20837	0.80997	2.63382	2.99218	2.27536	2.65549	0.73599	2.70447	0.73599	0.6847	0.7247	0.84294	0.73858	0.72455	0.73918	0.80132	0.84743	0.7271	0.6847	1.58421	0.6847	0.98094	0.72211	0.93821
alpha_rarefaction_10_3.txt	10	3	0.72211	0.72211	0.72211	1.44703	0.95485	0.72211	2.96318	1.53247	2.70266	2.32427	0.97358	1.36737	0.84054	0.87205	0.73659	0.72211	0.89257	0.72211	0.93494	0.7247	0.96432	0.72211	0.87747	0.8652	0.80272	0.95941	0.6847	0.68211
alpha_rarefaction_10_4.txt	10	4	0.73599	0.72211	0.80085	0.84313	1.03783	0.80751	2.69739	2.64988	2.08181	3.59375	1.46335	2.3636	0.93257	0.88899	0.7247	0.72211	0.73004	0.7247	0.72211	0.72211	0.68211	0.84532	0.6847	1.53159	0.68712	0.84054	0.68211	0.68211
alpha_rarefaction_10_5.txt	10	5	0.80314	0.72211	0.72211	0.91063	0.72211	1.42738	2.06378	2.15269	2.98103	3.15364	0.72211	1.26159	0.84054	0.94207	0.7247	0.79132	0.7247	0.84054	0.7247	0.98463	0.6847	0.7792	0.7247	0.6847	0.8275	0.80054	1.0356	0.68211
alpha_rarefaction_10_6.txt	10	6	0.72211	0.80085	0.75064	1.70825	0.97358	0.84181	1.43752	1.71899	2.18933	2.48054	1.36013	2.11418	0.72211	0.6847	0.72211	0.84054	0.7247	0.84313	0.68211	1.46722	0.68211	1.20279	1.16272	1.29511	0.86605	0.84997	0.68211	0.68211
alpha_rarefaction_10_7.txt	10	7	0.68211	0.72211	0.73599	1.3647	1.70467	0.8445	2.7458	2.44238	1.72662	2.80417	0.73599	1.6932	0.72211	1.94538	0.7247	0.84054	0.75064	0.9778	0.80085	1.36012	0.86417	0.72211	0.6847	0.68211	0.68211	0.84054	0.68211	0.68211
alpha_rarefaction_10_8.txt	10	8	0.72211	0.80085	0.72211	0.86648	0.81894	0.84181	3.039	2.66164	2.43875	3.4112	0.60708	1.9669	1.44703	0.80054	0.74805	0.80329	0.72211	0.7247	2.01093	0.72211	0.68211	0.73599	1.37769	0.6847	0.72211	0.84997	0.6847	0.6847
