Length	Count
186.0	339
196.0	477
206.0	21
216.0	44491
226.0	1386
236.0	639
246.0	835
256.0	5488
266.0	69
276.0	12
286.0	234
296.0	1017
306.0	0
316.0	0
326.0	0
336.0	0
346.0	36
356.0	6
366.0	0
376.0	0
386.0	0
396.0	2
406.0	0
416.0	0
426.0	0
436.0	0
446.0	0
456.0	1
466.0	0
476.0	0
486.0	2
496.0	0
--

