Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
LH/30	C/0	8.6792	0.222247800084	16.779152	0.516072674146	-20.3865105132	1.0
LH + LB/30	LB/10	10.1458756667	1.78327812591	11.1914163333	0.296375650703	-0.817937762302	1.0
LB/10	C/0	11.1914163333	0.296375650703	16.779152	0.516072674146	-13.278384878	1.0
LH/30	LB/30	8.6792	0.222247800084	9.40357733333	0.284175975622	-2.83960313814	1.0
LH/30	LH + LB/10	8.6792	0.222247800084	11.6331746667	0.595630188446	-6.57112980496	1.0
LH + LB/30	LH + LB/10	10.1458756667	1.78327812591	11.6331746667	0.595630188446	-1.11873547171	1.0
LH + LB/30	LH + LB/92	10.1458756667	1.78327812591	11.270643	0.881488527136	-0.799629892051	1.0
LB/10	LB/30	11.1914163333	0.296375650703	9.40357733333	0.284175975622	6.15774483342	1.0
LH/10	LB/30	11.8307586667	0.23882425293	9.40357733333	0.284175975622	9.24705901731	1.0
LH + LB/92	LB/30	11.270643	0.881488527136	9.40357733333	0.284175975622	2.85093382532	1.0
LB/10	LH/92	11.1914163333	0.296375650703	12.0507406667	0.17071913965	-3.55311862892	1.0
C/0	C/30	16.779152	0.516072674146	13.226567	0.308570927402	8.35558922368	1.0
LH/10	LH/92	11.8307586667	0.23882425293	12.0507406667	0.17071913965	-1.05972636127	1.0
LH/30	C/10	8.6792	0.222247800084	14.7589233333	0.178850866367	-30.1394546644	1.0
LH/10	C/30	11.8307586667	0.23882425293	13.226567	0.308570927402	-5.05891982658	1.0
LB/10	C/30	11.1914163333	0.296375650703	13.226567	0.308570927402	-6.72699814468	1.0
LH/30	LH/10	8.6792	0.222247800084	11.8307586667	0.23882425293	-13.6617426843	1.0
LB/92	LH + LB/92	11.1452413333	0.762491333014	11.270643	0.881488527136	-0.152160547804	1.0
LH + LB/30	LH/30	10.1458756667	1.78327812591	8.6792	0.222247800084	1.15420545854	1.0
LH + LB/30	LB/30	10.1458756667	1.78327812591	9.40357733333	0.284175975622	0.58133831505	1.0
LH + LB/30	C/30	10.1458756667	1.78327812591	13.226567	0.308570927402	-2.40734230624	1.0
LH/30	C/92	8.6792	0.222247800084	13.4682606667	1.51979865896	-4.40945189475	1.0
