OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C_mean	C-NS_mean	S2-NS_mean	S2-3H_mean	C-3H-LATE_mean	C-3H_mean	S2-3H-LATE_mean	taxonomy
New.CleanUp.ReferenceOTU490	12.4444444444	0.0527572603289	0.173839497149	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14.5	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU765	12.4444444444	0.0527572603289	0.173839497149	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
New.CleanUp.ReferenceOTU785	12.4444444444	0.0527572603289	0.173839497149	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU832	12.4444444444	0.0527572603289	0.173839497149	1.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unculturedDothideomycetes
New.CleanUp.ReferenceOTU952	12.4444444444	0.0527572603289	0.173839497149	1.0	0.0	10.75	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Kodamaea; s__Kodamaea_ohmeri
New.CleanUp.ReferenceOTU961	12.4444444444	0.0527572603289	0.173839497149	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_commune
New.CleanUp.ReferenceOTU980	12.4444444444	0.0527572603289	0.173839497149	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_sp_S1D
New.CleanUp.ReferenceOTU208	12.2086956522	0.0574717511018	0.187834503601	1.0	0.0	0.75	0.25	0.0	0.0	0.25	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ525731	12.0754601227	0.0603063991066	0.195509455168	1.0	28.5	0.0	0.0	3.75	0.0	5.5	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901888	11.8987486782	0.0642660917057	0.206679750926	1.0	0.25	13.0	38.25	14.25	1.5	21.75	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU731	11.8466850829	0.0654777813012	0.208905302247	1.0	2.0	10.75	0.0	0.0	0.0	2.75	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Kodamaea; s__Kodamaea_ohmeri
New.CleanUp.ReferenceOTU936	11.796360255	0.0666690301171	0.209734969377	1.0	0.0	5.5	3.25	6.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Kodamaea; s__Kodamaea_ohmeri
New.ReferenceOTU13	11.7876915859	0.0668762366922	0.209734969377	1.0	0.0	28.5	30.75	7.0	0.75	40.0	4.25	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_intermedia
FJ759754	11.7699148677	0.0673030125612	0.209734969377	1.0	2.25	34.5	26.25	23.5	0.75	30.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ762572	11.6054670684	0.0713717666216	0.220703462937	1.0	2.0	4.75	0.0	0.0	0.0	12.75	1.75	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ631024	11.5794339623	0.0720362574574	0.221057828228	1.0	0.0	0.75	3.25	1.75	0.0	1.75	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_sp_1_TMS_2011
JF933755	11.4014218009	0.0767345451925	0.23369156945	1.0	3.25	0.25	0.25	0.0	0.0	0.0	1.25	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JF933752	11.2549889135	0.0808082248749	0.24361330701	1.0	3.0	0.0	0.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ211528	11.2200665188	0.0818085228408	0.24361330701	1.0	1.75	3.25	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Rhizoscyphus; s__Rhizoscyphus_ericae
HM162228	11.22	0.0818104389213	0.24361330701	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.75	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
FJ758449	11.0816082803	0.085886739502	0.253871097646	1.0	8.0	0.0	3.5	5.25	1.75	1.5	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FM866348	10.9772727273	0.0890813910443	0.261392110947	1.0	11.5	26.25	8.0	34.25	0.5	73.5	2.25	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unculturedCryptococcus
New.ReferenceOTU0	10.8357843137	0.0935862543838	0.272620827987	1.0	0.25	0.5	0.5	4.25	2.5	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_humilis
New.CleanUp.ReferenceOTU592	10.7525510204	0.0963318840132	0.277712381175	1.0	0.75	0.25	1.0	0.5	0.0	1.25	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU11	10.7410856839	0.0967157546381	0.277712381175	1.0	6.25	0.5	0.0	0.25	0.0	0.25	0.0	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Pseudozyma; s__Pseudozyma_prolifica
JN183442	10.5639103325	0.102826174612	0.293163987192	1.0	15.25	35.75	42.5	58.5	0.5	8.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Kodamaea; s__Kodamaea_ohmeri
New.CleanUp.ReferenceOTU669	10.5205078125	0.104375166946	0.29548462755	1.0	0.0	1.0	0.75	1.5	0.0	0.25	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Bullera; s__Bullera_sp_TY_143
JF770474	10.4910790144	0.105437369692	0.296404353959	1.0	14.75	26.0	55.0	45.0	11.25	34.5	0.0	k__Fungi; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Pucciniaceae; g__Puccinia; s__Puccinia_striiformis_f_sp_tritici
GQ517859	10.2857142857	0.113124234667	0.315805155113	1.0	0.0	0.25	0.75	0.5	0.25	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ510266	10.1653129479	0.117860748537	0.32675876491	1.0	0.25	1.0	0.75	0.25	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
New.CleanUp.ReferenceOTU611	10.125	0.119485741419	0.328994986647	1.0	0.25	0.25	0.0	0.75	0.25	1.5	0.0	No blast hit
New.CleanUp.ReferenceOTU629	9.92372727273	0.127900996051	0.349770070835	1.0	0.5	0.25	1.0	1.0	0.0	0.75	0.0	No blast hit
FJ213520	9.70872865275	0.13746619895	0.373387918769	1.0	0.5	0.0	0.0	0.0	0.0	0.0	3531.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
AY313025	9.66333899745	0.139564345218	0.374892685178	1.0	3.0	31.0	30.0	23.25	12.25	24.0	1.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Bullera; s__Bullera_sp_TY_143
FJ759644	9.6553141515	0.139938209848	0.374892685178	1.0	3.75	1.25	6.5	3.75	10.75	1.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
GU721312	9.55063855064	0.14489602069	0.374892685178	1.0	15.25	8.25	31.25	91.25	0.5	43.0	0.25	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ761588	9.51923076923	0.146413312371	0.374892685178	1.0	0.75	0.25	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ525365	9.51923076923	0.146413312371	0.374892685178	1.0	0.75	0.0	0.0	0.25	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FM178236	9.51923076923	0.146413312371	0.374892685178	1.0	4.25	1.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__unidentified; s__unculturedClavicipitaceae
New.CleanUp.ReferenceOTU291	9.51923076923	0.146413312371	0.374892685178	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.25	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU502	9.51923076923	0.146413312371	0.374892685178	1.0	2.25	0.75	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_herquei
New.CleanUp.ReferenceOTU756	9.51923076923	0.146413312371	0.374892685178	1.0	0.25	0.0	3.25	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
HQ631017	9.37920639372	0.153347973729	0.385069474066	1.0	67.0	30.25	32.25	27.25	24.75	24.75	0.0	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Occultifur; s__Occultifur_sp_TMS_2011
HQ631014	9.37272727273	0.153675663548	0.385069474066	1.0	6.25	39.25	7.25	4.25	22.5	20.25	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_sp_3_TMS_2011
New.CleanUp.ReferenceOTU597	9.36	0.154321135759	0.385069474066	1.0	0.0	0.5	0.0	0.0	0.0	0.25	0.0	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Occultifur; s__Occultifur_sp_TMS_2011
JN905179	9.32787002577	0.155961126533	0.385069474066	1.0	1.0	3.75	12.5	11.75	0.5	9.5	0.75	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ213534	9.32447817837	0.156135135007	0.385069474066	1.0	1.25	0.0	0.0	0.75	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU547	9.32447817837	0.156135135007	0.385069474066	1.0	0.0	0.0	18.75	1.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_sp_CBS_8577
JN183441	9.20295829292	0.1624814632	0.39651525232	1.0	9.0	31.25	37.75	3.0	1.0	12.25	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Kodamaea; s__Kodamaea_ohmeri
AM901803	9.1979301423	0.162748797594	0.39651525232	1.0	9.25	0.5	0.5	0.0	0.0	0.25	1.5	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
HQ631036	8.99146110057	0.174058862423	0.416497992226	1.0	9.5	0.0	2.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_sp_4_TMS_2011
New.CleanUp.ReferenceOTU428	8.99146110057	0.174058862423	0.416497992226	1.0	0.0	0.0	4.25	1.75	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__Glomus_sp_0514
New.CleanUp.ReferenceOTU1004	8.99146110057	0.174058862423	0.416497992226	1.0	0.0	0.0	1.75	0.0	0.0	1.75	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
DQ421212	8.95683903253	0.176020003691	0.418698470317	1.0	116.5	105.0	117.75	65.25	6.5	99.75	5.25	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
HQ631071	8.82783850494	0.183494326379	0.433910112967	1.0	10.25	2.75	6.0	7.5	0.25	0.75	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_sp_1_TMS_2011
JN905215	8.70254237288	0.191010850727	0.449043052586	1.0	0.75	0.75	1.0	1.5	0.0	0.25	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
FJ466715	8.31678464978	0.215801281711	0.504372763068	1.0	28.5	6.75	3.25	2.0	0.75	0.0	3.5	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_sp_UFMGCB_536
New.CleanUp.ReferenceOTU440	8.09338640539	0.231341130048	0.526694775892	1.0	11.0	2.25	3.25	1.25	0.0	2.0	0.75	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
JN942274	8.0568	0.233971467307	0.526694775892	1.0	0.5	0.0	0.75	0.5	0.5	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
AM901917	7.97857142857	0.239677426324	0.526694775892	1.0	16.5	14.0	10.0	0.0	0.75	4.25	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
New.CleanUp.ReferenceOTU824	7.88248337029	0.246839955058	0.526694775892	1.0	0.25	0.0	0.25	7.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Edenia; s__Edenia_gomezpompae
FM177679	7.88164697193	0.24690305145	0.526694775892	1.0	0.0	22.5	4.5	3.75	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
GU461431	7.88164697193	0.24690305145	0.526694775892	1.0	1.0	0.0	0.75	9.75	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Edenia; s__Edenia_gomezpompae
FJ763051	7.575	0.27092162155	0.526694775892	1.0	0.0	0.0	2.5	0.25	0.0	0.25	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1002	7.575	0.27092162155	0.526694775892	1.0	0.25	0.0	1.25	0.0	0.0	0.25	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
New.CleanUp.ReferenceOTU78	7.57256277696	0.271119671662	0.526694775892	1.0	0.0	2.75	9.25	5.75	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JQ666393	7.43847006652	0.282192290605	0.526694775892	1.0	6.5	0.0	0.0	0.0	0.25	3.5	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
New.CleanUp.ReferenceOTU358	7.41851441242	0.28386982279	0.526694775892	1.0	0.25	1.5	0.0	0.5	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedendophytic_fungus
New.CleanUp.ReferenceOTU204	7.30336041359	0.293701365941	0.526694775892	1.0	2.25	0.0	4.5	0.5	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU326	7.28920118343	0.294928114459	0.526694775892	1.0	1.0	0.25	0.0	0.0	0.0	0.75	0.0	k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_sp_INBio2559C
HQ631023	7.26347858198	0.297166752529	0.526694775892	1.0	28.25	3.5	5.25	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Epicoccum; s__Epicoccum_sp_TMS_2011
HQ631050	7.01421713442	0.319534408116	0.526694775892	1.0	2.0	0.0	0.0	0.5	0.0	6.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedendophytic_fungus
New.CleanUp.ReferenceOTU968	6.95454545455	0.325071290958	0.526694775892	1.0	0.5	0.25	0.5	0.25	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
New.CleanUp.ReferenceOTU658	6.88968957871	0.331169309991	0.526694775892	1.0	1.25	1.5	0.0	2.25	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU30	6.7699556541	0.34264658946	0.526694775892	1.0	0.0	0.75	0.5	0.0	0.0	0.5	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU797	6.76495568685	0.343132060903	0.526694775892	1.0	0.0	1.25	2.5	0.0	0.0	3.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora; s__Clavispora_lusitaniae
GQ518967	6.3773006135	0.382277488207	0.526694775892	1.0	0.5	0.0	0.25	4.0	0.0	1.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU1	6.2408353895	0.396759539057	0.526694775892	1.0	0.5	14.5	29.25	9.0	0.5	8.0	1.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Hannaella; s__Hannaella_kunmingensis
FJ762225	6.0	0.423190081127	0.526694775892	1.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ631052	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	7.75	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_5_TMS_2011
HM488368	6.0	0.423190081127	0.526694775892	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_sp_RhSoW01
AM901802	6.0	0.423190081127	0.526694775892	1.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__ascomycete_sp_5/97_81
GQ516044	6.0	0.423190081127	0.526694775892	1.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ903358	6.0	0.423190081127	0.526694775892	1.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Preussia; s__Preussia_sp_L34
FJ777203	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	3.75	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
GQ518720	6.0	0.423190081127	0.526694775892	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU370747	6.0	0.423190081127	0.526694775892	1.0	2.75	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_glutinis
GU328615	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
DQ386306	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	0.0	0.0	0.0	36.75	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_mucilaginosa
FJ759677	6.0	0.423190081127	0.526694775892	1.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM260879	6.0	0.423190081127	0.526694775892	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ762215	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU056017	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__Pestalotiopsis; s__Pestalotiopsis_vismiae
EU489950	6.0	0.423190081127	0.526694775892	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
DQ420936	6.0	0.423190081127	0.526694775892	1.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
GQ513952	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ526462	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	7.25	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JN906266	6.0	0.423190081127	0.526694775892	1.0	0.0	4.75	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ759303	6.0	0.423190081127	0.526694775892	1.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ631061	6.0	0.423190081127	0.526694775892	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Curvularia; s__Curvularia_sp_TMS_2011
JQ666595	6.0	0.423190081127	0.526694775892	1.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
FJ757601	6.0	0.423190081127	0.526694775892	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AY706335	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Incertae_sedis; g__Thermomyces; s__Thermomyces_lanuginosus
GU721872	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU078631	6.0	0.423190081127	0.526694775892	1.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JN906522	6.0	0.423190081127	0.526694775892	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU174315	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	2.25	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ762403	6.0	0.423190081127	0.526694775892	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unculturedDothideomycetes
FJ778090	6.0	0.423190081127	0.526694775892	1.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AJ301998	6.0	0.423190081127	0.526694775892	1.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Myrothecium; s__Myrothecium_sp_BBA69174
JF497146	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.75	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU934594	6.0	0.423190081127	0.526694775892	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
