# Constructed from biom file
#OTU ID	C-3H-LATE/56	C-3H/56	C-NS/56	C/0	S2-3H-LATE/56	S2-3H/56	S2-NS/56
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Eremotheciaceae	0.0	0.0	0.0	0.0	0.00048057669203	0.0	0.0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis	0.0189388949872	0.361719942866	0.215130354469	0.1140878016	0.00402482979575	0.108988557792	0.138804535258
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae	0.0	0.0011328375117	0.00034985096349	0.0	0.0	0.0	0.000366238879309
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae	2.19538968167e-05	9.85076097129e-05	0.000601743657202	0.00136988071699	0.000200240288346	0.000624120418528	0.0006714379454
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae	0.0	0.0	0.000237898655173	0.000607399940552	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Incertae_sedis	3.65898280278e-05	0.00137910653598	0.0026868553996	0.0509699013944	0.000881057268722	3.67129657958e-05	0.000747737711923
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	2.92718624222e-05	0.0	0.000909612505073	0.00452319104667	0.000450540648779	0.000146851863183	0.000885077291663
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified	0.0	0.0	0.0	0.000142157432895	0.0	0.0	4.57798599136e-05
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Incertae_sedis;f__Plectosphaerellaceae	0.0	0.0	0.0	0.0	0.0	0.000122376552653	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Cephalothecaceae	0.0	0.0	0.0	0.000413548895695	0.0	0.0	0.000686697898704
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.00050357845905
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Incertae_sedis	0.0	0.0	0.000419821156187	6.46170149524e-05	0.000500600720865	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae	0.0	0.0	0.00106354692901	0.0	0.0	0.0	0.00219743327585
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified	0.0	0.0	0.0	0.000206774447848	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified	0.000307354555434	0.00206865980397	0.0150575854686	0.0477390506468	0.0222867440929	0.0069387505354	0.00766049655888
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae	0.0	0.000394030438851	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae	0.0	0.0	0.0	0.000504012716629	0.0	0.000220277794775	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae	0.0	0.0	0.0	5.16936119619e-05	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae	0.0	0.0	0.0	0.000103387223924	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;f__Phallaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae	0.0	0.0	0.0	9.04638209333e-05	0.0	0.000122376552653	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae	0.0	0.0	0.0	7.75404179429e-05	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae	0.00147822905232	0.00413731960794	0.00281280174646	0.00595768877861	0.0	0.00104020069755	0.00320459019395
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis	0.0	0.0	0.0	0.000723710567467	0.00491589907889	0.000318179036897	0.0
k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae	0.000870837907062	0.00694478648476	0.00216907597364	0.00214528489642	1.00120144173e-05	0.00186012360032	0.00454746608475
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae	0.00160263446762	0.00477761907107	0.00535971676066	0.00235205934427	7.00841009211e-05	0.00340206816374	0.00343348949352
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis	0.00483717526528	0.021277643698	0.0295414153571	0.00584137815169	0.00116139367241	0.0238879030778	0.0297263890372
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae	0.00272228320527	0.0342806481801	0.0221385689696	0.00275268483697	0.000961153384061	0.0357339533745	0.0290396911385
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified	8.04976216612e-05	0.0019208983894	0.000811654235296	0.0014991147469	0.000210252302763	0.00610658997736	0.0010224168714
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae	0.0	0.0	9.79582697771e-05	0.00133111050802	0.0	1.22376552653e-05	6.10398132182e-05
k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified	0.000717160629345	0.0126089740432	0.0126366168012	0.0437974127347	0.000981177412895	0.00724469191703	0.00799621553158
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae	0.0	0.0	0.0	0.0	0.0	1.22376552653e-05	0.000534098365659
k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mucorales;f__Mucoraceae	0.0	0.0	5.59761541583e-05	9.04638209333e-05	0.0	0.0	0.0
k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified	0.0631028174168	0.531251539181	0.624903790985	0.385634345236	0.086924309171	0.752811601297	0.649143153622
