Length	Count
184.0	831
194.0	1011
204.0	7
214.0	3301
224.0	2979
234.0	3123
244.0	1411
254.0	25231
264.0	1978
274.0	882
284.0	739
294.0	1995
304.0	150
314.0	0
324.0	3
334.0	85
344.0	0
354.0	0
364.0	9
374.0	0
384.0	0
394.0	0
404.0	2
414.0	0
424.0	0
434.0	0
444.0	0
454.0	0
464.0	0
474.0	1
484.0	4
494.0	0
--

