	sequences per sample	iteration	L1S140	L1S208	L1S8	L1S281	L3S242	L2S309	L2S357	L4S112	L2S155	L2S382	L4S63	L2S222	L3S341	L3S360	L2S204	L4S137	L3S294	L2S175	L5S203	L6S93	L6S20	L6S68	L1S257	L3S378	L1S105	L5S174	L5S155	L5S222	L5S104	L1S57	L1S76	L5S240	L3S313	L2S240
alpha_rarefaction_670_1.txt	670	1	295.066666667	282.272727273	175.058823529	374.4375	218.090909091	586.034482759	458.476190476	655.652173913	424.666666667	378.227272727	500.567567568	612.59375	541.081081081	629.381818182	502.028571429	369.75	337.7	380.405405405	164.153846154	223.5	181.0	176.5	296.142857143	347.866666667	213.625	112.153846154	111.153846154	89.0555555556	140.909090909	248.333333333	250.0	143.428571429	396.774193548	256.545454545
alpha_rarefaction_670_2.txt	670	2	201.8	293.142857143	196.75	412.666666667	194.071428571	397.069767442	493.772727273	561.8	359.090909091	372.4	492.170731707	702.053571429	542.323529412	640.065217391	461.25	437.730769231	368.038461538	406.684210526	176.0	150.235294118	118.285714286	140.0	345.75	290.2	244.0	232.0	166.111111111	99.375	158.0	227.545454545	236.066666667	140.363636364	371.777777778	202.0
alpha_rarefaction_670_3.txt	670	3	213.5	294.681818182	138.571428571	297.037037037	273.666666667	430.25	373.0	509.555555556	398.035714286	333.384615385	554.676470588	681.518518519	615.5	751.818181818	519.5	325.486486486	379.142857143	471.03125	160.714285714	211.363636364	185.545454545	167.666666667	280.44	353.176470588	295.769230769	116.0625	152.75	102.0	245.0	336.055555556	242.555555556	163.1	360.323529412	146.0
alpha_rarefaction_670_4.txt	670	4	220.894736842	511.555555556	142.333333333	404.157894737	210.272727273	444.243243243	468.3	634.681818182	439.375	385.117647059	533.078947368	630.018181818	511.923076923	717.75	491.153846154	404.214285714	456.894736842	532.565217391	258.5	176.526315789	192.909090909	128.090909091	357.555555556	325.894736842	190.352941176	103.833333333	151.909090909	150.333333333	122.055555556	339.5	413.875	166.571428571	514.217391304	192.588235294
alpha_rarefaction_670_5.txt	670	5	202.636363636	308.8	158.176470588	380.25	222.615384615	437.46875	543.315789474	577.136363636	405.529411765	375.625	584.538461538	800.279069767	506.219512195	670.130434783	491.464285714	310.243243243	423.217391304	389.25	141.583333333	163.0	134.583333333	189.545454545	309.045454545	230.5	297.571428571	197.0	143.5	95.2352941176	154.571428571	210.0	303.875	157.333333333	402.7	242.5
alpha_rarefaction_670_6.txt	670	6	311.0	244.37037037	173.0	365.058823529	212.75	473.0	345.129032258	467.357142857	409.0	299.692307692	765.730769231	656.75	494.567567568	702.727272727	677.565217391	358.625	319.107142857	442.344827586	219.666666667	161.666666667	136.0	149.3	232.545454545	293.272727273	343.363636364	255.0	163.1	123.461538462	143.363636364	251.25	348.076923077	155.928571429	564.15	162.928571429
alpha_rarefaction_670_7.txt	670	7	245.166666667	356.954545455	285.111111111	339.125	273.666666667	668.913043478	461.714285714	461.964285714	432.64	353.88372093	807.885714286	681.518518519	522.5	664.477272727	548.037037037	342.085714286	339.045454545	463.0	187.0	210.5	129.5	233.090909091	246.75	261.333333333	370.588235294	119.769230769	157.272727273	145.3	231.0	285.076923077	237.0	186.076923077	416.885714286	215.25
alpha_rarefaction_670_8.txt	670	8	387.0	316.260869565	256.076923077	375.5	206.25	449.219512195	440.545454545	526.24137931	374.757575758	351.972972973	648.794117647	673.75	469.47826087	700.325	515.4375	301.243243243	387.0	378.870967742	396.333333333	213.833333333	152.75	123.8	389.3125	381.2	202.8	147.363636364	118.375	170.111111111	225.5	275.0	252.1875	174.083333333	402.0625	289.1
alpha_rarefaction_670_9.txt	670	9	182.75	385.666666667	161.2	377.5	182.8125	489.181818182	494.772727273	632.260869565	490.857142857	326.4	672.7	717.666666667	472.923076923	718.317073171	572.363636364	367.935483871	493.315789474	510.75	176.0	132.9375	118.75	161.153846154	333.368421053	265.3	198.047619048	208.75	118.75	117.625	129.272727273	300.117647059	351.866666667	194.25	535.538461538	177.0
alpha_rarefaction_780_0.txt	780	0	264.157894737	271.371428571	236.583333333	297.714285714	261.928571429	663.6875	439.0	601.5	370.666666667	325.019607843	710.527777778	724.85	537.790697674	778.5	589.459459459	365.636363636	331.888888889	508.434782609	228.090909091	193.5	108.789473684	264.25	330.894736842	294.454545455	240.0	132.214285714	133.928571429	144.4	184.272727273	320.0	254.433333333	193.909090909	402.333333333	170.5
alpha_rarefaction_780_1.txt	780	1	241.0	310.038461538	186.076923077	354.454545455	226.8	562.0	445.75	467.03030303	402.024390244	357.553191489	841.5	693.981132075	526.902439024	713.875	516.902439024	378.682926829	392.0	452.333333333	168.333333333	275.75	140.333333333	149.473684211	356.041666667	293.315789474	346.6875	158.714285714	151.5	170.3	150.1	268.0	262.055555556	196.363636364	403.75	180.0
alpha_rarefaction_780_2.txt	780	2	323.2	411.5	159.5	471.0	275.333333333	492.023809524	490.24	650.433333333	353.357142857	297.32	686.634146341	722.0	547.30952381	743.111111111	611.344827586	346.0	399.0	479.24137931	239.0	210.5	117.058823529	148.125	408.5	419.0	352.555555556	148.473684211	133.076923077	129.052631579	182.0	332.2	304.555555556	146.076923077	519.555555556	229.0
alpha_rarefaction_780_3.txt	780	3	256.24	334.043478261	216.769230769	406.2	214.071428571	499.184210526	551.375	474.777777778	505.037037037	379.923076923	806.088235294	570.142857143	552.25	834.52	427.0	391.25	328.24137931	453.046511628	163.666666667	155.05	151.066666667	197.083333333	419.772727273	310.625	221.6	205.833333333	132.5	142.545454545	162.833333333	354.875	246.538461538	136.647058824	418.363636364	298.25
alpha_rarefaction_780_4.txt	780	4	220.285714286	290.034482759	210.461538462	371.125	286.25	429.365853659	556.681818182	855.5	388.571428571	291.145833333	749.8	557.625	516.642857143	747.294117647	532.058823529	370.875	379.25	551.516129032	167.058823529	178.55	176.0	128.166666667	450.833333333	338.454545455	277.714285714	216.545454545	152.333333333	202.0	149.461538462	259.619047619	267.055555556	140.571428571	429.428571429	203.047619048
alpha_rarefaction_780_5.txt	780	5	254.1875	365.038461538	274.625	404.869565217	205.055555556	566.088235294	461.607142857	592.034482759	430.214285714	348.172413793	618.326086957	776.064516129	561.0	685.372881356	547.516129032	380.081081081	429.2	505.774193548	172.2	173.833333333	160.714285714	187.071428571	292.476190476	278.8	306.8	162.5625	167.214285714	193.0	157.769230769	276.333333333	303.555555556	236.0	583.136363636	172.875
alpha_rarefaction_780_6.txt	780	6	285.0	271.6	228.176470588	306.142857143	209.230769231	567.451612903	596.285714286	603.5	604.875	308.9	733.657894737	634.2	599.227272727	700.294117647	677.451612903	339.947368421	380.0	418.0625	211.0	231.214285714	245.090909091	176.0	358.105263158	249.5	287.681818182	206.6	169.111111111	119.666666667	206.75	284.882352941	296.4375	179.090909091	450.75	251.461538462
alpha_rarefaction_780_7.txt	780	7	203.2	494.625	258.909090909	451.285714286	293.3	549.813953488	427.322580645	594.035714286	467.090909091	442.161290323	544.790697674	687.164179104	499.333333333	730.818181818	542.516129032	381.428571429	376.37037037	404.65	218.333333333	209.25	141.666666667	164.0	275.75	317.130434783	228.894736842	181.090909091	178.5	137.0	191.142857143	281.3	440.230769231	157.714285714	425.277777778	184.875
alpha_rarefaction_780_8.txt	780	8	272.055555556	416.55	236.583333333	294.8	214.75	582.21875	429.65625	464.108108108	454.09375	363.775	737.724137931	620.545454545	620.0	819.042553191	472.076923077	424.416666667	451.260869565	440.657894737	240.75	240.0	204.071428571	180.083333333	265.24	229.275862069	218.047619048	133.3125	136.5	150.5	247.0	296.4	232.476190476	200.5	529.12	186.5
alpha_rarefaction_780_9.txt	780	9	403.75	314.5	204.3125	380.416666667	217.769230769	625.444444444	450.2	457.032258065	384.277777778	317.818181818	721.162162162	696.109090909	526.558139535	781.0	635.181818182	321.441860465	382.222222222	405.84375	258.0	218.0	152.066666667	148.909090909	391.8	319.0	305.3	166.833333333	113.714285714	157.0	177.0	347.6875	350.071428571	168.571428571	501.620689655	208.55
alpha_rarefaction_890_0.txt	890	0	295.2	367.25	281.230769231	418.5	348.666666667	648.571428571	508.037037037	600.447368421	451.071428571	386.052631579	781.65	719.378787879	666.0	808.037735849	697.0	412.794117647	423.483870968	463.166666667	166.5625	219.9375	148.0	246.090909091	378.935483871	437.352941176	277.3	208.25	179.6	139.714285714	202.363636364	223.125	406.117647059	135.315789474	513.27027027	236.333333333
alpha_rarefaction_890_1.txt	890	1	317.105263158	417.565217391	192.076923077	306.285714286	230.615384615	623.238095238	503.65625	571.6	484.551724138	384.5625	689.692307692	859.0	659.902439024	741.85	736.517241379	387.038461538	358.451612903	430.069767442	203.0	205.882352941	161.352941176	221.75	330.0	248.111111111	282.791666667	182.0	159.5625	167.833333333	145.2	245.3	383.230769231	164.928571429	456.885714286	176.5625
alpha_rarefaction_890_2.txt	890	2	302.315789474	326.37037037	160.652173913	501.0	236.0	560.0	410.451612903	623.6875	458.675675676	401.0	645.446808511	724.264705882	651.341463415	686.52173913	684.620689655	342.775	432.322580645	395.318181818	236.153846154	211.055555556	139.526315789	184.058823529	329.260869565	416.789473684	278.0	201.0	160.25	170.2	216.5	287.15	334.352941176	211.5	436.87804878	224.545454545
alpha_rarefaction_890_3.txt	890	3	289.05	377.142857143	217.75	590.333333333	220.882352941	659.384615385	531.5	581.833333333	485.1875	334.02	653.0	778.033898305	662.923076923	664.71875	594.146341463	378.42	413.428571429	641.7	244.75	208.75	188.230769231	271.111111111	345.666666667	287.25	299.913043478	182.0	152.875	148.076923077	197.25	384.052631579	283.714285714	150.882352941	393.936170213	205.0
alpha_rarefaction_890_4.txt	890	4	233.785714286	441.0	283.75	313.6	228.066666667	610.459459459	688.55	512.027777778	384.108695652	415.357142857	727.317073171	948.263157895	641.157894737	789.175438596	766.777777778	375.15625	342.7	468.243243243	225.461538462	190.461538462	141.647058824	242.1	419.954545455	322.730769231	305.652173913	141.15	354.2	149.647058824	175.875	307.454545455	445.0	137.928571429	467.833333333	241.066666667
alpha_rarefaction_890_5.txt	890	5	338.055555556	375.038461538	189.588235294	487.181818182	325.0	550.727272727	588.047619048	771.0	626.6	375.926829268	854.454545455	750.754098361	604.024390244	700.754098361	516.552631579	349.318181818	350.333333333	536.285714286	264.625	240.555555556	118.166666667	179.25	380.217391304	395.052631579	266.5	141.647058824	251.375	156.75	178.6	425.789473684	233.55	147.363636364	421.146341463	234.428571429
alpha_rarefaction_890_6.txt	890	6	257.913043478	263.447368421	246.1875	475.772727273	254.571428571	489.019607843	556.0	614.344827586	476.763157895	395.2	818.371428571	799.758064516	519.018867925	797.528301887	571.833333333	420.024390244	407.230769231	443.294117647	177.615384615	165.882352941	139.714285714	189.5	324.965517241	267.375	390.3125	177.4	263.0	178.25	234.857142857	280.045454545	281.166666667	121.0	482.486486486	191.176470588
alpha_rarefaction_890_7.txt	890	7	283.44	375.315789474	176.058823529	350.666666667	192.052631579	566.075	616.44	587.5	475.763157895	346.306122449	839.607142857	758.518518519	560.471698113	777.064516129	533.166666667	353.41025641	350.15625	424.875	238.0	181.5625	187.4	165.714285714	380.625	445.9	301.526315789	141.75	119.071428571	186.272727273	171.5	275.4	245.260869565	192.0	463.325	171.5
alpha_rarefaction_890_8.txt	890	8	284.956521739	422.2	235.0	412.0	233.176470588	656.837837838	448.058823529	747.222222222	504.65625	421.738095238	813.525	671.363636364	610.5	888.529411765	612.8125	448.676470588	402.0	545.533333333	188.5	203.214285714	173.571428571	174.5625	471.0	403.333333333	305.05	181.0	244.125	146.4	262.25	371.4	306.64	185.333333333	441.25	249.666666667
alpha_rarefaction_890_9.txt	890	9	319.416666667	366.285714286	201.666666667	362.12	220.214285714	586.222222222	414.027777778	679.0	496.416666667	341.018867925	670.222222222	745.5	540.06	629.533333333	602.15625	401.27027027	437.791666667	447.322580645	248.583333333	321.0	154.5	169.214285714	311.5	378.052631579	352.789473684	136.555555556	178.769230769	134.461538462	202.8	272.315789474	264.75	218.5	429.552631579	221.25
alpha_rarefaction_1000_0.txt	1000	0	250.222222222	419.75	232.714285714	555.0	284.4	569.3	548.28125	891.137931034	563.025641026	391.775	745.019230769	758.045454545	638.765957447	765.957746479	697.625	379.052631579	464.8	494.193548387	177.055555556	275.076923077	138.045454545	238.0625	392.038461538	322.625	328.043478261	259.0	126.0	162.0	206.5	272.607142857	417.583333333	209.833333333	471.522727273	191.291666667
alpha_rarefaction_1000_1.txt	1000	1	311.166666667	376.033333333	273.0	346.181818182	307.928571429	679.0	465.0	741.384615385	527.0	457.146341463	847.552631579	806.761904762	672.477272727	764.545454545	693.567567568	470.032258065	490.884615385	520.372093023	203.588235294	168.894736842	214.117647059	133.352941176	354.90625	326.12	365.272727273	150.4375	160.666666667	203.25	215.25	350.666666667	365.058823529	241.583333333	590.103448276	236.476190476
alpha_rarefaction_1000_2.txt	1000	2	250.25	280.0	250.5	375.387096774	273.0	641.682926829	577.451612903	526.285714286	511.029411765	409.538461538	755.375	789.086956522	622.12244898	717.442857143	617.394736842	443.529411765	364.5	497.394736842	197.230769231	210.5	198.4	243.714285714	354.129032258	347.964285714	379.0	147.5	183.769230769	265.0	226.090909091	283.5	307.0	198.909090909	622.5	261.375
alpha_rarefaction_1000_3.txt	1000	3	345.0	350.0	197.25	346.529411765	268.4	563.3	557.777777778	847.551724138	485.170731707	385.130434783	844.428571429	812.880597015	643.326086957	786.739130435	635.416666667	402.75	449.3125	700.1	229.461538462	292.571428571	152.125	223.235294118	538.05	413.375	392.55	147.8125	139.25	171.272727273	188.0	415.117647059	247.454545455	170.214285714	545.84375	312.875
alpha_rarefaction_1000_4.txt	1000	4	404.117647059	338.896551724	205.526315789	352.0	241.058823529	704.692307692	658.807692308	626.333333333	525.923076923	467.630434783	844.073170732	782.545454545	634.454545455	853.098360656	616.7	420.75	446.103448276	575.078947368	226.461538462	268.571428571	161.461538462	242.714285714	273.428571429	334.689655172	342.272727273	158.230769231	187.333333333	193.076923077	220.5	225.0	310.526315789	228.333333333	501.171428571	214.333333333
alpha_rarefaction_1000_5.txt	1000	5	313.434782609	381.25	192.4375	469.0625	258.4	684.5	501.277777778	629.0	497.0	487.617647059	668.803571429	880.333333333	669.651162791	734.447761194	937.965517241	435.956521739	459.0	543.0	199.0	312.833333333	171.615384615	213.909090909	310.303030303	405.285714286	231.307692308	163.0	146.285714286	217.230769231	236.8	307.0	285.869565217	382.166666667	547.6	223.647058824
alpha_rarefaction_1000_6.txt	1000	6	264.916666667	464.551724138	205.647058824	426.37037037	284.5	669.837837838	623.037037037	600.0	543.026315789	367.3	1073.7	656.379310345	784.277777778	749.818181818	635.65	447.416666667	424.088235294	650.25	275.4	236.894736842	163.055555556	188.769230769	349.785714286	369.636363636	316.045454545	173.090909091	168.5	281.0	307.6	295.476190476	405.055555556	208.6	482.25	211.5
alpha_rarefaction_1000_7.txt	1000	7	322.047619048	365.428571429	193.55	388.714285714	259.625	623.41025641	487.088235294	593.166666667	633.636363636	398.272727273	929.279069767	648.176470588	589.788461538	827.064516129	783.71875	366.875	478.615384615	507.5	192.5	201.4	192.090909091	162.4	379.0	333.444444444	450.166666667	142.75	152.2	187.461538462	210.833333333	481.789473684	318.045454545	188.071428571	501.416666667	215.3125
alpha_rarefaction_1000_8.txt	1000	8	300.344827586	359.333333333	218.375	354.5	264.352941176	562.386363636	454.323529412	670.5	472.384615385	381.865384615	1008.02857143	892.254237288	632.448979592	789.246153846	524.666666667	382.384615385	477.322580645	498.486486486	488.2	193.545454545	164.0	198.4	365.037037037	282.37037037	418.055555556	165.368421053	247.090909091	157.909090909	162.0	308.047619048	319.5	183.090909091	454.45	201.476190476
alpha_rarefaction_1000_9.txt	1000	9	324.130434783	313.206896552	190.352941176	390.571428571	219.473684211	554.090909091	482.394736842	603.073170732	553.416666667	367.957446809	703.684210526	744.5	582.0	813.652173913	715.941176471	400.025641026	442.46875	497.7	384.5	251.473684211	187.769230769	176.4	454.260869565	294.0	272.6	198.111111111	153.882352941	117.166666667	339.375	290.869565217	288.791666667	215.545454545	470.5	228.5
alpha_rarefaction_1110_0.txt	1110	0	403.476190476	419.12	300.0	559.84	278.882352941	595.97826087	513.083333333	700.375	610.717948718	410.264150943	883.775510204	760.038961039	702.0	757.068493151	609.340909091	492.837837838	485.03125	494.441176471	283.363636364	247.1875	211.5	253.583333333	334.0	370.636363636	374.5	201.076923077	165.666666667	173.833333333	384.375	343.888888889	348.8	213.0	588.527777778	201.4375
alpha_rarefaction_1110_1.txt	1110	1	267.0	425.0	194.454545455	437.428571429	278.882352941	667.3125	497.583333333	672.6	549.083333333	557.567567568	911.25	780.243243243	672.127659574	765.692307692	607.5	358.282608696	447.777777778	513.447368421	290.076923077	268.461538462	234.333333333	182.769230769	442.535714286	398.84	313.166666667	134.0	224.75	136.333333333	195.8125	404.869565217	347.0	211.833333333	640.0	263.166666667
alpha_rarefaction_1110_2.txt	1110	2	281.5	403.517241379	332.461538462	442.913043478	273.588235294	610.1875	672.666666667	648.675675676	588.552631579	401.638297872	648.387096774	959.275862069	800.813953488	797.835443038	692.552631579	443.956521739	569.12	526.405405405	271.571428571	254.176470588	146.05	206.833333333	408.181818182	332.0	328.0	149.8125	156.363636364	166.333333333	206.214285714	326.260869565	330.416666667	201.0	542.027027027	191.55
alpha_rarefaction_1110_3.txt	1110	3	437.434782609	357.620689655	175.666666667	599.5	278.882352941	766.666666667	503.756756757	822.46875	451.22	447.23255814	962.272727273	860.763888889	620.773584906	759.5	713.447368421	517.0	445.941176471	611.757575758	201.352941176	263.666666667	213.647058824	220.105263158	568.789473684	446.25	401.052631579	178.9	145.714285714	176.0	261.6	336.043478261	380.157894737	177.0	494.568181818	212.052631579
alpha_rarefaction_1110_4.txt	1110	4	286.375	558.791666667	323.0	494.576923077	278.882352941	648.446808511	859.625	568.725490196	529.552631579	413.982142857	848.163265306	743.011111111	653.145833333	817.623188406	558.130434783	359.553191489	467.617647059	465.166666667	275.214285714	308.2	184.058823529	183.555555556	333.085714286	374.913043478	380.0	173.5	200.882352941	192.461538462	156.882352941	279.535714286	312.272727273	208.071428571	588.228571429	203.55
alpha_rarefaction_1110_5.txt	1110	5	277.730769231	400.037037037	202.833333333	418.885714286	278.882352941	660.212765957	469.571428571	503.7	595.075	407.622222222	695.269230769	937.130434783	728.765957447	773.368421053	682.894736842	415.47826087	473.032258065	495.020408163	266.0	242.9	184.5625	189.5	314.117647059	369.25	274.037037037	289.428571429	165.352941176	201.083333333	166.176470588	518.8125	383.333333333	239.0	607.363636364	221.0
alpha_rarefaction_1110_6.txt	1110	6	302.037037037	394.037037037	179.875	360.689655172	278.882352941	593.02	564.294117647	810.0	519.071428571	404.245283019	737.178571429	722.111111111	676.571428571	765.092105263	549.509090909	430.92	563.607142857	469.021276596	297.545454545	306.230769231	177.956521739	232.214285714	333.59375	373.222222222	309.64	212.666666667	167.105263158	196.866666667	222.375	401.65	362.666666667	219.545454545	564.416666667	233.625
alpha_rarefaction_1110_7.txt	1110	7	315.5	293.692307692	192.65	548.391304348	278.882352941	613.8	570.636363636	540.52173913	667.285714286	406.622222222	820.833333333	878.549295775	659.1	770.012345679	538.365384615	422.657894737	497.03030303	613.0	211.954545455	219.363636364	151.8125	176.058823529	376.555555556	407.44	391.166666667	194.5	185.5	170.789473684	216.25	286.7	337.25	230.214285714	511.731707317	223.526315789
alpha_rarefaction_1110_8.txt	1110	8	310.965517241	356.7	227.882352941	450.375	278.882352941	657.666666667	802.125	611.466666667	546.0	412.42	896.022222222	764.5	776.341463415	744.878378378	518.607142857	401.022222222	406.0	480.5	249.0	239.071428571	182.153846154	162.875	389.965517241	328.896551724	407.055555556	264.0	142.047619048	174.153846154	223.5	354.272727273	275.315789474	212.117647059	493.25	210.142857143
alpha_rarefaction_1110_9.txt	1110	9	336.689655172	392.833333333	229.588235294	305.0	278.882352941	684.636363636	502.0	583.651162791	482.75	376.275	782.565217391	874.150684932	658.82	849.436619718	644.692307692	499.6	519.033333333	625.176470588	291.25	296.230769231	221.647058824	211.666666667	360.21875	355.0	328.0	178.666666667	254.272727273	151.105263158	217.625	349.24	312.136363636	189.071428571	600.0	285.0
