OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C-AS_mean	LB+LP_mean	C_mean	LB_mean	LB-AS_mean	taxonomy
354494	55.8945645441	2.10987789024e-11	1.75923627895e-09	3.6943961858e-08	62.4615384615	4.22727272727	104.5	4.04347826087	6.8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
1991307	55.4622913416	2.59937778123e-11	2.06886840679e-09	4.55151049494e-08	9.0	18.5909090909	0.777777777778	19.3043478261	20.8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
4358821	53.5117405705	6.65929149872e-11	5.06974757141e-09	1.16604194143e-07	6.76923076923	12.3181818182	0.5	13.5217391304	15.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
679245	51.0306040591	2.19958982945e-10	1.60478407974e-08	3.85148179137e-07	1.61538461538	0.0	2.5	0.0434782608696	0.1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
New.ReferenceOTU55	50.4477519907	2.91143249945e-10	2.03916732262e-08	5.09791830654e-07	0.230769230769	0.0	2.44444444444	0.0	0.1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__
New.CleanUp.ReferenceOTU530	49.6633185763	4.24521508196e-10	2.8589890802e-08	7.43337160852e-07	0.692307692308	0.0	3.38888888889	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
830280	48.683130972	6.79869985527e-10	4.32209406882e-08	1.19045234466e-06	1.07692307692	0.0454545454545	6.66666666667	0.0434782608696	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU4579	48.6488976582	6.91140113803e-10	4.32209406882e-08	1.21018633927e-06	0.307692307692	0.0454545454545	8.5	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae
New.CleanUp.ReferenceOTU3849	47.8025277517	1.03761054966e-09	6.2650209395e-08	1.81685607245e-06	1.46153846154	0.0454545454545	1.38888888889	0.0	0.1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
300495	47.4493153281	1.22925611829e-09	7.1747582104e-08	2.15242746312e-06	27.4615384615	2.04545454545	79.2222222222	1.26086956522	0.4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU41	46.354678123	2.07786841444e-09	1.17366051409e-07	3.63834759369e-06	6.53846153846	9.40909090909	1.0	9.34782608696	8.3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU37	46.2659187572	2.16817320843e-09	1.18639727749e-07	3.79647128796e-06	10.0769230769	25.0909090909	3.88888888889	19.5652173913	17.8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
159446	46.1255479304	2.31905058032e-09	1.23050229277e-07	4.06065756614e-06	1.92307692308	0.0909090909091	2.44444444444	0.347826086957	0.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
4429559	45.9638091031	2.50593233351e-09	1.29055515176e-07	4.38788751598e-06	8.23076923077	0.5	5.88888888889	0.826086956522	0.9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
692823	45.3712304509	3.32848925157e-09	1.66519562271e-07	5.8281846795e-06	2.46153846154	0.136363636364	1.77777777778	0.130434782609	0.3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
268592	45.199795461	3.6132602641e-09	1.75744964512e-07	6.32681872244e-06	2.30769230769	0.136363636364	3.38888888889	0.0869565217391	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
New.CleanUp.ReferenceOTU3091	42.5411286903	1.28837562673e-08	6.09715060107e-07	2.2559457224e-05	0.692307692308	0.0	2.27777777778	0.0434782608696	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.ReferenceOTU21	42.1580982873	1.54691210978e-08	7.128008169e-07	2.70864310422e-05	5.23076923077	0.681818181818	25.7222222222	0.391304347826	0.9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.CleanUp.ReferenceOTU6656	41.380972864	2.24132691466e-08	1.00629831476e-06	3.92456342757e-05	0.461538461538	0.0454545454545	1.83333333333	0.0434782608696	0.1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.CleanUp.ReferenceOTU784	40.2719635354	3.80256508519e-08	1.63561352679e-06	6.65829146417e-05	5.76923076923	0.409090909091	2.38888888889	0.434782608696	0.4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
New.ReferenceOTU32	40.2569699452	3.82982036541e-08	1.63561352679e-06	6.70601545983e-05	6.61538461538	0.0	21.5	0.0434782608696	0.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.ReferenceOTU48	38.2070494971	1.01558628123e-07	4.23402756772e-06	0.000177829157844	16.4615384615	13.9545454545	50.2777777778	11.2173913043	8.3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU4985	36.899858214	1.88892893835e-07	7.69189435128e-06	0.000330751457105	0.846153846154	0.0	2.27777777778	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
565537	36.7369586894	2.04063957299e-07	8.12081793706e-06	0.000357315989231	9.23076923077	18.9545454545	4.88888888889	15.2608695652	18.7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.CleanUp.ReferenceOTU6220	36.444089961	2.34458512413e-07	9.12304122744e-06	0.000410536855235	1.38461538462	0.0	2.16666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
New.CleanUp.ReferenceOTU5049	35.9942691778	2.90156201765e-07	1.10448588976e-05	0.00050806350929	0.153846153846	0.0	1.55555555556	0.0434782608696	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU5845	35.7636244086	3.23646792368e-07	1.17825880374e-05	0.000566705533436	1.53846153846	0.454545454545	9.05555555556	0.0869565217391	0.3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
New.CleanUp.ReferenceOTU406	35.7374755837	3.2767901374e-07	1.17825880374e-05	0.00057376595306	4.69230769231	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.CleanUp.ReferenceOTU4320	35.7243359226	3.29724051303e-07	1.17825880374e-05	0.000577346813831	0.0769230769231	0.0454545454545	1.44444444444	0.0	0.1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU258	35.4148219767	3.81753305731e-07	1.33690007667e-05	0.000668450038335	0.461538461538	0.0909090909091	2.05555555556	0.0434782608696	0.1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
536754	35.0653790068	4.50389384054e-07	1.54633688525e-05	0.000788631811479	12.4615384615	4.86363636364	2.11111111111	4.04347826087	3.4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU19	34.9485144481	4.75985253894e-07	1.60278880686e-05	0.000833450179569	2.07692307692	0.0909090909091	3.0	0.0869565217391	0.1	k__Bacteria
New.ReferenceOTU2	34.1897040669	6.81326261565e-07	2.25094770566e-05	0.001193002284	2.92307692308	0.727272727273	13.7222222222	0.478260869565	1.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
969149	34.0171775305	7.39168473109e-07	2.39682221558e-05	0.00129428399641	0.0	0.136363636364	1.77777777778	0.217391304348	0.1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU5414	33.8418355107	8.02969476866e-07	2.55636282544e-05	0.00140599955399	0.615384615385	0.0454545454545	1.55555555556	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU2561	33.2628164435	1.05525685935e-06	3.29956207273e-05	0.00184775476073	0.0	0.0454545454545	1.0	0.0	0.2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU36	33.0622842265	1.1599156575e-06	3.53199044463e-05	0.00203101231629	2.46153846154	7.72727272727	2.0	7.08695652174	6.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.ReferenceOTU8	33.0440433619	1.16993401364e-06	3.53199044463e-05	0.00204855445789	3.46153846154	0.0	13.2777777778	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
335887	32.9926386873	1.19863301092e-06	3.55729898663e-05	0.00209880640211	5.0	0.954545454545	3.22222222222	0.95652173913	0.8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU88	32.8921295367	1.25678880215e-06	3.66772865427e-05	0.00220063719256	9.23076923077	0.0	9.0	0.0434782608696	0.2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
New.CleanUp.ReferenceOTU410	32.8233834972	1.29817668443e-06	3.72640553185e-05	0.00227310737443	0.384615384615	0.0	0.944444444444	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
509745	32.756631192	1.33966309524e-06	3.77607282105e-05	0.00234575007976	1.84615384615	0.0	3.05555555556	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__tyrobutyricum
New.CleanUp.ReferenceOTU2515	32.7268277589	1.35860986708e-06	3.77607282105e-05	0.00237892587726	1.15384615385	0.181818181818	6.44444444444	0.260869565217	0.5	Unassigned
New.ReferenceOTU42	32.4174826449	1.57174537652e-06	4.26905938916e-05	0.00275212615428	1.30769230769	0.0	2.94444444444	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
New.ReferenceOTU40	32.3999923381	1.58474506165e-06	4.26905938916e-05	0.00277488860295	8.84615384615	13.5909090909	2.5	11.4782608696	17.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
91962	31.9126524927	1.99336727292e-06	5.28846378013e-05	0.00349038609488	0.384615384615	0.272727272727	2.16666666667	0.0869565217391	0.1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
540940	31.6607477512	2.24413894713e-06	5.86490641256e-05	0.00392948729642	241.923076923	130.0	629.333333333	120.47826087	142.9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU3850	31.2913974296	2.66969355058e-06	6.87446089275e-05	0.00467463340707	34.7692307692	11.3181818182	7.33333333333	11.9565217391	13.1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
1110317	31.2305196954	2.74717263838e-06	6.9714482461e-05	0.00481029928981	978.538461538	303.863636364	406.722222222	289.608695652	299.3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
16144	30.6328399292	3.63737604123e-06	9.09863635457e-05	0.0063690454482	183.615384615	0.136363636364	291.5	0.304347826087	0.2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__tyrobutyricum
466445	30.446244806	3.97023659396e-06	9.79138630426e-05	0.00695188427602	0.461538461538	0.0909090909091	2.22222222222	0.173913043478	0.3	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU5965	30.384236758	4.08743152182e-06	9.94040638154e-05	0.00715709259471	1.84615384615	0.0	6.88888888889	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU5744	30.3414221008	4.17035495629e-06	9.95004013794e-05	0.00730229152846	0.538461538462	0.0454545454545	1.05555555556	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
New.CleanUp.ReferenceOTU5901	30.3237632019	4.20504266252e-06	9.95004013794e-05	0.00736302970207	0.230769230769	0.0	1.72222222222	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
New.CleanUp.ReferenceOTU5467	30.1410564967	4.58123842733e-06	0.000106956646483	0.00802174848625	0.923076923077	0.0909090909091	2.44444444444	0.173913043478	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
813457	29.9446363904	5.02311105496e-06	0.000115729834964	0.00879546745724	2.07692307692	0.909090909091	12.3333333333	0.869565217391	0.9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU4651	29.8799183799	5.17780116761e-06	0.000117744543435	0.00906632984449	0.230769230769	0.0	0.777777777778	0.0	0.1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
New.CleanUp.ReferenceOTU1162	29.6566785094	5.74869722964e-06	0.000129050882681	0.0100659688491	0.615384615385	0.0	2.33333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
588197	29.5721778202	5.9807785473e-06	0.000132489185352	0.0104723432363	6.38461538462	5.31818181818	1.11111111111	5.17391304348	4.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU16	29.5464801425	6.05318950781e-06	0.000132489185352	0.0105991348282	0.769230769231	0.272727272727	5.22222222222	0.0869565217391	0.3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU4287	29.4749889241	6.25926110254e-06	0.000135308224575	0.0109599661906	0.230769230769	0.136363636364	3.38888888889	0.130434782609	0.3	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
273647	29.431327821	6.38853235602e-06	0.00013641853848	0.0111863201554	1.84615384615	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__
New.CleanUp.ReferenceOTU1586	29.3102162496	6.76119530465e-06	0.000142636782873	0.0118388529784	0.307692307692	0.0	0.666666666667	0.0	0.1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU1231	29.2789924166	6.86073015396e-06	0.000143013553567	0.0120131384996	0.307692307692	0.227272727273	1.83333333333	0.0434782608696	0.2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
616310	29.1619277872	7.24706507946e-06	0.000149289540637	0.0126896109541	100.0	121.0	385.833333333	102.347826087	109.6	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
New.CleanUp.ReferenceOTU1853	29.04228273	7.6642928158e-06	0.000156048566517	0.0134201767205	1.23076923077	0.0	2.77777777778	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
666757	28.9470355731	8.01346141329e-06	0.000161282424537	0.0140315709347	0.0	0.0	0.5	0.0869565217391	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU35	28.9144836217	8.13638815776e-06	0.000161895632548	0.0142468156642	1.0	0.0	1.55555555556	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__tyrobutyricum
766563	28.8395680112	8.42646975767e-06	0.000162928239782	0.0147547485457	4.46153846154	2.63636363636	11.6666666667	2.26086956522	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
304491	28.8353862634	8.44296188138e-06	0.000162928239782	0.0147836262543	1.23076923077	0.0909090909091	0.944444444444	0.130434782609	0.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU57	28.8291970888	8.46742993728e-06	0.000162928239782	0.0148264698202	1.0	7.22727272727	5.94444444444	6.08695652174	3.1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU71	28.2169470045	1.12716734169e-05	0.000214529349489	0.019736700153	13.4615384615	4.77272727273	3.55555555556	4.21739130435	6.8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU242	28.1536988887	1.16094744953e-05	0.000218582686465	0.0203281898413	0.692307692308	0.136363636364	3.55555555556	0.173913043478	0.7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.ReferenceOTU5	28.0846459229	1.19897888138e-05	0.000223341704393	0.0209941202129	10.6923076923	2.63636363636	5.0	3.04347826087	2.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
824742	27.9861380506	1.25538772489e-05	0.00023138777961	0.0219818390629	0.615384615385	0.0	1.22222222222	0.130434782609	0.4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU28	27.1324237423	1.86902739346e-05	0.000340902808953	0.0327266696595	0.153846153846	0.0454545454545	0.888888888889	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU39	27.0501584694	1.94200896851e-05	0.000350562649882	0.0340045770385	1.53846153846	0.0	3.11111111111	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
New.ReferenceOTU30	26.8703072765	2.11158380253e-05	0.000377284003902	0.0369738323824	7.61538461538	0.227272727273	1.27777777778	0.130434782609	0.3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU23	26.6342108386	2.35672996755e-05	0.000416831734665	0.0412663417318	18.2307692308	35.9545454545	14.6666666667	29.7826086957	28.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU6390	26.3708560871	2.66369076046e-05	0.000466412252156	0.0466412252156	0.769230769231	0.0	1.05555555556	0.0869565217391	0.1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
New.CleanUp.ReferenceOTU593	26.242281946	2.82768265448e-05	0.00049022498297	0.04951272328	0.0769230769231	0.0454545454545	0.777777777778	0.130434782609	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
New.CleanUp.ReferenceOTU2137	26.1746200404	2.91797487106e-05	0.000500919019533	0.0510937399923	0.538461538462	0.0	3.22222222222	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__tyrobutyricum
3908638	26.1077486551	3.01002759965e-05	0.00051170469194	0.0527055832698	1.0	0.454545454545	3.22222222222	0.434782608696	0.8	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU5248	26.0692236597	3.06436443969e-05	0.00051593289749	0.053657021339	4.38461538462	0.0	14.3888888889	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
New.CleanUp.ReferenceOTU4008	26.0117204688	3.14728778328e-05	0.000524847705573	0.0551090090852	0.538461538462	0.0	1.94444444444	0.0	0.0	Unassigned
