candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
1125832 146_22164	412		354006	92.20	412
1126475 146_16599	406		4294643	91.60	406
1127804 146_2748	411		264416	94.60	411
1127852 145_22039	408		686593	89.70	408
1129906 166_21312	409		142736	90.00	409
1134031 157_2367	413		1668820	96.60	413
1135458 146_451	412		354006	91.50	412
1136141 146_8367	412		215053	94.20	412
1137852 145_16218	409		2373126	93.40	409
1138007 156_980	409		144239	92.20	409
1138534 157_3796	413		1668820	97.30	413
114166 166_23538	413		773586	94.90	413
1141758 146_21178	413		3359884	98.50	413
1143319 148_4015	336		3359884	97.60	336
1143645 146_2986	318		926588	93.70	318
114462 146_10960	412		268585	94.70	412
1145795 147_19236	412		926588	93.70	412
1146530 156_10058	409		805194	90.70	409
1147718 146_10747	411		264416	92.70	411
1148212 170_18332	412		545782	94.20	412
123510 166_1432	412		834065	95.40	412
124309 166_21249	412		289174	95.10	412
126056 146_11251	412		749805	93.20	412
126195 166_40776	411		157064	92.00	411
127534 146_21945	409		127534	98.00	409
128300 152_4655	327		1668820	96.60	327
131001 147_3891	414		4312480	94.70	414
131921 157_9849	367		1668820	96.20	367
132873 161_41978	336		1668820	96.10	336
134018 155_21486	409		541485	95.80	409
13568 156_16184	413		241543	97.30	413
136015 147_6125	411		264416	94.60	411
136946 166_20961	412		834065	95.40	412
137445 146_24502	411		4304452	92.50	411
137609 172_41013	412		4336516	98.30	412
138130 146_4352	412		247727	92.70	412
138668 165_1412	413		2818167	91.00	413
139763 156_3938	412		2435847	93.00	412
140235 156_29004	411		264416	94.90	411
141176 175_40351	412		1143228	93.00	412
142471 146_218	413		542103	87.90	413
144380 166_37368	379		4304452	97.10	379
144518 147_6753	411		686593	90.30	411
144713 176_10193	412		202319	91.30	412
146193 146_16188	413		93199	96.10	413
147488 156_23158	409		805194	89.70	409
149938 146_23278	412		926588	88.80	412
152350 166_6462	411		686593	96.80	411
1523627 146_3635	412		834065	92.50	412
152485 166_20255	413		773586	93.70	413
152668 170_23665	413		152668	98.50	413
15286 156_22164	413		773586	94.20	413
153084 165_15156	412		264416	95.60	412
153978 146_2118	413		3359884	95.40	413
154064 172_7596	409		993578	89.20	409
156232 157_19864	411		516285	92.50	411
156357 156_5156	409		92430	90.50	409
156652 148_14622	411		4319691	96.80	411
157428 170_9436	413		4406763	96.40	413
157489 168_48816	412		518033	96.40	412
157514 147_19741	410		824826	90.20	410
159038 166_38765	413		940486	88.60	413
159446 165_36991	411		518033	96.10	411
160548 175_5732	342		518033	96.80	342
16144 147_9227	323		4430839	96.00	323
161490 146_25049	408		4388133	91.90	408
162230 147_9799	412		126133	95.90	412
1625448 156_21206	412		2157225	96.40	412
163090 146_22446	409		40435	93.20	409
1637549 147_24932	409		591063	93.20	409
1646259 146_13980	310		3792581	95.20	310
169006 147_18156	411		686593	91.70	411
1690095 147_20717	383		926588	92.70	383
16939 146_13992	412		207386	90.50	412
170020 166_10601	412		808882	91.70	412
172202 166_3305	412		126133	97.60	412
173883 156_22309	410		266935	97.10	410
175904 166_37409	409		144239	96.30	409
1759078 156_32488	412		773586	94.90	412
175931 146_26884	411		760005	92.50	411
1787644 163_8644	413		3359884	97.10	413
1793401 146_22063	328		3359884	97.00	328
180502 146_1301	411		549805	91.70	411
1811594 146_4722	411		73760	95.60	411
182912 146_22681	411		4319691	95.90	411
1832447 163_30194	406		300026	90.90	406
1835911 156_31182	411		4196058	94.20	411
18499 146_21087	412		354006	94.20	412
1855583 166_30580	413		93199	94.70	413
1858797 148_15885	410		4377099	90.70	410
186518 145_9393	410		824826	89.80	410
189438 146_5695	412		4319691	94.90	412
1901956 146_7104	412		215053	92.50	412
191237 146_9199	409		993578	91.70	409
1918929 146_5908	421		3792581	91.70	421
1921593 156_1221	409		367523	92.70	409
192776 172_33001	367		518033	97.30	367
19385 146_14048	411		3576145	89.80	411
19427 166_45156	412		354006	93.00	412
194964 146_10132	413		93199	93.20	413
196265 156_19410	414		4447353	98.30	414
1977254 156_3647	409		4388133	89.70	409
198641 161_12755	366		1668820	97.00	366
1991307 157_18415	413		518033	95.90	413
200923 156_31751	323		367523	91.30	323
202662 146_3626	412		264416	95.10	412
203115 166_31370	413		4336516	92.00	413
203357 146_25105	411		4462642	96.60	411
2062160 171_40411	413		834174	88.90	413
206331 145_18455	411		206331	97.10	411
207885 146_18020	411		73760	92.50	411
208141 146_10323	411		657046	93.20	411
208352 157_29191	412		1143228	92.20	412
2105446 147_11844	407		158415	90.40	407
210791 147_8659	412		354006	92.00	412
211171 147_18337	411		27485	95.90	411
215776 146_13151	416		4323733	97.60	416
217060 166_19997	413		535512	93.90	413
217410 146_2713	412		4319691	93.20	412
218823 147_23046	312		2818167	93.30	312
219439 146_5354	413		93199	93.00	413
219900 147_22810	413		4438565	91.80	413
220524 148_16637	414		667312	93.00	414
22289 147_3524	411		201562	91.20	411
223206 148_2279	413		2818167	94.20	413
223418 156_5244	414		667312	92.30	414
223684 147_7145	411		824826	92.00	411
224042 146_2717	411		4462642	97.10	411
224155 156_8050	412		2157225	97.30	412
2254348 146_20605	410		294399	95.10	410
225453 147_6297	412		4319691	89.30	412
225582 156_22250	411		686593	97.10	411
226516 147_9692	411		4377099	92.90	411
228065 175_19269	411		73760	93.90	411
2281837 156_24848	412		289174	95.10	412
2295958 146_3411	412		3728119	92.70	412
22962 146_3601	411		264416	95.90	411
2297613 146_11740	414		368639	96.60	414
233981 166_24187	327		289174	94.20	327
234866 148_10273	411		73760	94.90	411
235024 147_8236	412		268585	94.70	412
236821 166_3100	412		834065	95.10	412
238693 146_27439	407		4377099	91.20	407
239537 145_23289	411		4302012	90.80	411
239619 166_15051	412		834065	94.20	412
239924 146_21360	412		4319691	95.60	412
240032 146_4188	409		367523	95.40	409
240501 160_6406	412		1143228	91.70	412
240810 146_18819	364		289174	94.50	364
241009 146_21255	411		201562	93.70	411
24111 147_18908	411		201562	92.00	411
241186 147_9045	411		73760	94.20	411
241449 146_15454	411		4377099	90.30	411
241454 162_19819	410		4304095	97.30	410
241895 170_7727	409		760505	88.00	409
24271 157_1741	413		518033	93.20	413
242829 175_16311	411		201562	89.50	411
243161 147_21196	414		4463767	90.80	414
243185 146_9468	411		1047956	94.60	411
243500 148_5356	411		264416	92.20	411
243829 146_26875	410		201562	96.80	410
243943 148_4924	414		4463767	95.40	414
244248 147_13660	412		4319691	96.80	412
245596 165_5665	413		535512	93.00	413
2458172 147_29736	410		686593	95.10	410
245980 147_27528	408		3359884	97.30	408
246060 146_13925	413		93199	94.40	413
246083 146_10919	414		4334217	91.80	414
246739 147_21083	410		264416	96.10	410
248417 163_30586	367		1143228	91.60	367
248505 146_5770	411		573135	94.20	411
248695 178_4400	413		4430839	93.50	413
249778 147_16589	412		215053	92.00	412
250096 166_27263	411		264416	96.40	411
250112 146_13159	411		294399	91.70	411
250206 146_118	411		686593	97.30	411
250626 146_9294	413		2818167	93.20	413
250794 146_16730	413		104326	92.70	413
251218 146_7563	412		926588	89.10	412
251488 175_19875	409		993578	90.50	409
251539 146_11122	413		82334	92.00	413
252345 157_32286	413		93199	94.70	413
252679 166_15210	413		4482886	96.60	413
253112 156_25599	410		4397694	90.70	410
253214 156_5603	411		686593	93.20	411
253429 146_8115	410		993578	89.50	410
254021 172_24890	413		292203	94.20	413
2540794 145_11331	411		824826	92.20	411
254401 146_7628	411		4302012	90.00	411
254662 146_27542	412		834065	93.20	412
254890 146_1358	413		93199	92.50	413
254938 146_8466	411		157064	93.20	411
2549460 166_1085	410		993578	90.20	410
255307 175_2672	411		749805	95.40	411
255448 145_19560	409		591063	94.40	409
256089 146_1354	412		354006	92.70	412
256116 148_30313	412		4319691	96.40	412
256276 166_9267	409		686593	95.40	409
256643 145_17842	410		73760	93.40	410
2574743 145_30446	412		926588	91.70	412
257737 146_20727	415		509776	90.10	415
2578886 166_15808	409		591063	93.40	409
258175 146_7300	409		993578	89.70	409
2582263 166_36827	412		834065	96.10	412
259993 157_30946	413		1668820	94.70	413
261110 150_25896	412		834065	96.10	412
263193 147_17995	412		4319691	96.10	412
263590 146_15674	414		368639	95.40	414
264546 156_9265	411		73760	95.90	411
266330 177_27902	413		518033	98.30	413
266445 166_2009	413		1668820	96.10	413
266661 146_10818	411		73760	97.10	411
267416 175_20669	412		834065	95.10	412
268061 146_1058	409		144239	91.70	409
268968 146_23117	411		73760	95.10	411
269058 166_45211	413		518033	94.90	413
269781 146_8557	411		4375477	90.80	411
273018 146_4409	409		327512	90.00	409
273647 157_23078	412		516285	92.70	412
274200 146_15397	414		890463	89.60	414
275097 146_26411	412		834065	94.90	412
275171 146_19937	413		93199	91.80	413
275257 166_30324	313		686593	94.60	313
275296 175_3740	411		1146188	95.40	411
275810 147_1758	411		4456735	94.20	411
276010 146_3744	413		93199	91.80	413
276631 166_25019	411		73760	92.90	411
276959 166_20162	412		1143228	92.50	412
278140 165_7983	411		545782	89.80	411
278680 147_23176	411		294399	93.70	411
280369 147_15863	412		4319691	96.40	412
280968 146_14969	409		144239	91.20	409
281015 166_3435	369		289174	95.70	369
2819697 146_26162	413		2818167	91.80	413
285497 146_19621	410		352389	93.40	410
285553 148_19178	409		993578	90.70	409
2863 146_10510	411		214695	88.10	411
28736 166_25441	412		1143228	92.50	412
287984 145_23317	411		749805	94.20	411
2880504 146_19060	409		4044058	94.10	409
288521 157_13872	413		518033	96.10	413
288784 175_33367	332		1668820	94.60	332
29013 176_17007	328		518033	96.00	328
290241 158_1130	412		2157225	98.30	412
2902522 147_26149	409		544631	95.10	409
291421 156_3645	411		264416	95.90	411
2949144 168_15081	412		126133	96.40	412
295031 146_24933	412		4319691	95.90	412
295146 156_31142	412		773586	93.40	412
295974 157_13190	412		2157225	97.30	412
296086 156_32156	413		200629	93.90	413
297457 167_30754	413		518033	95.90	413
300495 165_34166	413		518033	96.90	413
300662 152_15647	412		2157225	95.10	412
301160 156_16454	413		93199	91.00	413
3015662 147_29446	412		289174	94.20	412
301926 146_20802	413		93199	93.00	413
3037979 145_9097	409		993578	89.50	409
304491 166_42613	346		518033	96.20	346
305420 166_14889	412		354006	90.00	412
305561 156_31936	413		773586	93.50	413
305982 147_25937	412		268585	94.70	412
306515 146_11384	411		201562	96.80	411
307057 146_6550	411		73760	94.90	411
309065 146_15452	413		2818167	91.00	413
31386 148_5544	409		127534	93.90	409
316000 146_1163	413		93199	91.30	413
316515 160_1450	411		1668820	96.80	411
316924 146_2530	411		294399	95.60	411
317024 146_11529	409		40435	92.20	409
318726 146_21181	414		322340	93.00	414
318906 146_19197	366		93199	92.30	366
3195989 146_181	412		926588	93.70	412
3230029 146_865	409		1953696	93.60	409
323588 146_19268	413		93199	92.50	413
323791 146_4729	411		201562	97.10	411
323954 147_2060	411		686593	94.60	411
3250064 158_5858	412		202319	92.00	412
326270 177_32304	413		518033	96.90	413
326308 146_2588	413		93199	92.70	413
3267277 147_7763	412		268585	95.60	412
32882 146_14263	410		993578	91.20	410
328917 146_11862	413		261768	92.50	413
329402 166_39854	412		518033	96.40	412
329731 146_15914	412		354006	93.40	412
330570 175_10388	413		1125228	91.00	413
330923 146_11188	411		4462642	96.60	411
330951 145_13262	411		126133	96.80	411
332364 156_8593	413		518033	93.90	413
332634 148_27104	410		73760	94.10	410
332958 146_24129	410		289174	94.40	410
3330580 146_5591	366		93199	92.90	366
333178 156_4670	413		518033	93.90	413
334110 146_27156	410		73760	96.60	410
334666 166_32046	413		773586	95.60	413
3352044 146_296	413		2818167	92.50	413
3355047 156_18135	413		773586	94.40	413
335887 166_44881	413		518033	96.60	413
336745 147_2776	413		82334	92.70	413
337048 148_233	411		320888	96.80	411
337083 156_27671	410		4434334	96.10	410
337345 156_24864	411		550826	95.40	411
338852 177_33070	413		518033	95.60	413
339358 166_4110	413		1117319	97.30	413
341698 147_18909	413		542103	88.90	413
34202 157_24424	318		516285	94.00	318
3423513 146_13778	411		749805	94.60	411
342427 162_21906	411		4456252	92.20	411
342666 157_15266	412		2157225	98.10	412
342724 146_7587	412		4319691	88.60	412
342749 146_5606	412		926588	93.90	412
342801 156_2438	413		518033	94.20	413
342928 166_33651	413		261768	92.70	413
3441309 166_13823	412		268585	93.00	412
345448 163_6521	411		320888	94.90	411
345540 146_21552	412		268585	94.20	412
345813 146_25889	411		686593	94.60	411
346019 166_13223	411		73760	95.60	411
346056 147_28244	410		1124893	93.70	410
347153 156_14620	411		4196058	94.40	411
347529 157_15031	409		347529	99.30	409
347846 146_24795	412		926588	93.70	412
347922 157_35021	413		518033	97.10	413
349024 156_23633	412		316765	93.00	412
349131 156_15169	414		368639	94.00	414
352468 166_8297	413		1117319	98.50	413
354042 166_17807	412		926588	90.50	412
354494 166_174	413		518033	96.40	413
355089 177_26047	413		518033	96.10	413
355367 166_47653	411		1146188	93.90	411
356089 156_439	413		518033	94.40	413
356529 170_13187	311		1668820	96.80	311
3582363 145_30124	413		1136729	94.70	413
3587343 146_11905	408		144239	91.40	408
360691 146_15105	411		657046	95.60	411
363383 146_10192	413		560685	88.90	413
3642506 146_10829	409		327512	89.50	409
3663794 170_334	314		518033	96.50	314
366451 147_23297	412		560685	93.20	412
367189 147_28328	411		157064	93.20	411
368293 146_16563	412		834065	88.60	412
368849 147_10021	411		834065	95.10	411
369953 166_18623	412		215053	92.70	412
370301 146_9585	412		215053	91.30	412
372473 146_1293	412		1047956	95.10	412
3727987 147_2542	413		3359884	97.80	413
3732408 151_25160	367		518033	96.20	367
377546 146_19590	411		686593	93.40	411
37958 146_2576	410		73760	94.60	410
379634 145_27622	413		4356455	93.70	413
382125 146_17446	409		4388133	94.40	409
383122 166_20326	413		1125228	92.00	413
3851582 166_5932	413		518033	95.60	413
3879458 170_51051	328		518033	95.40	328
389067 176_23825	367		518033	96.70	367
38908 157_11178	368		518033	96.20	368
3908638 146_23704	412		268585	94.70	412
391286 146_5632	413		93199	92.70	413
394796 146_16299	412		4319691	96.60	412
397513 147_10207	409		805194	90.20	409
401960 146_18159	409		1953696	89.70	409
404720 146_20126	368		322340	92.90	368
406145 146_24474	412		4319691	94.70	412
407459 156_1327	410		686593	94.60	410
408706 146_17520	410		993578	91.20	410
410196 167_14146	366		1143228	92.10	366
4104836 156_3985	409		4388133	93.90	409
413173 146_10264	411		686593	91.50	411
4168094 166_34118	413		518033	92.30	413
417967 146_22042	411		218639	91.50	411
4197698 146_8083	409		144239	90.00	409
4244621 148_21776	408		127534	90.40	408
425938 160_4551	411		202319	91.20	411
4260090 146_17177	409		2373126	91.70	409
42642 175_19355	412		1143228	91.70	412
427025 156_4071	411		4196058	95.10	411
4282872 146_16946	413		215053	92.70	413
4295043 147_22631	411		352389	88.30	411
4298525 152_1040	411		996510	94.60	411
4301099 147_29355	411		686593	87.10	411
4303249 146_4870	411		4377099	92.90	411
4304781 177_4430	314		209870	92.70	314
4308023 145_316	412		926588	92.70	412
4308376 147_7088	411		686593	97.60	411
4309182 146_21131	407		367523	93.90	407
430929 172_24357	413		2818167	92.00	413
4311799 168_20415	411		749805	93.70	411
4316539 156_7413	409		144239	91.40	409
4318935 166_22605	411		289174	94.60	411
4318989 146_22875	328		4319691	93.60	328
432284 146_21458	413		3359884	97.80	413
4327415 177_10146	376		518033	96.30	376
4327501 146_11946	412		4319691	93.90	412
4328432 165_44252	411		760005	90.80	411
4328567 148_10328	411		264416	96.40	411
4329518 146_24762	409		993578	90.70	409
4331815 146_21558	412		354006	93.20	412
4333020 147_18812	410		268585	94.90	410
4333237 157_25567	412		516285	91.30	412
4336568 146_8221	412		354006	91.00	412
4337676 146_9252	409		144239	95.40	409
4338115 146_10174	412		207386	90.80	412
4339351 148_5992	409		4388133	95.10	409
4340137 172_7869	413		4432284	96.60	413
4343005 166_21935	412		834065	96.10	412
4344018 146_3884	409		993578	90.50	409
4344055 146_25236	412		215053	90.80	412
4345543 166_17765	413		93199	93.20	413
4349891 165_9829	412		518033	95.60	412
4357118 147_19081	412		179300	92.50	412
4357992 153_1470	409		993578	92.20	409
4358818 166_48186	413		518033	92.30	413
4358821 175_37945	413		518033	94.90	413
4361153 146_10525	409		4388133	92.40	409
4362546 156_13040	409		367523	89.20	409
436314 166_41496	409		144239	96.80	409
4364205 146_7055	412		4319691	96.60	412
4364838 145_10942	412		4323142	91.00	412
4369794 166_28857	413		535512	92.70	413
4369927 166_42870	411		749805	92.00	411
4375328 148_18640	411		201562	89.50	411
4376230 166_1498	412		268585	94.20	412
4376233 147_25038	412		126133	97.10	412
4376236 166_44214	412		834065	94.90	412
4378411 166_4927	413		2818167	93.70	413
4383172 176_989	412		202319	93.00	412
4388445 147_19951	409		4044058	94.60	409
4389066 151_15440	409		4434334	96.30	409
4389594 166_14453	413		518033	96.40	413
4390330 175_1686	412		174924	92.00	412
4395986 166_21454	409		993578	89.50	409
4397998 146_13154	412		354006	92.00	412
4401692 157_36576	413		4450538	92.00	413
4407939 156_9427	412		289174	95.60	412
441019 146_9935	412		1047956	94.70	412
4415598 157_26742	314		518033	96.50	314
4416562 147_14698	412		289174	94.40	412
4418684 146_27169	411		573135	91.50	411
442126 156_1505	409		144239	91.20	409
4422872 166_13752	409		591063	93.40	409
4423201 146_16983	409		144239	91.40	409
4423360 148_13682	413		93199	93.50	413
4428164 156_24084	412		140674	89.80	412
4429559 175_20901	413		518033	95.60	413
4430952 146_21557	413		93199	92.00	413
4431051 146_19815	408		103802	88.70	408
4431608 175_34733	367		518033	95.60	367
4436051 157_15155	337		1668820	95.80	337
4438594 161_6713	413		1668820	96.90	413
4440251 146_13659	411		157064	90.80	411
4441483 166_45071	412		354006	93.00	412
4441804 157_25371	413		518033	95.40	413
4444335 146_940	413		807070	90.60	413
4446686 156_29093	414		4312480	90.60	414
4448948 146_2739	412		926588	93.70	412
4449608 146_7308	410		926588	92.70	410
4449851 147_5231	412		268585	92.70	412
4451932 146_7643	414		4463767	97.60	414
4453743 146_8030	409		993578	89.50	409
4455895 148_3228	337		289174	94.40	337
4457195 146_22064	409		4388133	91.90	409
4458848 150_8259	413		109057	97.10	413
4466549 158_2203	411		996510	93.90	411
4467214 147_29703	411		218639	90.80	411
4467220 148_17069	408		103802	89.70	408
4476891 145_18649	411		354006	92.20	411
4478764 146_15400	411		926588	93.90	411
4480240 147_24953	413		207386	90.30	413
448094 147_9231	409		922912	89.70	409
4484484 166_39535	412		834065	95.60	412
452823 156_34018	412		518033	94.20	412
463546 147_11822	314		1146188	95.90	314
463794 156_15740	413		518033	93.70	413
463861 166_48398	414		4447353	97.10	414
466445 146_7615	412		268585	94.90	412
49369 162_25247	407		4382457	92.90	407
49435 170_46927	410		926588	93.20	410
498063 166_10937	413		2818167	92.00	413
499899 145_18359	410		544631	95.90	410
509047 146_12562	411		686593	90.30	411
509149 177_12108	413		518033	95.40	413
509447 156_7362	411		264416	95.40	411
510182 146_18549	410		157064	93.20	410
510302 156_9059	411		4196058	93.40	411
510360 147_12456	409		367523	87.80	409
511321 146_1674	411		686593	90.80	411
511551 166_34445	411		73760	95.40	411
511723 147_2473	410		4462642	96.30	410
512378 156_26062	414		4463767	96.90	414
512485 175_2370	412		126133	93.90	412
513803 147_6899	411		354006	92.70	411
514112 177_31627	413		4319691	90.10	413
515265 146_13558	412		126133	98.50	412
516554 158_4117	412		1148027	87.40	412
518002 146_5582	411		268585	95.40	411
518033 161_16316	413		518033	98.30	413
518524 148_22571	409		40435	92.90	409
519510 156_5625	412		354006	93.20	412
520638 176_1372	413		4406763	95.20	413
520926 146_14069	409		3494920	89.00	409
521073 146_26290	410		686593	96.80	410
522749 146_17721	413		261768	92.00	413
524239 156_19352	409		367523	90.00	409
524884 176_15907	408		530323	91.40	408
525391 156_33870	413		773586	93.50	413
525841 147_1820	411		834065	94.60	411
527033 147_4983	413		542103	88.40	413
527532 147_29936	413		527532	98.50	413
527777 146_13690	411		201562	93.20	411
528213 148_20260	414		4463767	96.60	414
529067 147_31497	413		821305	89.10	413
529116 163_8864	412		4336516	98.10	412
529216 156_3076	411		4196058	94.20	411
530275 156_345	411		264416	96.60	411
530966 148_24564	413		773586	92.00	413
533625 147_29510	412		354006	92.20	412
533999 166_16105	324		2818167	92.90	324
534316 146_7001	412		354006	92.50	412
534965 157_29507	412		289174	95.10	412
535196 166_6031	411		4196058	93.40	411
535824 156_19927	409		805194	91.20	409
536008 146_5715	412		93199	93.40	412
536754 166_39088	413		518033	96.10	413
537062 166_16562	413		93199	93.20	413
537290 166_3498	412		834065	94.20	412
537775 166_11228	409		805194	91.70	409
538000 146_5037	383		834065	93.70	383
539107 146_26481	412		268585	94.40	412
539735 156_28956	411		241543	94.20	411
539878 166_14039	411		201562	92.90	411
539915 146_23093	411		157064	91.00	411
540133 146_17147	411		264416	96.10	411
540793 146_7848	412		268585	94.90	412
540940 166_6909	413		4482886	95.20	413
541275 166_46827	409		73760	92.40	409
541299 146_1129	411		686593	89.10	411
541328 157_11217	412		4336516	98.50	412
541979 145_13751	413		2818167	92.70	413
542078 146_653	409		367523	91.90	409
542475 147_17614	410		760005	92.00	410
542754 156_27866	413		518033	94.70	413
543151 156_2449	412		140806	95.10	412
543675 145_2005	414		241543	94.00	414
544253 170_3987	365		2435847	93.20	365
544313 146_23542	411		4319691	96.10	411
544536 147_11	409		142736	89.70	409
544847 146_21016	413		93199	93.20	413
544996 171_10934	412		182420	94.20	412
546390 168_22354	410		37026	88.80	410
548468 166_41811	412		354006	92.50	412
548887 156_22234	407		367523	99.30	407
548999 157_24218	329		516285	93.90	329
549374 157_8619	329		516285	92.40	329
551756 151_25179	411		824826	92.00	411
552376 146_7247	412		268585	95.60	412
552687 147_15494	412		354006	92.50	412
552922 146_22525	412		3728119	91.70	412
553623 156_30726	413		241543	94.40	413
554163 146_20519	412		560685	92.00	412
555655 146_27392	409		127534	91.00	409
555741 146_12201	410		544631	95.40	410
555870 146_5644	412		1047956	95.40	412
555945 157_20772	410		266935	98.50	410
557138 146_5287	412		4319691	97.30	412
558132 146_13166	413		1125228	93.00	413
