	sequences per sample	iteration	146	151	145	147	150	157	168	153	171	158	152	166	163	165	148	160	156	162	161	155
alpha_rarefaction_10_0.txt	10	0	7.0	5.0	7.0	6.0	5.0	5.0	6.0	7.0	3.0	1.0	4.0	7.0	2.0	6.0	8.0	4.0	5.0	3.0	3.0	2.0
alpha_rarefaction_10_1.txt	10	1	4.0	7.0	6.0	7.0	7.0	3.0	6.0	7.0	4.0	1.0	9.0	7.0	3.0	6.0	8.0	3.0	4.0	3.0	2.0	1.0
alpha_rarefaction_10_2.txt	10	2	6.0	4.0	9.0	8.0	6.0	4.0	6.0	4.0	6.0	1.0	5.0	5.0	3.0	9.0	8.0	4.0	2.0	4.0	2.0	1.0
alpha_rarefaction_10_3.txt	10	3	9.0	4.0	9.0	5.0	7.0	7.0	8.0	4.0	5.0	2.0	8.0	5.0	3.0	5.0	7.0	3.0	6.0	3.0	4.0	1.0
alpha_rarefaction_10_4.txt	10	4	6.0	3.0	6.0	8.0	8.0	5.0	5.0	6.0	4.0	1.0	7.0	6.0	3.0	4.0	7.0	3.0	5.0	3.0	3.0	2.0
alpha_rarefaction_10_5.txt	10	5	7.0	7.0	6.0	9.0	4.0	3.0	6.0	5.0	6.0	1.0	7.0	3.0	3.0	4.0	7.0	3.0	3.0	3.0	2.0	1.0
alpha_rarefaction_10_6.txt	10	6	4.0	8.0	8.0	9.0	4.0	6.0	8.0	3.0	4.0	1.0	8.0	3.0	2.0	5.0	8.0	4.0	5.0	4.0	2.0	1.0
alpha_rarefaction_10_7.txt	10	7	6.0	4.0	8.0	6.0	5.0	5.0	7.0	5.0	6.0	1.0	9.0	5.0	2.0	4.0	7.0	4.0	5.0	2.0	3.0	2.0
alpha_rarefaction_10_8.txt	10	8	8.0	3.0	8.0	5.0	6.0	3.0	6.0	3.0	4.0	1.0	6.0	5.0	3.0	4.0	9.0	4.0	5.0	3.0	2.0	1.0
alpha_rarefaction_10_9.txt	10	9	7.0	5.0	8.0	6.0	7.0	7.0	6.0	6.0	6.0	1.0	5.0	5.0	2.0	5.0	5.0	4.0	8.0	3.0	3.0	1.0
alpha_rarefaction_1009_0.txt	1009	0	88.0	34.0	104.0	100.0	28.0	30.0	45.0	39.0	18.0	7.0	36.0	51.0	16.0	20.0	86.0	19.0	36.0	18.0	21.0	3.0
