Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
LH/30	C/92	351.913088543	10.4447183226	432.305458578	49.5937573132	-2.24325585098	1.0
LH/30	LB/92	351.913088543	10.4447183226	374.410105315	7.4408566641	-2.48091441426	1.0
C/0	C/92	332.022342983	46.6935571331	432.305458578	49.5937573132	-2.08205322026	1.0
LB/30	C/10	422.759988306	17.9669075568	684.225187236	23.8918803389	-12.3694276261	1.0
LH + LB/30	C/0	349.831299454	19.8706022714	332.022342983	46.6935571331	0.496311074394	1.0
LB/30	LH/92	422.759988306	17.9669075568	430.646340053	12.394999959	-0.51095704796	1.0
LB/30	LH + LB/10	422.759988306	17.9669075568	484.576154597	62.0227446348	-1.35384290633	1.0
LH + LB/92	C/10	397.146162612	38.499382393	684.225187236	23.8918803389	-8.9602351092	1.0
LH + LB/92	C/92	397.146162612	38.499382393	432.305458578	49.5937573132	-0.791974145331	1.0
LH/10	C/0	484.928734125	33.3283471141	332.022342983	46.6935571331	3.76940041734	1.0
LB/10	LB/92	482.171144089	22.2031264867	374.410105315	7.4408566641	6.50803311841	1.0
LH/10	C/10	484.928734125	33.3283471141	684.225187236	23.8918803389	-6.87310742541	1.0
C/92	LB/30	432.305458578	49.5937573132	422.759988306	17.9669075568	0.255921283787	1.0
LH + LB/30	LH/92	349.831299454	19.8706022714	430.646340053	12.394999959	-4.88009233237	1.0
C/0	LB/30	332.022342983	46.6935571331	422.759988306	17.9669075568	-2.56485945474	1.0
C/30	C/10	629.116525978	16.7754012314	684.225187236	23.8918803389	-2.66965359605	1.0
C/92	LH/92	432.305458578	49.5937573132	430.646340053	12.394999959	0.0458995063034	1.0
C/30	LH + LB/92	629.116525978	16.7754012314	397.146162612	38.499382393	7.81169755008	1.0
LH/30	C/30	351.913088543	10.4447183226	629.116525978	16.7754012314	-19.8380795439	1.0
C/0	LH + LB/10	332.022342983	46.6935571331	484.576154597	62.0227446348	-2.77896792024	1.0
C/0	LH + LB/92	332.022342983	46.6935571331	397.146162612	38.499382393	-1.52183159387	1.0
LH/10	LB/10	484.928734125	33.3283471141	482.171144089	22.2031264867	0.0973812494335	1.0
C/30	C/92	629.116525978	16.7754012314	432.305458578	49.5937573132	5.3163501076	1.0
LH + LB/30	LH/10	349.831299454	19.8706022714	484.928734125	33.3283471141	-4.92384617455	1.0
LB/10	C/10	482.171144089	22.2031264867	684.225187236	23.8918803389	-8.76097402003	1.0
LH/30	LH + LB/92	351.913088543	10.4447183226	397.146162612	38.499382393	-1.60359911903	1.0
LH + LB/30	LB/92	349.831299454	19.8706022714	374.410105315	7.4408566641	-1.63820998021	1.0
LH + LB/30	C/92	349.831299454	19.8706022714	432.305458578	49.5937573132	-2.18311632713	1.0
C/0	C/10	332.022342983	46.6935571331	684.225187236	23.8918803389	-9.49628764957	1.0
C/10	LH/92	684.225187236	23.8918803389	430.646340053	12.394999959	13.3235950227	1.0
C/92	LH + LB/10	432.305458578	49.5937573132	484.576154597	62.0227446348	-0.930858879314	1.0
LB/92	LH/92	374.410105315	7.4408566641	430.646340053	12.394999959	-5.50117708809	1.0
LH + LB/92	LH/92	397.146162612	38.499382393	430.646340053	12.394999959	-1.17136406528	1.0
LB/92	C/10	374.410105315	7.4408566641	684.225187236	23.8918803389	-17.509150716	1.0
LH/30	LB/10	351.913088543	10.4447183226	482.171144089	22.2031264867	-7.50750700727	1.0
C/0	LH/92	332.022342983	46.6935571331	430.646340053	12.394999959	-2.88704939657	1.0
LB/92	LH + LB/10	374.410105315	7.4408566641	484.576154597	62.0227446348	-2.49407048601	1.0
LH + LB/92	LH + LB/10	397.146162612	38.499382393	484.576154597	62.0227446348	-1.69375904324	1.0
C/30	LB/92	629.116525978	16.7754012314	374.410105315	7.4408566641	19.6282447327	1.0
C/30	LH/92	629.116525978	16.7754012314	430.646340053	12.394999959	13.4567638998	1.0
LH/30	LH/92	351.913088543	10.4447183226	430.646340053	12.394999959	-6.86941681661	1.0
LB/10	LH + LB/10	482.171144089	22.2031264867	484.576154597	62.0227446348	-0.0516294067183	1.0
C/92	C/10	432.305458578	49.5937573132	684.225187236	23.8918803389	-6.47187128176	1.0
LH + LB/10	C/10	484.576154597	62.0227446348	684.225187236	23.8918803389	-4.24802349123	1.0
C/30	LB/30	629.116525978	16.7754012314	422.759988306	17.9669075568	11.8722845522	1.0
LB/10	C/92	482.171144089	22.2031264867	432.305458578	49.5937573132	1.29783773614	1.0
LB/92	LB/30	374.410105315	7.4408566641	422.759988306	17.9669075568	-3.51611747974	1.0
C/30	LH + LB/10	629.116525978	16.7754012314	484.576154597	62.0227446348	3.18142699294	1.0
LH + LB/30	C/10	349.831299454	19.8706022714	684.225187236	23.8918803389	-15.2181052007	1.0
LH/10	LH + LB/10	484.928734125	33.3283471141	484.576154597	62.0227446348	0.00708168110443	1.0
LB/92	C/92	374.410105315	7.4408566641	432.305458578	49.5937573132	-1.63266743902	1.0
LH/10	LH + LB/92	484.928734125	33.3283471141	397.146162612	38.499382393	2.43794338289	1.0
C/0	LB/92	332.022342983	46.6935571331	374.410105315	7.4408566641	-1.26780696146	1.0
LB/10	LH + LB/92	482.171144089	22.2031264867	397.146162612	38.499382393	2.70556557509	1.0
LH/10	C/92	484.928734125	33.3283471141	432.305458578	49.5937573132	1.24548739065	1.0
LH/10	LB/92	484.928734125	33.3283471141	374.410105315	7.4408566641	4.57692921359	1.0
LH + LB/10	LH/92	484.576154597	62.0227446348	430.646340053	12.394999959	1.20583845048	1.0
