Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
LH/112	LB/112	31.550677	1.90200079746	32.47535	1.11959400297	-0.592501905507	1.0
LB/30	C/112	32.1327456667	1.3927288252	30.503423	0.981091038601	1.35255814406	1.0
LB/112	C/112	32.47535	1.11959400297	30.503423	0.981091038601	1.87334591893	1.0
LH + LB/112	LH/112	32.864724	2.33157767384	31.550677	1.90200079746	0.617602398565	1.0
LH + LB/112	LB/112	32.864724	2.33157767384	32.47535	1.11959400297	0.212900734035	1.0
LH/30	LH + LB/112	27.6222266667	0.525671317479	32.864724	2.33157767384	-3.10196495304	1.0
C/0	C/112	45.2364246667	13.7057172078	30.503423	0.981091038601	1.51633315971	1.0
LH + LB/30	LB/30	29.624474	0.748586748334	32.1327456667	1.3927288252	-2.24343241563	1.0
LH + LB/30	C/30	29.624474	0.748586748334	28.341075	1.09665545152	1.36692973389	1.0
LH + LB/30	LH/112	29.624474	0.748586748334	31.550677	1.90200079746	-1.3327030716	1.0
LH + LB/112	C/30	32.864724	2.33157767384	28.341075	1.09665545152	2.48287916701	1.0
C/0	LH + LB/112	45.2364246667	13.7057172078	32.864724	2.33157767384	1.25848383528	1.0
LH/30	LB/112	27.6222266667	0.525671317479	32.47535	1.11959400297	-5.54901639128	1.0
LH + LB/30	LB/112	29.624474	0.748586748334	32.47535	1.11959400297	-2.99357336039	1.0
LH + LB/30	C/112	29.624474	0.748586748334	30.503423	0.981091038601	-1.00725603973	1.0
C/30	LB/112	28.341075	1.09665545152	32.47535	1.11959400297	-3.73067532209	1.0
LH/112	C/112	31.550677	1.90200079746	30.503423	0.981091038601	0.692033842625	1.0
C/0	LH/112	45.2364246667	13.7057172078	31.550677	1.90200079746	1.39874849421	1.0
LH/30	C/30	27.6222266667	0.525671317479	28.341075	1.09665545152	-0.835931328169	1.0
LH/30	LH + LB/30	27.6222266667	0.525671317479	29.624474	0.748586748334	-3.09559834055	1.0
LH/112	C/30	31.550677	1.90200079746	28.341075	1.09665545152	2.06743059093	1.0
LH/30	LB/30	27.6222266667	0.525671317479	32.1327456667	1.3927288252	-4.28503420485	1.0
C/30	LB/30	28.341075	1.09665545152	32.1327456667	1.3927288252	-3.02495245235	1.0
LB/30	LB/112	32.1327456667	1.3927288252	32.47535	1.11959400297	-0.271141413698	1.0
C/0	LH/30	45.2364246667	13.7057172078	27.6222266667	0.525671317479	1.81617171236	1.0
C/0	LB/30	45.2364246667	13.7057172078	32.1327456667	1.3927288252	1.34516551468	1.0
LH/30	C/112	27.6222266667	0.525671317479	30.503423	0.981091038601	-3.66079146357	1.0
LH/30	LH/112	27.6222266667	0.525671317479	31.550677	1.90200079746	-2.81541087458	1.0
C/0	C/30	45.2364246667	13.7057172078	28.341075	1.09665545152	1.73777923108	1.0
LH + LB/112	C/112	32.864724	2.33157767384	30.503423	0.981091038601	1.32013176711	1.0
C/0	LH + LB/30	45.2364246667	13.7057172078	29.624474	0.748586748334	1.60850929356	1.0
LH + LB/30	LH + LB/112	29.624474	0.748586748334	32.864724	2.33157767384	-1.87128377777	1.0
C/0	LB/112	45.2364246667	13.7057172078	32.47535	1.11959400297	1.31236996443	1.0
C/30	C/112	28.341075	1.09665545152	30.503423	0.981091038601	-2.07822372827	1.0
LH + LB/112	LB/30	32.864724	2.33157767384	32.1327456667	1.3927288252	0.381157350898	1.0
LH/112	LB/30	31.550677	1.90200079746	32.1327456667	1.3927288252	-0.349186362748	1.0
