Length	Count
165.0	1
175.0	2
185.0	223
195.0	2394
205.0	36594
215.0	52368
225.0	3438
235.0	367
245.0	3
255.0	476
265.0	32445
275.0	489
285.0	9
295.0	979
305.0	0
315.0	0
325.0	0
335.0	0
345.0	0
355.0	0
365.0	1
375.0	0
385.0	1
395.0	0
405.0	0
415.0	0
425.0	0
435.0	0
445.0	1
455.0	1
465.0	0
475.0	89
485.0	3
495.0	0
--

