#SampleID	days_since_epoch	Subject_SampleType
14466.M3.R.palm	14466	M3_R_palm
14467.M3.R.palm	14467	M3_R_palm
14468.M3.R.palm	14468	M3_R_palm
14469.M3.R.palm	14469	M3_R_palm
14470.M3.R.palm	14470	M3_R_palm
14471.M3.R.palm	14471	M3_R_palm
14472.M3.R.palm	14472	M3_R_palm
14473.M3.R.palm	14473	M3_R_palm
14474.M3.R.palm	14474	M3_R_palm
14475.M3.R.palm	14475	M3_R_palm
14476.M3.R.palm	14476	M3_R_palm
14477.M3.R.palm	14477	M3_R_palm
14478.M3.R.palm	14478	M3_R_palm
14479.M3.R.palm	14479	M3_R_palm
14480.M3.R.palm	14480	M3_R_palm
14481.M3.R.palm	14481	M3_R_palm
14482.M3.R.palm	14482	M3_R_palm
14485.M3.R.palm	14485	M3_R_palm
14487.M3.R.palm	14487	M3_R_palm
14490.M3.R.palm	14490	M3_R_palm
14491.M3.R.palm	14491	M3_R_palm
14492.M3.R.palm	14492	M3_R_palm
14494.M3.R.palm	14494	M3_R_palm
14495.M3.R.palm	14495	M3_R_palm
14496.M3.R.palm	14496	M3_R_palm
14499.M3.R.palm	14499	M3_R_palm
14500.M3.R.palm	14500	M3_R_palm
14503.M3.R.palm	14503	M3_R_palm
14504.M3.R.palm	14504	M3_R_palm
14505.M3.R.palm	14505	M3_R_palm
14506.M3.R.palm	14506	M3_R_palm
14507.M3.R.palm	14507	M3_R_palm
14508.M3.R.palm	14508	M3_R_palm
14509.M3.R.palm	14509	M3_R_palm
14510.M3.R.palm	14510	M3_R_palm
14511.M3.R.palm	14511	M3_R_palm
14512.M3.R.palm	14512	M3_R_palm
14513.M3.R.palm	14513	M3_R_palm
14514.M3.R.palm	14514	M3_R_palm
14516.M3.R.palm	14516	M3_R_palm
14517.M3.R.palm	14517	M3_R_palm
14518.M3.R.palm	14518	M3_R_palm
14519.M3.R.palm	14519	M3_R_palm
14521.M3.R.palm	14521	M3_R_palm
14522.M3.R.palm	14522	M3_R_palm
14523.M3.R.palm	14523	M3_R_palm
14524.M3.R.palm	14524	M3_R_palm
14525.M3.R.palm	14525	M3_R_palm
14526.M3.R.palm	14526	M3_R_palm
14527.M3.R.palm	14527	M3_R_palm
14528.M3.R.palm	14528	M3_R_palm
14529.M3.R.palm	14529	M3_R_palm
14530.M3.R.palm	14530	M3_R_palm
14531.M3.R.palm	14531	M3_R_palm
14532.M3.R.palm	14532	M3_R_palm
14533.M3.R.palm	14533	M3_R_palm
14534.M3.R.palm	14534	M3_R_palm
14535.M3.R.palm	14535	M3_R_palm
14536.M3.R.palm	14536	M3_R_palm
14538.M3.R.palm	14538	M3_R_palm
14539.M3.R.palm	14539	M3_R_palm
14541.M3.R.palm	14541	M3_R_palm
14542.M3.R.palm	14542	M3_R_palm
14544.M3.R.palm	14544	M3_R_palm
14545.M3.R.palm	14545	M3_R_palm
14546.M3.R.palm	14546	M3_R_palm
14547.M3.R.palm	14547	M3_R_palm
14548.M3.R.palm	14548	M3_R_palm
14549.M3.R.palm	14549	M3_R_palm
14550.M3.R.palm	14550	M3_R_palm
14551.M3.R.palm	14551	M3_R_palm
14552.M3.R.palm	14552	M3_R_palm
14553.M3.R.palm	14553	M3_R_palm
14554.M3.R.palm	14554	M3_R_palm
14555.M3.R.palm	14555	M3_R_palm
14556.M3.R.palm	14556	M3_R_palm
14557.M3.R.palm	14557	M3_R_palm
14558.M3.R.palm	14558	M3_R_palm
14559.M3.R.palm	14559	M3_R_palm
14560.M3.R.palm	14560	M3_R_palm
14562.M3.R.palm	14562	M3_R_palm
14563.M3.R.palm	14563	M3_R_palm
14564.M3.R.palm	14564	M3_R_palm
14565.M3.R.palm	14565	M3_R_palm
14566.M3.R.palm	14566	M3_R_palm
14567.M3.R.palm	14567	M3_R_palm
14568.M3.R.palm	14568	M3_R_palm
14569.M3.R.palm	14569	M3_R_palm
14570.M3.R.palm	14570	M3_R_palm
14571.M3.R.palm	14571	M3_R_palm
14572.M3.R.palm	14572	M3_R_palm
14573.M3.R.palm	14573	M3_R_palm
14574.M3.R.palm	14574	M3_R_palm
14575.M3.R.palm	14575	M3_R_palm
14576.M3.R.palm	14576	M3_R_palm
14578.M3.R.palm	14578	M3_R_palm
14579.M3.R.palm	14579	M3_R_palm
14583.M3.R.palm	14583	M3_R_palm
14584.M3.R.palm	14584	M3_R_palm
14585.M3.R.palm	14585	M3_R_palm
14586.M3.R.palm	14586	M3_R_palm
14588.M3.R.palm	14588	M3_R_palm
14589.M3.R.palm	14589	M3_R_palm
14590.M3.R.palm	14590	M3_R_palm
14591.M3.R.palm	14591	M3_R_palm
14593.M3.R.palm	14593	M3_R_palm
14611.M3.R.palm	14611	M3_R_palm
14612.M3.R.palm	14612	M3_R_palm
14613.M3.R.palm	14613	M3_R_palm
14173.F4.Tongue	14173	F4_Tongue
14174.F4.Tongue	14174	F4_Tongue
14175.F4.Tongue	14175	F4_Tongue
14176.F4.Tongue	14176	F4_Tongue
14177.F4.Tongue	14177	F4_Tongue
14178.F4.Tongue	14178	F4_Tongue
14179.F4.Tongue	14179	F4_Tongue
14180.F4.Tongue	14180	F4_Tongue
14181.F4.Tongue	14181	F4_Tongue
14182.F4.Tongue	14182	F4_Tongue
14183.F4.Tongue	14183	F4_Tongue
14184.F4.Tongue	14184	F4_Tongue
14185.F4.Tongue	14185	F4_Tongue
14186.F4.Tongue	14186	F4_Tongue
14187.F4.Tongue	14187	F4_Tongue
14188.F4.Tongue	14188	F4_Tongue
14189.F4.Tongue	14189	F4_Tongue
14190.F4.Tongue	14190	F4_Tongue
14191.F4.Tongue	14191	F4_Tongue
14192.F4.Tongue	14192	F4_Tongue
14193.F4.Tongue	14193	F4_Tongue
14194.F4.Tongue	14194	F4_Tongue
14195.F4.Tongue	14195	F4_Tongue
14196.F4.Tongue	14196	F4_Tongue
14197.F4.Tongue	14197	F4_Tongue
14198.F4.Tongue	14198	F4_Tongue
14199.F4.Tongue	14199	F4_Tongue
14200.F4.Tongue	14200	F4_Tongue
14201.F4.Tongue	14201	F4_Tongue
14202.F4.Tongue	14202	F4_Tongue
14203.F4.Tongue	14203	F4_Tongue
14204.F4.Tongue	14204	F4_Tongue
14215.F4.Tongue	14215	F4_Tongue
14216.F4.Tongue	14216	F4_Tongue
14217.F4.Tongue	14217	F4_Tongue
14218.F4.Tongue	14218	F4_Tongue
14219.F4.Tongue	14219	F4_Tongue
14220.F4.Tongue	14220	F4_Tongue
14221.F4.Tongue	14221	F4_Tongue
14222.F4.Tongue	14222	F4_Tongue
14223.F4.Tongue	14223	F4_Tongue
14224.F4.Tongue	14224	F4_Tongue
14226.F4.Tongue	14226	F4_Tongue
14227.F4.Tongue	14227	F4_Tongue
14228.F4.Tongue	14228	F4_Tongue
14229.F4.Tongue	14229	F4_Tongue
14230.F4.Tongue	14230	F4_Tongue
14231.F4.Tongue	14231	F4_Tongue
14232.F4.Tongue	14232	F4_Tongue
14233.F4.Tongue	14233	F4_Tongue
14234.F4.Tongue	14234	F4_Tongue
14235.F4.Tongue	14235	F4_Tongue
14244.F4.Tongue	14244	F4_Tongue
14245.F4.Tongue	14245	F4_Tongue
14254.F4.Tongue	14254	F4_Tongue
14255.F4.Tongue	14255	F4_Tongue
14256.F4.Tongue	14256	F4_Tongue
14257.F4.Tongue	14257	F4_Tongue
14264.F4.Tongue	14264	F4_Tongue
14265.F4.Tongue	14265	F4_Tongue
14266.F4.Tongue	14266	F4_Tongue
14268.F4.Tongue	14268	F4_Tongue
14269.F4.Tongue	14269	F4_Tongue
14271.F4.Tongue	14271	F4_Tongue
14272.F4.Tongue	14272	F4_Tongue
14273.F4.Tongue	14273	F4_Tongue
14274.F4.Tongue	14274	F4_Tongue
14275.F4.Tongue	14275	F4_Tongue
14276.F4.Tongue	14276	F4_Tongue
14277.F4.Tongue	14277	F4_Tongue
14285.F4.Tongue	14285	F4_Tongue
14286.F4.Tongue	14286	F4_Tongue
14287.F4.Tongue	14287	F4_Tongue
14288.F4.Tongue	14288	F4_Tongue
14289.F4.Tongue	14289	F4_Tongue
14290.F4.Tongue	14290	F4_Tongue
14291.F4.Tongue	14291	F4_Tongue
14292.F4.Tongue	14292	F4_Tongue
14293.F4.Tongue	14293	F4_Tongue
14294.F4.Tongue	14294	F4_Tongue
14295.F4.Tongue	14295	F4_Tongue
14296.F4.Tongue	14296	F4_Tongue
14297.F4.Tongue	14297	F4_Tongue
14298.F4.Tongue	14298	F4_Tongue
14299.F4.Tongue	14299	F4_Tongue
14300.F4.Tongue	14300	F4_Tongue
14301.F4.Tongue	14301	F4_Tongue
14302.F4.Tongue	14302	F4_Tongue
14303.F4.Tongue	14303	F4_Tongue
14304.F4.Tongue	14304	F4_Tongue
14305.F4.Tongue	14305	F4_Tongue
14306.F4.Tongue	14306	F4_Tongue
14307.F4.Tongue	14307	F4_Tongue
14308.F4.Tongue	14308	F4_Tongue
14309.F4.Tongue	14309	F4_Tongue
14310.F4.Tongue	14310	F4_Tongue
14311.F4.Tongue	14311	F4_Tongue
14312.F4.Tongue	14312	F4_Tongue
14313.F4.Tongue	14313	F4_Tongue
14314.F4.Tongue	14314	F4_Tongue
14315.F4.Tongue	14315	F4_Tongue
14316.F4.Tongue	14316	F4_Tongue
14317.F4.Tongue	14317	F4_Tongue
14318.F4.Tongue	14318	F4_Tongue
14319.F4.Tongue	14319	F4_Tongue
14320.F4.Tongue	14320	F4_Tongue
14321.F4.Tongue	14321	F4_Tongue
14322.F4.Tongue	14322	F4_Tongue
14323.F4.Tongue	14323	F4_Tongue
14324.F4.Tongue	14324	F4_Tongue
14325.F4.Tongue	14325	F4_Tongue
14326.F4.Tongue	14326	F4_Tongue
14328.F4.Tongue	14328	F4_Tongue
14330.F4.Tongue	14330	F4_Tongue
14331.F4.Tongue	14331	F4_Tongue
14332.F4.Tongue	14332	F4_Tongue
14333.F4.Tongue	14333	F4_Tongue
14334.F4.Tongue	14334	F4_Tongue
14339.F4.Tongue	14339	F4_Tongue
14343.F4.Tongue	14343	F4_Tongue
14344.F4.Tongue	14344	F4_Tongue
14345.F4.Tongue	14345	F4_Tongue
14346.F4.Tongue	14346	F4_Tongue
14347.F4.Tongue	14347	F4_Tongue
14348.F4.Tongue	14348	F4_Tongue
14349.F4.Tongue	14349	F4_Tongue
14350.F4.Tongue	14350	F4_Tongue
14351.F4.Tongue	14351	F4_Tongue
14352.F4.Tongue	14352	F4_Tongue
14353.F4.Tongue	14353	F4_Tongue
14354.F4.Tongue	14354	F4_Tongue
14355.F4.Tongue	14355	F4_Tongue
14356.F4.Tongue	14356	F4_Tongue
14357.F4.Tongue	14357	F4_Tongue
14358.F4.Tongue	14358	F4_Tongue
14173.M3.Tongue	14173	M3_Tongue
14174.M3.Tongue	14174	M3_Tongue
14175.M3.Tongue	14175	M3_Tongue
14176.M3.Tongue	14176	M3_Tongue
14177.M3.Tongue	14177	M3_Tongue
14178.M3.Tongue	14178	M3_Tongue
14179.M3.Tongue	14179	M3_Tongue
14180.M3.Tongue	14180	M3_Tongue
14181.M3.Tongue	14181	M3_Tongue
14182.M3.Tongue	14182	M3_Tongue
14183.M3.Tongue	14183	M3_Tongue
14184.M3.Tongue	14184	M3_Tongue
14185.M3.Tongue	14185	M3_Tongue
14186.M3.Tongue	14186	M3_Tongue
14187.M3.Tongue	14187	M3_Tongue
14188.M3.Tongue	14188	M3_Tongue
14189.M3.Tongue	14189	M3_Tongue
14190.M3.Tongue	14190	M3_Tongue
14191.M3.Tongue	14191	M3_Tongue
14192.M3.Tongue	14192	M3_Tongue
14193.M3.Tongue	14193	M3_Tongue
14194.M3.Tongue	14194	M3_Tongue
14195.M3.Tongue	14195	M3_Tongue
14196.M3.Tongue	14196	M3_Tongue
14197.M3.Tongue	14197	M3_Tongue
14198.M3.Tongue	14198	M3_Tongue
14199.M3.Tongue	14199	M3_Tongue
14200.M3.Tongue	14200	M3_Tongue
14201.M3.Tongue	14201	M3_Tongue
14202.M3.Tongue	14202	M3_Tongue
14203.M3.Tongue	14203	M3_Tongue
14204.M3.Tongue	14204	M3_Tongue
14205.M3.Tongue	14205	M3_Tongue
14214.M3.Tongue	14214	M3_Tongue
14215.M3.Tongue	14215	M3_Tongue
14216.M3.Tongue	14216	M3_Tongue
14217.M3.Tongue	14217	M3_Tongue
14218.M3.Tongue	14218	M3_Tongue
14219.M3.Tongue	14219	M3_Tongue
14220.M3.Tongue	14220	M3_Tongue
14221.M3.Tongue	14221	M3_Tongue
14222.M3.Tongue	14222	M3_Tongue
14223.M3.Tongue	14223	M3_Tongue
14224.M3.Tongue	14224	M3_Tongue
14225.M3.Tongue	14225	M3_Tongue
14226.M3.Tongue	14226	M3_Tongue
14229.M3.Tongue	14229	M3_Tongue
14230.M3.Tongue	14230	M3_Tongue
14231.M3.Tongue	14231	M3_Tongue
14232.M3.Tongue	14232	M3_Tongue
14233.M3.Tongue	14233	M3_Tongue
14234.M3.Tongue	14234	M3_Tongue
14235.M3.Tongue	14235	M3_Tongue
14237.M3.Tongue	14237	M3_Tongue
14239.M3.Tongue	14239	M3_Tongue
14240.M3.Tongue	14240	M3_Tongue
14241.M3.Tongue	14241	M3_Tongue
14242.M3.Tongue	14242	M3_Tongue
14243.M3.Tongue	14243	M3_Tongue
14244.M3.Tongue	14244	M3_Tongue
14245.M3.Tongue	14245	M3_Tongue
14246.M3.Tongue	14246	M3_Tongue
14252.M3.Tongue	14252	M3_Tongue
14253.M3.Tongue	14253	M3_Tongue
14254.M3.Tongue	14254	M3_Tongue
14256.M3.Tongue	14256	M3_Tongue
14257.M3.Tongue	14257	M3_Tongue
14259.M3.Tongue	14259	M3_Tongue
14260.M3.Tongue	14260	M3_Tongue
14261.M3.Tongue	14261	M3_Tongue
14262.M3.Tongue	14262	M3_Tongue
14263.M3.Tongue	14263	M3_Tongue
14264.M3.Tongue	14264	M3_Tongue
14265.M3.Tongue	14265	M3_Tongue
14266.M3.Tongue	14266	M3_Tongue
14267.M3.Tongue	14267	M3_Tongue
14268.M3.Tongue	14268	M3_Tongue
14269.M3.Tongue	14269	M3_Tongue
14270.M3.Tongue	14270	M3_Tongue
14271.M3.Tongue	14271	M3_Tongue
14272.M3.Tongue	14272	M3_Tongue
14273.M3.Tongue	14273	M3_Tongue
14274.M3.Tongue	14274	M3_Tongue
14275.M3.Tongue	14275	M3_Tongue
14276.M3.Tongue	14276	M3_Tongue
14277.M3.Tongue	14277	M3_Tongue
14278.M3.Tongue	14278	M3_Tongue
14285.M3.Tongue	14285	M3_Tongue
14286.M3.Tongue	14286	M3_Tongue
14287.M3.Tongue	14287	M3_Tongue
14288.M3.Tongue	14288	M3_Tongue
14289.M3.Tongue	14289	M3_Tongue
14290.M3.Tongue	14290	M3_Tongue
14291.M3.Tongue	14291	M3_Tongue
14293.M3.Tongue	14293	M3_Tongue
14294.M3.Tongue	14294	M3_Tongue
14295.M3.Tongue	14295	M3_Tongue
14296.M3.Tongue	14296	M3_Tongue
14297.M3.Tongue	14297	M3_Tongue
14298.M3.Tongue	14298	M3_Tongue
14299.M3.Tongue	14299	M3_Tongue
14300.M3.Tongue	14300	M3_Tongue
14301.M3.Tongue	14301	M3_Tongue
14302.M3.Tongue	14302	M3_Tongue
14303.M3.Tongue	14303	M3_Tongue
14304.M3.Tongue	14304	M3_Tongue
14305.M3.Tongue	14305	M3_Tongue
14306.M3.Tongue	14306	M3_Tongue
14307.M3.Tongue	14307	M3_Tongue
14308.M3.Tongue	14308	M3_Tongue
14310.M3.Tongue	14310	M3_Tongue
14311.M3.Tongue	14311	M3_Tongue
14312.M3.Tongue	14312	M3_Tongue
14313.M3.Tongue	14313	M3_Tongue
14314.M3.Tongue	14314	M3_Tongue
14315.M3.Tongue	14315	M3_Tongue
14316.M3.Tongue	14316	M3_Tongue
14317.M3.Tongue	14317	M3_Tongue
14318.M3.Tongue	14318	M3_Tongue
14319.M3.Tongue	14319	M3_Tongue
14320.M3.Tongue	14320	M3_Tongue
14321.M3.Tongue	14321	M3_Tongue
14322.M3.Tongue	14322	M3_Tongue
14323.M3.Tongue	14323	M3_Tongue
14324.M3.Tongue	14324	M3_Tongue
14325.M3.Tongue	14325	M3_Tongue
14326.M3.Tongue	14326	M3_Tongue
14327.M3.Tongue	14327	M3_Tongue
14328.M3.Tongue	14328	M3_Tongue
14330.M3.Tongue	14330	M3_Tongue
14331.M3.Tongue	14331	M3_Tongue
14332.M3.Tongue	14332	M3_Tongue
14333.M3.Tongue	14333	M3_Tongue
14334.M3.Tongue	14334	M3_Tongue
14335.M3.Tongue	14335	M3_Tongue
14336.M3.Tongue	14336	M3_Tongue
14337.M3.Tongue	14337	M3_Tongue
14339.M3.Tongue	14339	M3_Tongue
14340.M3.Tongue	14340	M3_Tongue
14341.M3.Tongue	14341	M3_Tongue
14342.M3.Tongue	14342	M3_Tongue
14343.M3.Tongue	14343	M3_Tongue
14345.M3.Tongue	14345	M3_Tongue
14346.M3.Tongue	14346	M3_Tongue
14347.M3.Tongue	14347	M3_Tongue
14348.M3.Tongue	14348	M3_Tongue
14349.M3.Tongue	14349	M3_Tongue
14350.M3.Tongue	14350	M3_Tongue
14352.M3.Tongue	14352	M3_Tongue
14353.M3.Tongue	14353	M3_Tongue
14354.M3.Tongue	14354	M3_Tongue
14355.M3.Tongue	14355	M3_Tongue
14356.M3.Tongue	14356	M3_Tongue
14357.M3.Tongue	14357	M3_Tongue
14358.M3.Tongue	14358	M3_Tongue
14359.M3.Tongue	14359	M3_Tongue
14360.M3.Tongue	14360	M3_Tongue
14361.M3.Tongue	14361	M3_Tongue
14362.M3.Tongue	14362	M3_Tongue
14364.M3.Tongue	14364	M3_Tongue
14365.M3.Tongue	14365	M3_Tongue
14366.M3.Tongue	14366	M3_Tongue
14367.M3.Tongue	14367	M3_Tongue
14368.M3.Tongue	14368	M3_Tongue
14369.M3.Tongue	14369	M3_Tongue
14370.M3.Tongue	14370	M3_Tongue
14371.M3.Tongue	14371	M3_Tongue
14372.M3.Tongue	14372	M3_Tongue
14373.M3.Tongue	14373	M3_Tongue
14374.M3.Tongue	14374	M3_Tongue
14375.M3.Tongue	14375	M3_Tongue
14376.M3.Tongue	14376	M3_Tongue
14377.M3.Tongue	14377	M3_Tongue
14378.M3.Tongue	14378	M3_Tongue
14379.M3.Tongue	14379	M3_Tongue
14381.M3.Tongue	14381	M3_Tongue
14382.M3.Tongue	14382	M3_Tongue
14383.M3.Tongue	14383	M3_Tongue
14384.M3.Tongue	14384	M3_Tongue
14386.M3.Tongue	14386	M3_Tongue
14387.M3.Tongue	14387	M3_Tongue
14388.M3.Tongue	14388	M3_Tongue
14389.M3.Tongue	14389	M3_Tongue
14390.M3.Tongue	14390	M3_Tongue
14391.M3.Tongue	14391	M3_Tongue
14392.M3.Tongue	14392	M3_Tongue
14393.M3.Tongue	14393	M3_Tongue
14394.M3.Tongue	14394	M3_Tongue
14395.M3.Tongue	14395	M3_Tongue
14396.M3.Tongue	14396	M3_Tongue
14398.M3.Tongue	14398	M3_Tongue
14399.M3.Tongue	14399	M3_Tongue
14400.M3.Tongue	14400	M3_Tongue
14401.M3.Tongue	14401	M3_Tongue
14402.M3.Tongue	14402	M3_Tongue
14403.M3.Tongue	14403	M3_Tongue
14404.M3.Tongue	14404	M3_Tongue
14407.M3.Tongue	14407	M3_Tongue
14408.M3.Tongue	14408	M3_Tongue
14409.M3.Tongue	14409	M3_Tongue
14410.M3.Tongue	14410	M3_Tongue
14411.M3.Tongue	14411	M3_Tongue
14412.M3.Tongue	14412	M3_Tongue
14413.M3.Tongue	14413	M3_Tongue
14414.M3.Tongue	14414	M3_Tongue
14416.M3.Tongue	14416	M3_Tongue
14417.M3.Tongue	14417	M3_Tongue
14418.M3.Tongue	14418	M3_Tongue
14419.M3.Tongue	14419	M3_Tongue
14420.M3.Tongue	14420	M3_Tongue
14421.M3.Tongue	14421	M3_Tongue
14422.M3.Tongue	14422	M3_Tongue
14423.M3.Tongue	14423	M3_Tongue
14424.M3.Tongue	14424	M3_Tongue
14425.M3.Tongue	14425	M3_Tongue
14426.M3.Tongue	14426	M3_Tongue
14427.M3.Tongue	14427	M3_Tongue
14428.M3.Tongue	14428	M3_Tongue
14429.M3.Tongue	14429	M3_Tongue
14430.M3.Tongue	14430	M3_Tongue
14431.M3.Tongue	14431	M3_Tongue
14432.M3.Tongue	14432	M3_Tongue
14433.M3.Tongue	14433	M3_Tongue
14434.M3.Tongue	14434	M3_Tongue
14435.M3.Tongue	14435	M3_Tongue
14436.M3.Tongue	14436	M3_Tongue
14437.M3.Tongue	14437	M3_Tongue
14438.M3.Tongue	14438	M3_Tongue
14439.M3.Tongue	14439	M3_Tongue
14440.M3.Tongue	14440	M3_Tongue
14441.M3.Tongue	14441	M3_Tongue
14442.M3.Tongue	14442	M3_Tongue
14443.M3.Tongue	14443	M3_Tongue
14444.M3.Tongue	14444	M3_Tongue
14445.M3.Tongue	14445	M3_Tongue
14446.M3.Tongue	14446	M3_Tongue
14447.M3.Tongue	14447	M3_Tongue
14448.M3.Tongue	14448	M3_Tongue
14449.M3.Tongue	14449	M3_Tongue
14451.M3.Tongue	14451	M3_Tongue
14452.M3.Tongue	14452	M3_Tongue
14453.M3.Tongue	14453	M3_Tongue
14454.M3.Tongue	14454	M3_Tongue
14455.M3.Tongue	14455	M3_Tongue
14456.M3.Tongue	14456	M3_Tongue
14457.M3.Tongue	14457	M3_Tongue
14458.M3.Tongue	14458	M3_Tongue
14459.M3.Tongue	14459	M3_Tongue
14460.M3.Tongue	14460	M3_Tongue
14461.M3.Tongue	14461	M3_Tongue
14462.M3.Tongue	14462	M3_Tongue
14463.M3.Tongue	14463	M3_Tongue
14465.M3.Tongue	14465	M3_Tongue
14466.M3.Tongue	14466	M3_Tongue
14467.M3.Tongue	14467	M3_Tongue
14468.M3.Tongue	14468	M3_Tongue
14469.M3.Tongue	14469	M3_Tongue
14470.M3.Tongue	14470	M3_Tongue
14471.M3.Tongue	14471	M3_Tongue
14472.M3.Tongue	14472	M3_Tongue
14473.M3.Tongue	14473	M3_Tongue
14474.M3.Tongue	14474	M3_Tongue
14475.M3.Tongue	14475	M3_Tongue
14476.M3.Tongue	14476	M3_Tongue
14477.M3.Tongue	14477	M3_Tongue
14478.M3.Tongue	14478	M3_Tongue
14479.M3.Tongue	14479	M3_Tongue
14480.M3.Tongue	14480	M3_Tongue
14481.M3.Tongue	14481	M3_Tongue
14482.M3.Tongue	14482	M3_Tongue
14484.M3.Tongue	14484	M3_Tongue
14485.M3.Tongue	14485	M3_Tongue
14487.M3.Tongue	14487	M3_Tongue
14488.M3.Tongue	14488	M3_Tongue
14489.M3.Tongue	14489	M3_Tongue
14490.M3.Tongue	14490	M3_Tongue
14491.M3.Tongue	14491	M3_Tongue
14492.M3.Tongue	14492	M3_Tongue
14493.M3.Tongue	14493	M3_Tongue
14494.M3.Tongue	14494	M3_Tongue
14495.M3.Tongue	14495	M3_Tongue
14496.M3.Tongue	14496	M3_Tongue
14497.M3.Tongue	14497	M3_Tongue
14498.M3.Tongue	14498	M3_Tongue
14499.M3.Tongue	14499	M3_Tongue
14500.M3.Tongue	14500	M3_Tongue
14501.M3.Tongue	14501	M3_Tongue
14503.M3.Tongue	14503	M3_Tongue
14504.M3.Tongue	14504	M3_Tongue
14505.M3.Tongue	14505	M3_Tongue
14506.M3.Tongue	14506	M3_Tongue
14507.M3.Tongue	14507	M3_Tongue
14508.M3.Tongue	14508	M3_Tongue
14509.M3.Tongue	14509	M3_Tongue
14510.M3.Tongue	14510	M3_Tongue
14511.M3.Tongue	14511	M3_Tongue
14512.M3.Tongue	14512	M3_Tongue
14513.M3.Tongue	14513	M3_Tongue
14514.M3.Tongue	14514	M3_Tongue
14516.M3.Tongue	14516	M3_Tongue
14517.M3.Tongue	14517	M3_Tongue
14518.M3.Tongue	14518	M3_Tongue
14519.M3.Tongue	14519	M3_Tongue
14520.M3.Tongue	14520	M3_Tongue
14521.M3.Tongue	14521	M3_Tongue
14522.M3.Tongue	14522	M3_Tongue
14523.M3.Tongue	14523	M3_Tongue
14524.M3.Tongue	14524	M3_Tongue
14525.M3.Tongue	14525	M3_Tongue
14526.M3.Tongue	14526	M3_Tongue
14527.M3.Tongue	14527	M3_Tongue
14528.M3.Tongue	14528	M3_Tongue
14529.M3.Tongue	14529	M3_Tongue
14530.M3.Tongue	14530	M3_Tongue
14531.M3.Tongue	14531	M3_Tongue
14532.M3.Tongue	14532	M3_Tongue
14533.M3.Tongue	14533	M3_Tongue
14534.M3.Tongue	14534	M3_Tongue
14535.M3.Tongue	14535	M3_Tongue
14536.M3.Tongue	14536	M3_Tongue
14538.M3.Tongue	14538	M3_Tongue
14539.M3.Tongue	14539	M3_Tongue
14540.M3.Tongue	14540	M3_Tongue
14541.M3.Tongue	14541	M3_Tongue
14542.M3.Tongue	14542	M3_Tongue
14543.M3.Tongue	14543	M3_Tongue
14544.M3.Tongue	14544	M3_Tongue
14545.M3.Tongue	14545	M3_Tongue
14546.M3.Tongue	14546	M3_Tongue
14547.M3.Tongue	14547	M3_Tongue
14548.M3.Tongue	14548	M3_Tongue
14549.M3.Tongue	14549	M3_Tongue
14550.M3.Tongue	14550	M3_Tongue
14551.M3.Tongue	14551	M3_Tongue
14552.M3.Tongue	14552	M3_Tongue
14553.M3.Tongue	14553	M3_Tongue
14554.M3.Tongue	14554	M3_Tongue
14555.M3.Tongue	14555	M3_Tongue
14556.M3.Tongue	14556	M3_Tongue
14557.M3.Tongue	14557	M3_Tongue
14558.M3.Tongue	14558	M3_Tongue
14559.M3.Tongue	14559	M3_Tongue
14562.M3.Tongue	14562	M3_Tongue
14563.M3.Tongue	14563	M3_Tongue
14564.M3.Tongue	14564	M3_Tongue
14565.M3.Tongue	14565	M3_Tongue
14566.M3.Tongue	14566	M3_Tongue
14567.M3.Tongue	14567	M3_Tongue
14568.M3.Tongue	14568	M3_Tongue
14569.M3.Tongue	14569	M3_Tongue
14570.M3.Tongue	14570	M3_Tongue
14571.M3.Tongue	14571	M3_Tongue
14572.M3.Tongue	14572	M3_Tongue
14573.M3.Tongue	14573	M3_Tongue
14574.M3.Tongue	14574	M3_Tongue
14575.M3.Tongue	14575	M3_Tongue
14576.M3.Tongue	14576	M3_Tongue
14578.M3.Tongue	14578	M3_Tongue
14579.M3.Tongue	14579	M3_Tongue
14583.M3.Tongue	14583	M3_Tongue
14584.M3.Tongue	14584	M3_Tongue
14585.M3.Tongue	14585	M3_Tongue
14586.M3.Tongue	14586	M3_Tongue
14588.M3.Tongue	14588	M3_Tongue
14589.M3.Tongue	14589	M3_Tongue
14590.M3.Tongue	14590	M3_Tongue
14591.M3.Tongue	14591	M3_Tongue
14593.M3.Tongue	14593	M3_Tongue
14611.M3.Tongue	14611	M3_Tongue
14612.M3.Tongue	14612	M3_Tongue
14613.M3.Tongue	14613	M3_Tongue
14614.M3.Tongue	14614	M3_Tongue
14615.M3.Tongue	14615	M3_Tongue
14616.M3.Tongue	14616	M3_Tongue
14611.M3.feces	14611	M3_feces
14612.M3.feces	14612	M3_feces
14615.M3.feces	14615	M3_feces
14047.F1.right outer ear	14047	F1_right outer ear
14139.F1.outer ear canal/earwax	14139	F1_outer ear canal/earwax
14139.F1.feces	14139	F1_feces
14139.F1.left sole of foot	14139	F1_left sole of foot
14139.F1.right sole of foot	14139	F1_right sole of foot
14139.F1.forehead	14139	F1_forehead
14139.F1.back of knees	14139	F1_back of knees
14139.F1.nostrils	14139	F1_nostrils
14139.F1.L.palm	14139	F1_L_palm
14139.F1.R.palm	14139	F1_R_palm
14139.F1.Tongue	14139	F1_Tongue
14140.F1.outer ear canal/earwax	14140	F1_outer ear canal/earwax
14140.F1.feces	14140	F1_feces
