OTU	Test-Statistic	P	FDR_P	Bonferroni_P	LH + LB/30_mean	LH/30_mean	C/0_mean	LH + LB/112_mean	C/30_mean	LH/112_mean	LB/30_mean	LB/112_mean	C/112_mean	taxonomy
514041	26.0	0.00105029973111	0.1011794397	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
404720	26.0	0.00105029973111	0.1011794397	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__
New.CleanUp.ReferenceOTU4910	26.0	0.00105029973111	0.1011794397	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
New.CleanUp.ReferenceOTU12422	26.0	0.00105029973111	0.1011794397	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
New.CleanUp.ReferenceOTU18930	26.0	0.00105029973111	0.1011794397	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
449595	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
562141	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
338840	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__
New.CleanUp.ReferenceOTU207	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
New.CleanUp.ReferenceOTU333	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
New.CleanUp.ReferenceOTU1512	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
New.CleanUp.ReferenceOTU3890	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
New.CleanUp.ReferenceOTU5758	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.CleanUp.ReferenceOTU6545	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
New.CleanUp.ReferenceOTU6738	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
New.CleanUp.ReferenceOTU8860	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__
New.CleanUp.ReferenceOTU9902	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
New.CleanUp.ReferenceOTU10103	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
New.CleanUp.ReferenceOTU10349	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
New.CleanUp.ReferenceOTU10584	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
New.CleanUp.ReferenceOTU13411	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
New.CleanUp.ReferenceOTU14034	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
New.CleanUp.ReferenceOTU15355	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
New.CleanUp.ReferenceOTU15435	25.92	0.00108392045373	0.1011794397	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae; g__; s__
569456	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	4.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__mexicana
573545	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	7.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
715527	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__mexicana
240278	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	6.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
4424907	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	17.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
New.CleanUp.ReferenceOTU619	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__
New.CleanUp.ReferenceOTU933	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
New.CleanUp.ReferenceOTU3914	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
New.CleanUp.ReferenceOTU5224	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
New.CleanUp.ReferenceOTU8312	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	2.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
New.CleanUp.ReferenceOTU8589	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
New.CleanUp.ReferenceOTU9609	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	2.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hylemonella; s__
New.CleanUp.ReferenceOTU10710	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	13.3333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
New.CleanUp.ReferenceOTU11360	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum
New.CleanUp.ReferenceOTU12327	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
New.CleanUp.ReferenceOTU14589	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	3.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
New.CleanUp.ReferenceOTU17190	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	4.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU17289	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	4.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
New.CleanUp.ReferenceOTU17333	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	21.3333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
New.CleanUp.ReferenceOTU17383	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
New.CleanUp.ReferenceOTU17597	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__
New.CleanUp.ReferenceOTU17965	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
New.CleanUp.ReferenceOTU18237	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	10.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
New.CleanUp.ReferenceOTU18420	25.893442623	0.0010953119318	0.1011794397	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
New.CleanUp.ReferenceOTU15740	25.8041714948	0.0011344667111	0.102657661164	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.66666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
New.CleanUp.ReferenceOTU13967	25.2460990294	0.00141205997478	0.125221478564	1.0	11.6666666667	7.0	0.0	0.0	1.66666666667	0.0	7.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
716286	25.1320569465	0.00147643611958	0.12836309322	1.0	0.0	0.0	0.0	34.0	0.0	69.6666666667	0.0	248.666666667	151.666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU557	25.0750988142	0.00150965055866	0.128726741867	1.0	1.66666666667	1.33333333333	0.0	0.0	0.0	0.0	1.33333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU43	24.7368313389	0.00172242808312	0.144098983407	1.0	170.333333333	136.333333333	0.0	7.0	84.6666666667	1.0	171.0	2.0	3.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
46006	24.4767870302	0.00190557944091	0.156413127911	1.0	12.6666666667	8.33333333333	0.0	0.0	4.33333333333	0.0	7.66666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
4431608	24.367756315	0.00198788637189	0.156413127911	1.0	1.66666666667	5.0	0.0	0.0	5.33333333333	0.0	1.66666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.ReferenceOTU115	24.3476113795	0.00200346753157	0.156413127911	1.0	35.3333333333	24.3333333333	0.0	0.333333333333	14.0	0.0	39.6666666667	2.0	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.ReferenceOTU50	24.3041152263	0.00203751579652	0.156413127911	1.0	27.0	29.6666666667	0.0	4.0	13.6666666667	1.0	36.6666666667	1.0	3.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus
New.CleanUp.ReferenceOTU15803	24.2771269672	0.0020589239863	0.156413127911	1.0	15.0	9.66666666667	0.0	0.0	2.66666666667	0.0	8.66666666667	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
1513771	24.2213215426	0.00210388688304	0.156413127911	1.0	20.3333333333	13.6666666667	0.0	0.0	8.66666666667	0.0	15.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
New.CleanUp.ReferenceOTU2890	24.2020425741	0.00211964079471	0.156413127911	1.0	5.66666666667	5.33333333333	0.0	0.0	2.0	0.0	7.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae
New.ReferenceOTU25	24.0995085995	0.00220537248903	0.156413127911	1.0	7.33333333333	9.66666666667	0.0	2.33333333333	24.6666666667	1.66666666667	10.6666666667	5.66666666667	4.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.ReferenceOTU77	24.0181392031	0.00227579671226	0.156413127911	1.0	183.0	135.333333333	0.0	21.3333333333	91.3333333333	3.0	177.0	16.0	6.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
604966	24.0073282443	0.00228531632334	0.156413127911	1.0	338.666666667	208.666666667	5.66666666667	3302.33333333	65.0	1591.66666667	92.3333333333	3026.33333333	4193.66666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU15307	23.9755469755	0.00231352591539	0.156413127911	1.0	5.66666666667	5.0	0.0	0.0	1.0	0.0	3.66666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.ReferenceOTU20	23.9055776486	0.00237682893467	0.156413127911	1.0	145.333333333	111.333333333	0.0	8.66666666667	66.0	7.33333333333	112.0	14.3333333333	9.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU24	23.8717635066	0.00240802120382	0.156413127911	1.0	87.3333333333	62.6666666667	0.0	25.0	39.3333333333	16.0	113.333333333	12.3333333333	11.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU90	23.8313425217	0.00244582981281	0.156413127911	1.0	105.0	100.666666667	0.0	9.33333333333	80.0	9.0	106.333333333	17.3333333333	16.3333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.CleanUp.ReferenceOTU8376	23.8313302517	0.00244584137687	0.156413127911	1.0	47.6666666667	35.3333333333	0.0	4.0	19.0	1.33333333333	40.3333333333	2.66666666667	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU12488	23.7638727952	0.00251022654876	0.156413127911	1.0	4.0	3.66666666667	0.0	0.0	0.666666666667	0.0	2.33333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
4429559	23.7000247097	0.00257268044833	0.156413127911	1.0	4.66666666667	4.0	0.0	0.0	3.33333333333	0.0	4.66666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.CleanUp.ReferenceOTU17089	23.6887069689	0.0025839072983	0.156413127911	1.0	9.33333333333	9.0	0.0	0.0	8.66666666667	2.0	13.6666666667	0.666666666667	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.CleanUp.ReferenceOTU2711	23.6751269036	0.00259744106584	0.156413127911	1.0	2.0	1.0	0.0	0.0	4.0	0.0	3.66666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.ReferenceOTU4	23.6692847419	0.00260328444982	0.156413127911	1.0	31.3333333333	29.6666666667	0.0	2.0	16.0	0.0	35.3333333333	0.666666666667	1.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
692154	23.4870381711	0.0027921120631	0.156413127911	1.0	66.6666666667	78.0	0.0	5.66666666667	48.3333333333	8.0	63.3333333333	15.0	8.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
102222	23.4664621677	0.00281424776096	0.156413127911	1.0	78.6666666667	55.6666666667	0.666666666667	5.33333333333	42.6666666667	2.0	81.6666666667	5.0	6.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus
New.ReferenceOTU73	23.4137650173	0.00287171835947	0.156413127911	1.0	158.0	141.333333333	0.333333333333	17.3333333333	84.0	9.33333333333	168.333333333	12.3333333333	14.3333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__
New.CleanUp.ReferenceOTU4369	23.4118959938	0.00287377744206	0.156413127911	1.0	24.0	10.6666666667	0.0	1.0	8.66666666667	0.0	15.0	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.ReferenceOTU5	23.3922832873	0.00289547105751	0.156413127911	1.0	24.3333333333	15.0	0.0	8.66666666667	8.33333333333	2.66666666667	15.6666666667	1.66666666667	1.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU11523	23.364191778	0.00292681988175	0.156413127911	1.0	31.3333333333	22.0	0.0	3.0	14.0	0.333333333333	34.3333333333	2.0	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__
New.ReferenceOTU63	23.3531819112	0.00293919593003	0.156413127911	1.0	33.0	27.6666666667	0.0	14.0	8.66666666667	3.66666666667	45.3333333333	9.0	4.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU8762	23.3443952802	0.00294910925571	0.156413127911	1.0	4.66666666667	4.33333333333	0.0	0.0	6.33333333333	0.0	6.33333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.ReferenceOTU37	23.3364579846	0.00295809219778	0.156413127911	1.0	16.6666666667	10.6666666667	0.0	0.666666666667	6.33333333333	0.0	18.0	0.666666666667	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU102	23.3263546798	0.00296956487318	0.156413127911	1.0	34.6666666667	24.3333333333	0.333333333333	7.0	15.3333333333	1.33333333333	33.0	6.66666666667	1.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU106	23.3193863319	0.00297750281164	0.156413127911	1.0	80.0	56.0	0.0	0.0	31.3333333333	1.0	75.3333333333	2.33333333333	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
846656	23.2831669044	0.00301909432353	0.156413127911	1.0	5.33333333333	3.66666666667	0.0	0.0	5.0	0.0	2.33333333333	0.0	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.ReferenceOTU1	23.2451908397	0.00306330764115	0.156413127911	1.0	341.333333333	291.333333333	0.666666666667	85.3333333333	188.666666667	30.6666666667	359.666666667	48.3333333333	76.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
1110317	23.1605089059	0.00316416922915	0.156413127911	1.0	4390.33333333	4398.66666667	7.66666666667	126.333333333	4267.66666667	72.3333333333	3664.66666667	159.666666667	162.333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
300495	23.1349643221	0.00319522108827	0.156413127911	1.0	47.0	43.3333333333	0.0	110.333333333	23.6666666667	122.333333333	56.6666666667	115.666666667	146.333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU588	23.1334709322	0.00319704555059	0.156413127911	1.0	0.0	1.66666666667	0.0	0.0	0.333333333333	0.0	2.33333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus
New.CleanUp.ReferenceOTU1072	23.0649318463	0.003281873953	0.156413127911	1.0	3.66666666667	2.66666666667	0.0	0.333333333333	3.0	0.0	0.666666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.CleanUp.ReferenceOTU16176	23.0411100756	0.0033118647352	0.156413127911	1.0	10.0	10.0	0.0	2.66666666667	4.0	3.0	12.3333333333	0.333333333333	1.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU27	23.0395514781	0.00331383618	0.156413127911	1.0	99.6666666667	74.6666666667	0.333333333333	25.3333333333	40.0	4.33333333333	93.6666666667	11.6666666667	17.6666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU2023	23.0326402862	0.00332259173747	0.156413127911	1.0	10.0	6.66666666667	0.0	1.0	5.0	0.0	9.33333333333	0.0	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
561885	23.0200876925	0.00333855153213	0.156413127911	1.0	4.0	2.33333333333	1869.66666667	33.6666666667	4.0	34.6666666667	6.66666666667	31.6666666667	21.3333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
New.CleanUp.ReferenceOTU12989	23.0096418733	0.00335188927757	0.156413127911	1.0	0.0	0.0	3.66666666667	0.0	0.0	1.33333333333	0.0	0.333333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum
692823	22.9551717047	0.00342227990036	0.156413127911	1.0	39.6666666667	30.3333333333	0.666666666667	5.0	20.6666666667	2.66666666667	29.6666666667	4.66666666667	3.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU67	22.9178684668	0.00347130958672	0.156413127911	1.0	66.0	56.3333333333	0.0	8.0	28.3333333333	2.0	71.3333333333	4.33333333333	7.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
