OTU	Test-Statistic	P	FDR_P	Bonferroni_P	LH + LB/30_mean	LH/30_mean	C/0_mean	LH + LB/112_mean	C/30_mean	LH/112_mean	LB/30_mean	LB/112_mean	C/112_mean	taxonomy
New.CleanUp.ReferenceOTU792	14.7686731392	0.0638026480217	0.347544153966	1.0	2.66666666667	1.0	0.0	0.666666666667	1.33333333333	0.333333333333	2.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
171518	14.7527017102	0.0641361896816	0.348932349753	1.0	0.0	2.66666666667	3.33333333333	4.66666666667	1.0	2.33333333333	0.666666666667	4.33333333333	5.66666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU6520	14.7140572758	0.0649497919339	0.351987424883	1.0	1.0	0.0	0.0	2.33333333333	0.0	1.33333333333	0.666666666667	0.333333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.CleanUp.ReferenceOTU1002	14.7107246377	0.0650203930557	0.351987424883	1.0	0.0	0.0	0.0	0.333333333333	0.333333333333	0.666666666667	0.0	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU6728	14.7107246377	0.0650203930557	0.351987424883	1.0	0.666666666667	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU17686	14.7107246377	0.0650203930557	0.351987424883	1.0	1.33333333333	0.0	0.0	0.333333333333	0.666666666667	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
591499	14.707222866	0.0650946523238	0.351987424883	1.0	0.0	0.0	0.0	1.0	0.0	0.666666666667	0.0	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
540940	14.6959975558	0.0653332179694	0.352421989958	1.0	72.6666666667	73.6666666667	11.0	65.0	62.3333333333	58.0	82.0	53.3333333333	54.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU14182	14.6959616701	0.0653339819002	0.352421989958	1.0	0.0	1.33333333333	0.0	0.666666666667	1.0	0.0	2.0	0.0	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__
New.CleanUp.ReferenceOTU7007	14.6860012555	0.0655463320911	0.353137832919	1.0	0.333333333333	1.66666666667	0.0	1.0	0.0	1.0	0.666666666667	1.66666666667	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU7375	14.6650113801	0.0659958766936	0.355128297645	1.0	10.0	5.33333333333	0.0	15.6666666667	2.33333333333	1.33333333333	4.66666666667	7.33333333333	5.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
1107335	14.6539643516	0.0662335954532	0.355975469381	1.0	6.66666666667	9.33333333333	47.3333333333	32.6666666667	8.66666666667	48.3333333333	4.33333333333	44.0	35.3333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae
New.CleanUp.ReferenceOTU6838	14.630617284	0.0667385541564	0.358255144224	1.0	3.66666666667	1.66666666667	0.0	0.0	1.33333333333	0.333333333333	3.33333333333	0.0	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
1005995	14.6074657334	0.0672427296407	0.360525106683	1.0	0.333333333333	0.0	3.33333333333	0.333333333333	0.0	0.0	1.0	1.33333333333	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Gordoniaceae; g__Gordonia; s__
704462	14.5807865893	0.0678280069059	0.363223892054	1.0	0.0	0.0	10.6666666667	0.666666666667	0.333333333333	9.0	0.0	2.66666666667	0.666666666667	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
268101	14.5689114168	0.068090001796	0.364187054238	1.0	0.333333333333	0.333333333333	0.0	2.0	1.66666666667	2.33333333333	0.333333333333	1.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
754778	14.5573536896	0.0683458731917	0.365115182809	1.0	63.0	83.6666666667	118.666666667	104.0	1159.33333333	138.0	75.3333333333	136.333333333	121.666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia
New.ReferenceOTU105	14.5204678363	0.0691683082779	0.369064114205	1.0	0.666666666667	0.0	20.6666666667	3.33333333333	3.0	1.0	1.0	4.0	1.33333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.CleanUp.ReferenceOTU7583	14.5056381073	0.069501480816	0.369960414364	1.0	2.33333333333	5.0	0.0	3.33333333333	0.666666666667	1.0	4.0	3.66666666667	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
820086	14.5055633913	0.0695031630955	0.369960414364	1.0	0.0	0.0	1.33333333333	2.33333333333	0.0	0.333333333333	0.333333333333	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
New.CleanUp.ReferenceOTU9653	14.4666666667	0.0703839678183	0.374199656243	1.0	0.0	1.33333333333	0.0	0.0	0.333333333333	0.333333333333	0.333333333333	0.0	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
237081	14.4114132674	0.0716525218095	0.380487762519	1.0	12.0	5.66666666667	0.333333333333	4.66666666667	6.33333333333	6.33333333333	7.0	1.66666666667	2.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
667570	14.4064792176	0.0717668007141	0.380638749242	1.0	5.33333333333	10.3333333333	19.0	21.3333333333	82.6666666667	23.3333333333	7.0	28.3333333333	20.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens
745465	14.3749676752	0.0725005398518	0.384070960218	1.0	1.66666666667	2.33333333333	0.333333333333	0.0	2.66666666667	0.333333333333	1.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
656517	14.3311369104	0.0735323917088	0.389072344674	1.0	0.0	1.66666666667	2.66666666667	3.0	11.6666666667	1.66666666667	2.66666666667	3.66666666667	6.33333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.CleanUp.ReferenceOTU2287	14.2774957699	0.0748132140215	0.395377581611	1.0	1.33333333333	1.66666666667	0.0	0.333333333333	1.0	0.0	5.0	0.0	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU14827	14.2704313725	0.0749833851553	0.395805154499	1.0	0.0	0.333333333333	2.33333333333	1.0	0.0	0.0	0.0	0.333333333333	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
New.CleanUp.ReferenceOTU11463	14.26094668	0.0752124061964	0.396416092215	1.0	1.66666666667	0.666666666667	0.0	0.333333333333	2.33333333333	0.333333333333	3.0	2.33333333333	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.ReferenceOTU61	14.2582377854	0.0752779318098	0.396416092215	1.0	10.0	7.33333333333	0.0	7.66666666667	4.33333333333	2.0	9.0	2.66666666667	1.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU10838	14.2255892256	0.0760717242025	0.399970579976	1.0	0.0	0.666666666667	0.0	0.333333333333	0.333333333333	0.666666666667	2.66666666667	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.ReferenceOTU99	14.2230683801	0.0761333264546	0.399970579976	1.0	0.0	0.0	0.333333333333	1.33333333333	0.333333333333	0.333333333333	0.0	2.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
838837	14.2150947391	0.0763284752318	0.400521253465	1.0	0.666666666667	0.333333333333	28.0	2.0	1.66666666667	3.66666666667	2.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
New.CleanUp.ReferenceOTU9605	14.2094356261	0.0764672507651	0.400775165358	1.0	0.666666666667	0.333333333333	0.0	4.0	2.0	2.66666666667	0.666666666667	4.33333333333	4.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU12129	14.1995268139	0.0767107865089	0.401576891831	1.0	0.333333333333	0.666666666667	0.0	1.66666666667	0.0	0.333333333333	0.0	0.666666666667	1.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
674655	14.1350574713	0.0783124057647	0.409477838633	1.0	0.666666666667	1.0	14.6666666667	0.333333333333	0.333333333333	2.66666666667	0.333333333333	3.66666666667	1.66666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__alaskensis
201245	14.1307291667	0.0784210035722	0.409562697102	1.0	0.0	0.0	8.0	0.666666666667	0.0	1.66666666667	0.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
New.ReferenceOTU83	14.1264764294	0.0785278371749	0.409638152981	1.0	8.66666666667	3.0	0.0	8.33333333333	1.66666666667	3.33333333333	6.33333333333	1.66666666667	2.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
725198	14.1200645824	0.0786891573092	0.409997324922	1.0	0.333333333333	2.66666666667	0.0	0.333333333333	0.0	0.0	1.0	1.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
591699	14.0782198247	0.0797492899435	0.415033276537	1.0	0.333333333333	0.333333333333	13.3333333333	1.66666666667	0.0	5.0	1.0	0.666666666667	3.66666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__adhaesivum
New.CleanUp.ReferenceOTU14369	14.0490265072	0.080496474602	0.41843067806	1.0	0.333333333333	2.33333333333	0.0	0.666666666667	1.66666666667	0.333333333333	2.33333333333	0.666666666667	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
2354411	14.0162601626	0.0813425844185	0.422333746266	1.0	0.0	0.0	8.33333333333	0.666666666667	0.0	2.0	0.333333333333	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
888396	14.0055158581	0.081621760704	0.42328758709	1.0	0.333333333333	0.333333333333	5.0	1.33333333333	0.0	0.333333333333	0.0	1.0	1.33333333333	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
New.CleanUp.ReferenceOTU14948	13.9966666667	0.0818523397151	0.423987469973	1.0	1.33333333333	0.666666666667	0.0	0.666666666667	1.0	0.0	0.666666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU17435	13.9875090777	0.0820915689817	0.424433040869	1.0	0.666666666667	0.333333333333	0.0	0.0	1.66666666667	0.0	1.33333333333	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
332486	13.9860476915	0.0821298035781	0.424433040869	1.0	1.0	2.33333333333	0.0	0.0	1.33333333333	0.666666666667	0.666666666667	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
347846	13.9449586573	0.0832113769742	0.429521822472	1.0	0.333333333333	0.0	5.66666666667	0.333333333333	0.0	1.66666666667	0.333333333333	3.33333333333	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__yabuuchiae
769643	13.934303351	0.0834939275924	0.430207626882	1.0	0.666666666667	0.666666666667	25.0	1.0	0.666666666667	2.66666666667	0.0	2.33333333333	2.33333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__
866365	13.9326334208	0.0835382874934	0.430207626882	1.0	0.666666666667	0.0	3.66666666667	0.0	0.0	1.0	0.666666666667	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
78009	13.8930560713	0.0845958092046	0.434909037538	1.0	0.333333333333	0.0	0.333333333333	1.0	0.0	3.66666666667	0.333333333333	2.33333333333	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
New.CleanUp.ReferenceOTU3862	13.8911372549	0.0846473837157	0.434909037538	1.0	0.666666666667	0.333333333333	2.0	0.0	0.0	0.0	0.333333333333	3.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
668514	13.8762962963	0.0850472340144	0.436457680115	1.0	0.0	0.666666666667	0.666666666667	1.66666666667	0.333333333333	2.33333333333	0.0	0.333333333333	3.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU717	13.8697116088	0.0852251811418	0.436782696905	1.0	1.33333333333	0.666666666667	0.0	0.0	0.666666666667	0.0	1.33333333333	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
219549	13.8666666667	0.085307581308	0.436782696905	1.0	1.33333333333	0.333333333333	0.333333333333	2.0	0.333333333333	0.666666666667	1.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
1003206	13.8323007022	0.0862425181289	0.44106035223	1.0	0.666666666667	4.0	4.0	6.66666666667	0.666666666667	7.0	2.33333333333	5.66666666667	7.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
New.CleanUp.ReferenceOTU10143	13.7664007092	0.0880609799908	0.449841457695	1.0	1.66666666667	0.0	0.0	0.0	0.333333333333	0.0	2.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
560465	13.7297650131	0.0890866388129	0.454557142113	1.0	0.666666666667	0.666666666667	0.666666666667	4.0	0.0	3.66666666667	1.66666666667	4.66666666667	1.33333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens
4345543	13.7074409012	0.0897168359221	0.455409713459	1.0	0.0	0.0	0.333333333333	0.0	0.0	2.33333333333	0.666666666667	0.666666666667	0.333333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
New.CleanUp.ReferenceOTU15565	13.7074409012	0.0897168359221	0.455409713459	1.0	1.66666666667	0.666666666667	0.0	0.0	0.666666666667	0.0	0.333333333333	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
49435	13.6993839836	0.0899452515142	0.455409713459	1.0	0.0	0.0	1.66666666667	1.0	0.0	0.666666666667	0.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__yabuuchiae
New.ReferenceOTU113	13.6914893617	0.0901695681776	0.455409713459	1.0	0.0	1.0	0.0	0.0	15.0	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia
New.CleanUp.ReferenceOTU16833	13.689201511	0.0902346678694	0.455409713459	1.0	1.0	1.33333333333	0.0	0.0	0.666666666667	0.0	3.0	0.666666666667	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU1241	13.6842105263	0.090376829174	0.455409713459	1.0	0.666666666667	0.0	0.0	0.333333333333	0.333333333333	0.0	1.0	0.0	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
547304	13.6822695035	0.0904321703546	0.455409713459	1.0	0.333333333333	0.0	1.0	1.66666666667	0.0	0.333333333333	0.0	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
822419	13.673032039	0.0906959565421	0.455409713459	1.0	1.33333333333	1.0	1.66666666667	2.66666666667	0.666666666667	7.0	2.0	5.33333333333	1.33333333333	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
1010721	13.664426797	0.090942304803	0.455409713459	1.0	17.6666666667	20.6666666667	45.6666666667	70.3333333333	27.3333333333	73.3333333333	11.3333333333	63.0	45.3333333333	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
531722	13.6544688401	0.0912281212028	0.455409713459	1.0	0.0	0.0	0.0	0.333333333333	0.0	1.0	0.0	1.66666666667	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
176591	13.6544688401	0.0912281212028	0.455409713459	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.333333333333	1.66666666667	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermacoccaceae; g__Dermacoccus; s__
278795	13.6471111111	0.0914398181473	0.455409713459	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.333333333333	0.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__
New.ReferenceOTU72	13.6368265607	0.0917364579754	0.455409713459	1.0	25.3333333333	18.6666666667	1.33333333333	20.3333333333	14.6666666667	16.3333333333	24.3333333333	14.6666666667	17.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU13803	13.6037703513	0.0926957099188	0.455409713459	1.0	0.0	0.0	13.3333333333	2.33333333333	0.0	1.33333333333	0.0	0.333333333333	0.666666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
New.CleanUp.ReferenceOTU8175	13.579540122	0.0934044933588	0.455409713459	1.0	0.0	0.0	0.0	1.66666666667	0.0	1.33333333333	0.0	1.66666666667	3.66666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU6884	13.5777777778	0.093456232811	0.455409713459	1.0	1.33333333333	0.333333333333	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU7366	13.5777777778	0.093456232811	0.455409713459	1.0	0.0	0.0	0.0	0.0	0.666666666667	0.333333333333	0.0	1.33333333333	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
949789	13.5687319565	0.0937222036536	0.455409713459	1.0	0.333333333333	0.0	2.33333333333	0.0	0.0	0.0	0.0	0.666666666667	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__
New.CleanUp.ReferenceOTU4062	13.5687319565	0.0937222036536	0.455409713459	1.0	0.333333333333	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.666666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
New.CleanUp.ReferenceOTU6060	13.5687319565	0.0937222036536	0.455409713459	1.0	0.333333333333	0.666666666667	0.0	0.0	0.0	0.0	2.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU15888	13.514739229	0.0953237508023	0.455409713459	1.0	0.0	0.333333333333	0.0	0.333333333333	0.0	0.333333333333	1.33333333333	0.0	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
210791	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.0	2.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
544313	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
548253	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.0	2.66666666667	0.0	0.0	0.0	0.0	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum
547181	13.4755555556	0.0965011791149	0.455409713459	1.0	0.666666666667	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Wautersiella; s__
New.CleanUp.ReferenceOTU12	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.0	1.33333333333	0.0	0.333333333333	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Larkinella; s__
New.CleanUp.ReferenceOTU435	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
New.CleanUp.ReferenceOTU2236	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.0	2.66666666667	0.0	0.0	0.333333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
New.CleanUp.ReferenceOTU11578	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.0	1.33333333333	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__
New.CleanUp.ReferenceOTU12115	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.0	1.33333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
New.CleanUp.ReferenceOTU17264	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.333333333333	2.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__
New.CleanUp.ReferenceOTU17792	13.4755555556	0.0965011791149	0.455409713459	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	1.33333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU17932	13.4755555556	0.0965011791149	0.455409713459	1.0	0.0	0.0	6.66666666667	0.0	0.666666666667	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
539390	13.4617486339	0.096919122638	0.455409713459	1.0	0.0	0.0	3.33333333333	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
656366	13.4617486339	0.096919122638	0.455409713459	1.0	0.0	0.333333333333	11.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Leadbetterella; s__
816760	13.4617486339	0.096919122638	0.455409713459	1.0	0.0	0.0	5.66666666667	0.0	0.0	0.333333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
561534	13.4617486339	0.096919122638	0.455409713459	1.0	0.0	0.0	6.66666666667	0.0	0.0	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Larkinella; s__
4378411	13.4617486339	0.096919122638	0.455409713459	1.0	0.0	0.0	3.66666666667	0.0	0.333333333333	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__
927089	13.4617486339	0.096919122638	0.455409713459	1.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	2.33333333333	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
