Length	Count
183.0	1944
193.0	0
203.0	0
213.0	2996
223.0	5782
233.0	1
243.0	37
253.0	16678
263.0	5411
273.0	1111
283.0	447
293.0	7525
303.0	282
313.0	2173
323.0	1
333.0	1
343.0	0
353.0	0
363.0	111
373.0	0
383.0	0
393.0	2
403.0	1
413.0	0
423.0	0
433.0	0
443.0	0
453.0	0
463.0	0
473.0	0
483.0	3
493.0	0
--

