OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C_mean	C-LATE_mean	C-NO_mean	LB500-LATE_mean	LB500-EARLY_mean	C-EARLY_mean	LB500-NO_mean	taxonomy
815480	15.5407446172	0.0164431855559	0.0860021876113	1.0	147.25	0.25	1.75	1.5	1.75	0.25	5.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
573413	15.5206374853	0.0165717633412	0.0865323603038	1.0	57.25	0.75	0.75	0.5	1.25	0.5	2.75	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__yabuuchiae
New.CleanUp.ReferenceOTU8851	15.4609952925	0.0169588449268	0.0884084047002	1.0	0.0	0.0	0.75	2.75	0.5	0.25	2.25	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
715885	15.405	0.0173301292093	0.089174451271	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
1025949	15.405	0.0173301292093	0.089174451271	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
732609	15.405	0.0173301292093	0.089174451271	1.0	1.25	0.0	0.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Promicromonosporaceae; g__Cellulosimicrobium; s__
1051517	15.405	0.0173301292093	0.089174451271	1.0	0.0	1.0	0.0	0.25	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
280968	15.405	0.0173301292093	0.089174451271	1.0	1.5	0.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum
New.CleanUp.ReferenceOTU315	15.405	0.0173301292093	0.089174451271	1.0	1.25	0.0	0.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
New.CleanUp.ReferenceOTU6847	15.405	0.0173301292093	0.089174451271	1.0	0.0	0.25	0.0	0.0	0.0	1.5	0.0	Unassigned
New.CleanUp.ReferenceOTU8464	15.405	0.0173301292093	0.089174451271	1.0	0.0	0.0	0.0	0.0	1.0	0.25	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
156232	15.3876347709	0.0174468443252	0.0896299918483	1.0	0.0	4.0	0.0	1.0	11.0	28.5	0.25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__
792868	15.3594903988	0.0176376080362	0.0904638605728	1.0	3.5	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
1083508	15.2936672185	0.0180915863003	0.0926429056926	1.0	358.75	3.25	5.0	3.0	6.0	3.25	31.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
967275	15.1996792302	0.0187592379116	0.0954377726701	1.0	22.5	0.25	0.25	0.25	0.0	0.25	0.25	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
