	sequences per sample	iteration	146	151	145	147	150	157	168	153	171	158	152	166	163	165	148	160	156	162	161	155
alpha_rarefaction_10_0.txt	10	0	11.0	11.0	13.0	12.0	9.0	22.0	11.0	11.0	5.5	1.0	22.0	9.0	2.0	5.0	4.0	5.33333333333	4.0	2.0	3.0	1.0
alpha_rarefaction_10_1.txt	10	1	22.0	7.0	13.0	12.0	7.0	5.0	4.5	6.5	8.5	2.0	12.0	2.0	2.0	12.0	13.0	8.0	8.0	3.0	2.0	2.0
alpha_rarefaction_10_2.txt	10	2	7.0	9.0	13.0	16.0	12.0	3.0	29.0	9.0	9.0	2.0	13.0	5.0	2.0	4.0	23.0	4.0	5.0	3.0	2.0	2.0
alpha_rarefaction_10_3.txt	10	3	22.0	6.5	29.0	12.0	16.0	5.5	16.0	22.0	9.0	1.0	7.0	9.0	5.0	6.5	13.0	6.5	7.0	3.0	2.0	1.0
alpha_rarefaction_10_4.txt	10	4	7.0	9.0	23.0	9.0	9.0	3.0	7.0	29.0	7.0	1.0	11.0	7.0	3.0	5.0	12.0	5.0	8.0	5.33333333333	4.5	1.0
alpha_rarefaction_10_5.txt	10	5	22.0	7.0	16.0	3.0	6.5	2.0	12.0	6.5	5.0	1.0	8.5	9.0	3.0	4.0	29.0	4.5	6.5	3.0	2.0	2.0
alpha_rarefaction_10_6.txt	10	6	16.0	4.5	13.0	12.0	6.5	8.0	13.0	6.5	12.0	2.0	9.0	11.0	2.0	8.0	22.0	3.0	2.0	1.0	3.0	2.0
alpha_rarefaction_10_7.txt	10	7	12.0	22.0	23.0	7.0	12.0	4.0	6.5	8.5	3.0	1.0	12.0	11.0	2.0	3.0	12.0	3.0	11.0	5.0	3.0	2.0
alpha_rarefaction_10_8.txt	10	8	3.0	3.0	7.0	13.0	6.5	9.0	3.0	22.0	22.0	1.0	29.0	13.0	2.0	12.0	13.0	3.0	5.0	2.0	7.0	1.0
alpha_rarefaction_10_9.txt	10	9	16.0	9.0	12.0	12.0	6.2	3.0	29.0	22.0	16.0	2.0	13.0	9.0	3.0	22.0	8.5	3.0	3.0	4.0	4.5	1.0
alpha_rarefaction_1009_0.txt	1009	0	122.4	55.0	174.055555556	158.0	32.6666666667	32.5	43.3333333333	52.0	16.0	6.0	35.0	48.6	20.0	27.0	204.428571429	22.3333333333	39.0	18.2	23.0	3.0
alpha_rarefaction_1009_1.txt	1009	1	129.153846154	40.5	152.882352941	118.882352941	34.0	32.0	44.6666666667	39.5	19.0	8.0	47.3333333333	55.0	14.25	18.5	153.928571429	16.2	40.5	34.0	33.0	2.0
alpha_rarefaction_1009_2.txt	1009	2	130.0	33.0	168.894736842	137.0	31.0	29.0	48.75	40.5	15.0	9.0	39.0	52.5	16.5	30.5	125.6	20.5	36.0	16.75	28.3333333333	3.0
alpha_rarefaction_1009_3.txt	1009	3	102.772727273	38.0	156.0	127.555555556	35.75	66.0	48.5	44.0	15.0	4.0	55.0	46.5	13.0	35.0	103.0	20.0	43.0	22.4285714286	21.0	3.0
alpha_rarefaction_1009_4.txt	1009	4	136.769230769	36.5	164.666666667	131.0	27.5	30.5	58.25	47.6	14.0	6.0	51.0	52.0	15.2	30.0	125.214285714	16.0	48.0	23.0	29.3333333333	3.0
alpha_rarefaction_1009_5.txt	1009	5	157.076923077	40.25	130.05	173.75	30.5	29.3333333333	58.0	40.0	24.0	5.0	41.2	56.3333333333	18.3333333333	23.0	110.9375	19.4285714286	31.6	20.0	39.0	5.5
alpha_rarefaction_1009_6.txt	1009	6	151.909090909	39.75	204.4	119.166666667	30.3333333333	36.0	72.0	41.0	18.5	6.0	35.6	54.1428571429	23.6	21.6	112.0	18.2	39.25	32.0	27.0	5.0
alpha_rarefaction_1009_7.txt	1009	7	97.4	33.5	169.5	115.666666667	32.0	38.5	46.75	43.5	30.0	6.0	40.0	50.0	17.0	21.0	143.052631579	24.1428571429	39.5	21.75	29.3333333333	4.0
alpha_rarefaction_1009_8.txt	1009	8	116.25	65.5	151.571428571	145.0	33.3333333333	42.5	46.3333333333	43.0	20.0	7.0	39.0	51.0	17.5	21.0	120.176470588	33.0	38.0	32.0	23.75	3.0
alpha_rarefaction_1009_9.txt	1009	9	147.214285714	52.0	148.333333333	170.0	28.2	43.0	49.5	35.5	14.0	5.0	46.6666666667	55.0	18.5	34.3333333333	127.714285714	26.25	35.3333333333	18.0	19.5	2.0
alpha_rarefaction_2008_0.txt	2008	0	153.142857143	35.2	204.0	178.12	33.0	36.0	55.2	58.75	20.0	8.0	40.5	53.3333333333	21.3333333333	25.3333333333	155.5	24.0	42.5	23.2	33.3333333333	4.0
alpha_rarefaction_2008_1.txt	2008	1	170.789473684	45.0	168.44	188.235294118	46.0	37.0	52.0	51.3333333333	21.0	6.0	43.0	58.0	15.0	35.3333333333	150.0	24.5	41.2	21.2	34.8571428571	12.0
alpha_rarefaction_2008_2.txt	2008	2	197.833333333	42.75	269.428571429	230.545454545	38.0	41.5	50.875	61.0	20.5	8.0	54.0	52.5	16.0	23.6	161.866666667	22.5	38.0	23.6666666667	40.0	7.0
