New.ReferenceOTU0	177_32096
New.ReferenceOTU1	173_12847	157_21529	172_46525	168_30224	150_20340	152_27843
New.ReferenceOTU2	156_7163
New.ReferenceOTU3	148_29819
New.ReferenceOTU4	152_13419
New.ReferenceOTU5	148_1454
New.ReferenceOTU6	163_372
New.ReferenceOTU7	172_42369
New.ReferenceOTU8	165_33245
New.ReferenceOTU9	156_149
New.ReferenceOTU10	147_33260
New.ReferenceOTU11	170_57242
New.ReferenceOTU12	165_49147
New.ReferenceOTU13	156_10361
New.ReferenceOTU14	147_2668
New.ReferenceOTU15	165_25655
New.ReferenceOTU16	148_8173
New.ReferenceOTU17	178_56027
New.ReferenceOTU18	156_14365
New.ReferenceOTU19	156_23191
New.ReferenceOTU20	171_32717	161_34823
New.ReferenceOTU21	172_14988
New.ReferenceOTU22	148_32254
New.ReferenceOTU23	155_35083
New.ReferenceOTU24	150_32748
New.ReferenceOTU25	176_26671
New.ReferenceOTU26	146_13984
New.ReferenceOTU27	155_4628
New.ReferenceOTU28	148_9091
New.ReferenceOTU29	166_37235
New.ReferenceOTU30	165_49446
New.ReferenceOTU31	147_12030
New.ReferenceOTU32	156_26750
New.ReferenceOTU33	170_33370
New.ReferenceOTU34	178_11391
New.ReferenceOTU35	148_32812
New.ReferenceOTU36	147_24178
New.ReferenceOTU37	170_19242
New.ReferenceOTU38	156_31352
New.ReferenceOTU39	163_1316
New.ReferenceOTU40	167_17605
New.ReferenceOTU41	175_3584	172_23135
New.ReferenceOTU42	148_15742
New.ReferenceOTU43	156_35723
New.ReferenceOTU44	156_12804
New.ReferenceOTU45	177_18322
New.ReferenceOTU46	165_15933
New.ReferenceOTU47	147_38036
New.ReferenceOTU48	173_30492
New.ReferenceOTU49	168_32125
New.ReferenceOTU50	176_42322
New.ReferenceOTU51	168_43813
New.ReferenceOTU52	151_3080
New.ReferenceOTU53	158_21371
New.ReferenceOTU54	156_22450
New.ReferenceOTU55	147_10543
New.ReferenceOTU56	147_20166
New.ReferenceOTU57	147_34727
New.ReferenceOTU58	165_11445
New.ReferenceOTU59	157_10408	171_3443	165_8598	156_14877	173_25682	165_1581	153_13646	157_18683	175_40637
New.ReferenceOTU60	158_5860
New.ReferenceOTU61	148_11623
New.ReferenceOTU62	158_27905
New.ReferenceOTU63	168_43931
New.ReferenceOTU64	156_20304
New.ReferenceOTU65	177_27956	161_29142
New.ReferenceOTU66	152_31373
New.ReferenceOTU67	157_34097
New.ReferenceOTU68	175_44557
New.ReferenceOTU69	167_30995
New.ReferenceOTU70	156_2272
New.ReferenceOTU71	146_28927
New.ReferenceOTU72	156_22910
New.ReferenceOTU73	167_15959	161_45128	165_23356	152_40790	172_22242	178_25850	165_48399
New.ReferenceOTU74	151_23255
New.ReferenceOTU75	156_25086
New.ReferenceOTU76	166_3882
New.ReferenceOTU77	175_7036
New.ReferenceOTU78	165_6741
New.ReferenceOTU79	173_42656	171_12717	173_24656
New.ReferenceOTU80	170_42002
New.ReferenceOTU81	147_22899
New.ReferenceOTU82	173_40727
New.ReferenceOTU83	147_25445
