	sequences per sample	iteration	663	680	672	693	669	670	667	665	698	695	659	679	694	697	662	677	660	657	692	700	699
alpha_rarefaction_10_0.txt	10	0	4.0	4.0	4.0	1.0	5.0	4.0	5.0	5.0	3.0	2.0	9.0	3.0	4.0	1.0	5.0	6.0	7.0	4.0	1.0	2.0	3.0
alpha_rarefaction_10_1.txt	10	1	5.0	3.0	4.0	1.0	4.0	4.0	4.0	4.0	3.0	1.0	6.0	2.0	5.0	1.0	4.0	5.0	6.0	8.0	1.0	4.0	6.0
alpha_rarefaction_10_2.txt	10	2	6.0	6.0	3.0	1.0	2.0	4.0	5.0	4.0	1.0	1.0	9.0	2.0	3.0	1.0	5.0	4.0	8.0	5.0	1.0	2.0	5.0
alpha_rarefaction_10_3.txt	10	3	4.0	4.0	5.0	1.0	5.0	4.0	6.0	4.0	2.0	1.0	5.0	6.0	3.0	1.0	3.0	4.0	7.0	8.0	1.0	4.0	3.0
alpha_rarefaction_10_4.txt	10	4	4.0	4.0	2.0	3.0	5.0	4.0	4.0	5.0	1.0	1.0	5.0	4.0	4.0	1.0	3.0	4.0	9.0	7.0	3.0	4.0	2.0
alpha_rarefaction_10_5.txt	10	5	3.0	6.0	5.0	1.0	6.0	4.0	4.0	4.0	1.0	1.0	9.0	5.0	5.0	1.0	5.0	7.0	8.0	7.0	1.0	1.0	4.0
alpha_rarefaction_10_6.txt	10	6	5.0	4.0	2.0	2.0	4.0	3.0	4.0	3.0	1.0	2.0	7.0	4.0	5.0	1.0	3.0	6.0	8.0	4.0	2.0	2.0	1.0
alpha_rarefaction_10_7.txt	10	7	5.0	4.0	4.0	2.0	3.0	4.0	3.0	5.0	1.0	2.0	8.0	2.0	4.0	1.0	5.0	3.0	7.0	7.0	2.0	2.0	1.0
alpha_rarefaction_10_8.txt	10	8	2.0	4.0	3.0	1.0	3.0	5.0	4.0	4.0	2.0	1.0	6.0	5.0	3.0	1.0	3.0	5.0	8.0	5.0	2.0	3.0	3.0
alpha_rarefaction_10_9.txt	10	9	6.0	3.0	5.0	2.0	4.0	4.0	6.0	1.0	2.0	1.0	7.0	3.0	3.0	1.0	6.0	5.0	7.0	4.0	1.0	2.0	3.0
alpha_rarefaction_2009_0.txt	2009	0	67.0	48.0	44.0	13.0	61.0	52.0	51.0	63.0	26.0	15.0	99.0	19.0	31.0	12.0	56.0	61.0	61.0	89.0	14.0	23.0	30.0
alpha_rarefaction_2009_1.txt	2009	1	62.0	49.0	52.0	10.0	65.0	51.0	54.0	59.0	21.0	17.0	99.0	28.0	31.0	7.0	60.0	62.0	65.0	87.0	16.0	27.0	28.0
alpha_rarefaction_2009_2.txt	2009	2	67.0	52.0	55.0	18.0	63.0	56.0	42.0	58.0	22.0	21.0	93.0	23.0	33.0	9.0	55.0	68.0	63.0	84.0	15.0	28.0	31.0
alpha_rarefaction_2009_3.txt	2009	3	66.0	49.0	43.0	13.0	64.0	56.0	44.0	55.0	25.0	23.0	101.0	24.0	32.0	10.0	58.0	66.0	67.0	80.0	13.0	27.0	30.0
alpha_rarefaction_2009_4.txt	2009	4	66.0	47.0	51.0	11.0	66.0	58.0	55.0	62.0	24.0	18.0	102.0	20.0	31.0	9.0	59.0	63.0	63.0	87.0	15.0	26.0	34.0
alpha_rarefaction_2009_5.txt	2009	5	64.0	45.0	51.0	13.0	72.0	49.0	49.0	60.0	26.0	20.0	94.0	22.0	30.0	11.0	60.0	54.0	71.0	83.0	15.0	19.0	33.0
alpha_rarefaction_2009_6.txt	2009	6	62.0	51.0	50.0	11.0	62.0	53.0	60.0	56.0	25.0	17.0	98.0	24.0	36.0	7.0	57.0	58.0	67.0	89.0	12.0	28.0	30.0
alpha_rarefaction_2009_7.txt	2009	7	60.0	51.0	46.0	10.0	65.0	55.0	51.0	56.0	24.0	15.0	90.0	21.0	32.0	7.0	60.0	57.0	64.0	91.0	12.0	27.0	31.0
