candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
10002 207_13189	294		289174	97.30	294
100027 148_3558	293		289174	96.20	293
1000654 148_3833	293		4388133	93.90	293
1003206 207_2342	293		926588	91.50	293
1004022 201_13023	293		651100	96.60	293
1004148 186_21410	294		4414872	92.20	294
1005995 201_19128	293		241543	94.50	293
100650 148_74016	222		289174	95.00	222
1007180 202_2439	293		831289	93.20	293
1007926 193_45427	291		316765	95.50	291
1008648 198_37076	293		1096652	95.20	293
1009173 186_28735	293		241543	92.80	293
1009440 146_2575	293		4454756	90.10	293
1009801 201_40012	293		348590	89.40	293
1009894 207_23315	293		126133	97.60	293
1009973 207_1112	293		926588	92.80	293
1010721 186_2695	293		993578	89.40	293
101152 203_54457	293		126133	99.00	293
1011712 147_16973	294		4363681	97.60	294
1013464 181_50074	293		902443	85.70	293
1017542 147_1214	293		100443	90.10	293
10180 207_31743	230		289174	97.40	230
1019465 183_45597	293		518033	96.20	293
1019594 191_13937	293		4432284	93.90	293
10196 148_15917	278		289174	97.50	278
1020262 201_43983	293		327512	89.40	293
1022184 171_8896	293		289174	96.60	293
102222 186_7196	293		518033	95.20	293
102348 201_32959	293		4403	90.40	293
1024093 192_41857	291		932989	95.20	291
1024188 208_36630	228		4302012	89.50	228
1025949 146_1766	293		4302012	95.60	293
1026498 203_38932	293		4307887	98.00	293
1027587 196_51926	292		4399328	94.50	292
1028297 192_58577	293		236255	91.10	293
1028542 148_23695	293		588720	90.10	293
102883 181_9881	293		716416	91.80	293
1029165 201_22449	292		4141532	97.60	292
1030519 201_75	293		4463767	94.50	293
103166 201_44949	293		289174	94.90	293
103211 186_2092	293		618926	92.20	293
1033018 207_14645	293		4304452	98.00	293
1033380 147_6062	293		4463767	94.50	293
103410 148_69553	293		4302012	92.50	293
1034564 146_64070	293		993578	90.40	293
1034839 147_43859	293		4403	94.90	293
103743 202_21630	293		4456735	95.60	293
1038732 202_24513	293		354006	93.50	293
1039092 207_6228	293		993578	89.10	293
1039594 146_10019	293		264416	96.60	293
1039872 186_10150	293		1953696	92.80	293
1040009 186_27648	292		4399328	95.20	292
1040027 148_33971	292		2435847	91.80	292
104044 201_1179	221		559954	95.50	221
1040713 202_29660	294		269248	96.60	294
1040796 207_13897	293		1040796	99.30	293
1040889 208_58236	293		216888	94.50	293
104162 197_14385	293		516285	90.80	293
1042160 148_57582	293		304089	95.20	293
1042479 192_32986	293		851822	94.90	293
1042671 147_7497	293		591063	93.50	293
104622 206_13273	293		4406763	98.60	293
1046254 147_15736	293		127534	93.50	293
1047041 201_27162	293		4363681	93.20	293
1047075 186_1302	293		4463767	95.60	293
1048878 203_36733	293		27485	95.20	293
1049387 146_3785	293		93199	96.90	293
1051459 146_38031	281		264416	96.80	281
1051517 201_1869	293		336760	95.20	293
105210 147_36142	293		334122	91.50	293
1052559 202_30887	293		354006	92.80	293
1052930 202_11374	293		651100	94.20	293
1053100 207_1974	293		4445042	89.40	293
1053703 202_12921	293		40435	95.20	293
1053775 202_1290	277		1107910	93.50	277
1053898 192_46126	292		14283	87.30	292
105561 147_31729	293		824639	89.10	293
1057116 201_25314	293		1953696	95.90	293
1058844 147_15624	293		354006	92.80	293
105921 202_12769	293		270418	95.20	293
1059729 207_13004	293		945326	95.20	293
1059857 201_39343	294		1093166	89.80	294
1060029 192_34832	294		4363681	97.30	294
1060234 183_48219	293		73760	94.50	293
1060517 202_29630	293		4304452	95.90	293
1060565 202_9907	293		831289	93.90	293
1062061 192_49437	293		325539	94.90	293
1062748 207_31532	293		4323733	98.00	293
1064410 148_87776	293		100443	94.20	293
106543 147_31592	293		831289	95.90	293
1067865 201_16690	230		4456735	94.30	230
1068363 201_26539	293		1125136	91.50	293
1068470 186_37679	293		40435	94.20	293
1068902 201_43243	293		4463767	92.80	293
1070477 147_34982	293		805194	90.10	293
1072513 202_23379	293		201562	95.90	293
1072801 203_26325	293		264412	94.20	293
107349 207_34577	293		4456735	95.60	293
1074210 147_4345	293		258882	96.90	293
1074625 147_34139	293		322340	94.50	293
1074801 173_4383	292		926588	96.20	292
107523 147_22132	292		1146188	96.20	292
1075600 203_34121	293		201562	97.30	293
1075821 172_13777	293		1096652	90.10	293
1076587 202_3216	293		193666	94.20	293
1076759 186_22997	293		4403	96.60	293
1077505 147_19399	293		327512	94.90	293
1078207 207_1273	292		4399328	95.20	292
1078373 201_40537	293		289174	95.60	293
1080436 146_33727	293		1953696	93.90	293
1080820 207_22013	294		4363681	95.60	294
1081222 201_7224	292		2435847	93.80	292
1082539 206_31534	292		316765	93.50	292
1083037 202_34696	293		97342	92.80	293
1083508 202_1434	293		93199	93.20	293
1084045 201_23328	293		1140492	95.60	293
1084417 202_15416	293		264416	93.20	293
1084865 202_36573	293		928249	94.90	293
1084950 202_1895	293		294399	96.20	293
1086274 206_957	293		708925	97.60	293
1086621 201_16685	293		589504	94.90	293
1087966 207_22941	293		993578	91.10	293
