# Constructed from biom file
#OTU ID	C	C-AS	LB	LB+LP	LB-AS
Unassigned;Other	0.00369465411252	0.00131709376606	0.00113374954007	0.00121192690694	0.00137855098974
k__Bacteria;Other	0.000105828340207	6.19538879507e-05	5.68370481829e-05	6.59397379009e-05	7.10364439156e-05
k__Bacteria;p__Actinobacteria	0.000143179519104	0.000204218371393	0.000157548308998	3.97912211471e-05	1.10994443618e-05
k__Bacteria;p__Armatimonadetes	0.0	0.0	0.0	3.41067609832e-06	0.0
k__Bacteria;p__Bacteroidetes	7.62586569139e-05	8.94889492621e-05	1.79485415314e-05	1.59164884588e-05	3.77381108302e-05
k__Bacteria;p__Chloroflexi	6.22519648276e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria	0.110957902109	0.014474263896	0.0130745153645	0.0140110574119	0.0131794802352
k__Bacteria;p__Firmicutes	0.484947474905	0.783914017182	0.923194202222	0.92007876388	0.883875393198
k__Bacteria;p__Fusobacteria	4.98015718621e-05	0.0	0.0	1.13689203277e-06	6.65966661709e-06
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0	0.0	0.0	3.41067609832e-06	0.0
k__Bacteria;p__Proteobacteria	0.400018675589	0.199938963947	0.0623651989745	0.0645584140811	0.101440041912
k__Bacteria;p__[Thermi]	0.0	0.0	0.0	1.0232028295e-05	0.0
