# Constructed from biom file
#OTU ID	657	659	660	662	663	665	667	669	670	672	677	679	680	692	693	694	695	697	698	699	700
No blast hit;Other;Other;Other;Other	7.28173013908e-05	8.0092907773e-05	0.000200465078983	0.0	8.91424496345e-05	0.000317158261973	0.000125292348814	0.0	0.000199371978268	0.000541791853421	0.000223934073809	0.00013487389291	5.38444970924e-05	0.0	5.48726953468e-05	0.0	5.23944252332e-05	2.82573681087e-05	4.45434298441e-05	0.0	4.8225308642e-05
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae	0.0246486565208	0.0144968163069	0.0347205516799	0.0716458889878	0.0615082902478	0.0486611390512	0.19679251587	0.0732205909682	0.0620046852415	0.0154164409201	0.0756001433178	0.0119588185047	0.0463870342451	0.00168325878902	0.00120719929763	0.0393758559969	0.00188619930839	0.000536889994066	0.00530066815145	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae	3.64086506954e-05	0.000440510992752	0.00264613904258	0.0	0.0	0.0	0.0	0.0	4.98429945671e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae_sedis	0.0	0.00124144007048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00769772353908	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.000364086506954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae	0.000764581664604	0.00977133474831	0.0	0.0	0.00138170796933	0.0	0.0	0.0	0.00034890096197	0.0	0.00237370118237	0.0	0.0	0.0	2.74363476734e-05	0.0	0.0	0.0	0.0	0.00286317765783	0.00212191358025
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae	0.0	0.000280325177206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Venturiaceae	0.000436903808345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified	0.00112866817156	8.0092907773e-05	0.00453051078502	0.0	0.0	0.0	0.0	0.0013008734436	4.98429945671e-05	0.0	0.00582228591903	0.0	0.00107688994185	0.0	0.0	0.0	0.0	2.82573681087e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified	0.403953979466	0.172560169797	0.294483201026	0.0	0.0	0.0	0.00129468760441	0.00385616056495	0.00398743956537	4.92538048564e-05	0.00277678251523	0.0	0.000996123196209	0.0	0.0	0.0	0.000288169338782	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032856137057	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae	0.00141993737712	0.000440510992752	0.00060139523695	0.0	0.00098056694598	0.00086085813964	0.0	0.000464597658428	0.0	0.0	0.0	0.0	0.00269222485462	4.80931082576e-05	2.74363476734e-05	0.0	0.0	0.0	0.0	0.700164280685	0.800395447531
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Incertae_sedis;f__Monascaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47868147617e-05	0.0	0.0	0.96977348146	0.956458516242	0.543778125611	0.953106989416	0.991494532199	0.908374164811	0.0	9.6450617284e-05
k__Fungi;p__Ascomycota;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016897441915	0.0018325617284
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae	0.000182043253477	0.000600696808298	0.0	0.0006678539626	0.000846853271528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026872088857	0.0	0.0	9.61862165152e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Eremotheciaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00225299225534	0.0
