	sequences per sample	iteration	426	425	447	1157	1032	431	1017	1035	1145	1158	1155	1033	1154	429	451	1140	757	430	1018	1139	1019	1156	1020	1153	1031	1138	1016	435	427	440	437	424	836	834	837	841	832	838	844	842	831	839	843	1024	457	441	449	1162	761	1142	759	1040
alpha_rarefaction_10_0.txt	10	0	5.0	5.0	2.0	5.0	2.0	5.0	1.0	2.0	1.0	4.0	3.0	2.0	3.0	6.0	6.0	3.0	2.0	2.0	1.0	2.0	1.0	3.0	2.0	4.0	1.0	2.0	2.0	8.0	6.0	6.0	4.0	3.0	4.0	2.0	3.0	2.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	5.0	3.0	2.0	2.0	3.0	1.0
alpha_rarefaction_10_1.txt	10	1	5.0	5.0	1.0	4.0	2.0	5.0	1.0	1.0	5.0	7.0	1.0	2.0	3.0	5.0	5.0	1.0	2.0	4.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	2.0	1.0	8.0	6.0	6.0	7.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	1.0	4.0	2.0	3.0	4.0	4.0	2.0	1.0	3.0	2.0
alpha_rarefaction_10_2.txt	10	2	3.0	4.0	1.0	3.0	2.0	7.0	1.0	1.0	2.0	6.0	2.0	1.0	4.0	7.0	5.0	3.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	2.0	1.0	7.0	4.0	4.0	4.0	5.0	3.0	3.0	3.0	2.0	4.0	4.0	4.0	2.0	3.0	4.0	3.0	3.0	2.0	4.0	3.0	2.0	2.0	1.0	4.0	1.0
alpha_rarefaction_10_3.txt	10	3	6.0	4.0	2.0	3.0	3.0	4.0	1.0	3.0	2.0	6.0	3.0	2.0	6.0	4.0	3.0	1.0	2.0	2.0	2.0	1.0	1.0	3.0	1.0	3.0	1.0	2.0	1.0	6.0	4.0	5.0	5.0	3.0	4.0	2.0	3.0	2.0	4.0	2.0	3.0	4.0	2.0	3.0	2.0	4.0	3.0	3.0	6.0	3.0	2.0	2.0	3.0	2.0
alpha_rarefaction_10_4.txt	10	4	3.0	6.0	2.0	3.0	2.0	4.0	2.0	2.0	3.0	5.0	3.0	3.0	4.0	5.0	3.0	2.0	2.0	5.0	2.0	1.0	1.0	3.0	2.0	4.0	1.0	1.0	1.0	9.0	4.0	5.0	5.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	3.0	5.0	5.0	2.0	3.0	2.0	4.0	3.0	3.0	2.0	2.0	2.0	1.0
alpha_rarefaction_10_5.txt	10	5	4.0	4.0	2.0	3.0	1.0	6.0	1.0	2.0	1.0	6.0	4.0	2.0	3.0	6.0	5.0	2.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	4.0	2.0	2.0	1.0	6.0	6.0	6.0	7.0	5.0	1.0	1.0	3.0	4.0	4.0	2.0	2.0	4.0	3.0	3.0	2.0	2.0	1.0	5.0	5.0	3.0	3.0	2.0	2.0	2.0
alpha_rarefaction_10_6.txt	10	6	4.0	4.0	2.0	5.0	2.0	4.0	1.0	2.0	2.0	4.0	3.0	2.0	6.0	5.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	2.0	1.0	7.0	3.0	5.0	7.0	4.0	2.0	4.0	4.0	3.0	4.0	3.0	2.0	3.0	2.0	3.0	4.0	4.0	2.0	3.0	3.0	3.0	2.0	1.0	2.0	2.0
alpha_rarefaction_10_7.txt	10	7	5.0	5.0	3.0	3.0	2.0	5.0	2.0	2.0	3.0	6.0	3.0	3.0	5.0	3.0	4.0	2.0	2.0	4.0	1.0	1.0	1.0	3.0	1.0	4.0	1.0	2.0	1.0	8.0	8.0	6.0	4.0	6.0	2.0	5.0	3.0	4.0	3.0	3.0	2.0	4.0	1.0	3.0	1.0	4.0	2.0	5.0	5.0	3.0	2.0	1.0	3.0	2.0
alpha_rarefaction_10_8.txt	10	8	4.0	4.0	3.0	3.0	3.0	3.0	1.0	2.0	2.0	6.0	5.0	5.0	2.0	5.0	7.0	2.0	2.0	3.0	1.0	1.0	3.0	3.0	2.0	3.0	2.0	3.0	1.0	8.0	5.0	6.0	6.0	4.0	2.0	2.0	3.0	3.0	4.0	2.0	1.0	3.0	4.0	4.0	3.0	3.0	1.0	5.0	4.0	2.0	3.0	1.0	2.0	2.0
