Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
1016.extendedFrags	96.2700256818	54.0	412.264675309	32708.0	50.0
1017.extendedFrags	96.5841489158	54.0	413.976758566	46899.0	41.6666666667
1018.extendedFrags	96.5682527221	54.0	411.931654305	48401.0	50.0
1019.extendedFrags	96.5061852223	53.0	411.939317954	47856.0	50.0
1020.extendedFrags	95.8942839582	53.0	413.971161647	40675.0	50.0
1021.extendedFrags	97.6041169654	53.0	411.984868107	58684.0	41.6666666667
1022.extendedFrags	97.357509312	53.0	411.984064235	56916.0	50.0
1023.extendedFrags	97.1419904227	53.0	411.985395766	46151.0	50.0
1024.extendedFrags	97.5452691927	53.0	411.97401942	49537.0	41.6666666667
1025.extendedFrags	97.3696333149	53.0	411.985857748	43416.0	33.3333333333
1026.extendedFrags	97.4115843202	53.0	412.868622269	49567.0	50.0
1027.extendedFrags	97.6812837047	53.0	412.847617791	60637.0	41.6666666667
1028.extendedFrags	97.3248171804	53.0	411.985420716	43212.0	33.3333333333
1029.extendedFrags	97.3883057906	53.0	412.853398406	53069.0	50.0
1030.extendedFrags	97.5068399453	53.0	412.813320793	58480.0	50.0
1031.extendedFrags	96.7846007862	53.0	411.986851023	36885.0	41.6666666667
1032.extendedFrags	96.8816376789	52.0	411.979836848	32485.0	33.3333333333
1033.extendedFrags	97.0384734036	52.0	412.91613415	22691.0	33.3333333333
1034.extendedFrags	97.1383037694	52.0	412.881478659	28864.0	33.3333333333
1035.extendedFrags	96.1893504447	52.0	411.975177305	17766.0	50.0
1036.extendedFrags	97.0268802607	53.0	412.859285908	29464.0	33.3333333333
1037.extendedFrags	97.4323184739	53.0	411.989531536	34389.0	41.6666666667
1038.extendedFrags	97.4253879825	53.0	412.756884202	50260.0	41.6666666667
1039.extendedFrags	96.9571428571	53.0	411.965142857	35000.0	33.3333333333
1040.extendedFrags	97.460853104	53.0	411.992489557	48599.0	41.6666666667
1138.extendedFrags	95.4216094902	52.0	412.907662712	15595.0	41.6666666667
1139.extendedFrags	93.8276553106	52.0	411.942284569	7485.0	41.6666666667
1140.extendedFrags	93.1446858683	52.0	411.924877884	5937.0	41.6666666667
1141.extendedFrags	94.8573270998	52.0	412.92382718	12406.0	50.0
1142.extendedFrags	94.6241876236	52.0	411.970542526	14156.0	50.0
1143.extendedFrags	97.3828007569	53.0	412.845019364	56549.0	50.0
1144.extendedFrags	97.4167724644	53.0	412.815700381	56712.0	50.0
1145.extendedFrags	97.0889798514	53.0	411.989746851	50326.0	50.0
1146.extendedFrags	97.0132933105	53.0	412.791809605	46640.0	41.6666666667
1147.extendedFrags	96.9513456028	53.0	412.795899678	33851.0	41.6666666667
1148.extendedFrags	96.4505119454	53.0	412.769064846	36625.0	50.0
1149.extendedFrags	96.7430194386	53.0	411.977057283	27111.0	41.6666666667
1150.extendedFrags	96.8275305821	53.0	412.900154591	29756.0	41.6666666667
1151.extendedFrags	97.0080712497	53.0	412.7967715	35930.0	50.0
1152.extendedFrags	96.9532364276	53.0	412.706642794	32953.0	41.6666666667
1153.extendedFrags	96.4437901914	52.0	412.93189742	12907.0	33.3333333333
1154.extendedFrags	96.6675884956	52.0	412.943100111	14464.0	41.6666666667
1155.extendedFrags	94.5773195876	52.0	411.955257732	4850.0	41.6666666667
1156.extendedFrags	95.8595307468	52.0	411.978837602	13042.0	25.0
1157.extendedFrags	93.0078125	52.0	412.918554687	5120.0	41.6666666667
1158.extendedFrags	97.0712408845	53.0	412.853148711	33871.0	50.0
1159.extendedFrags	97.2837837838	53.0	411.984027027	37000.0	50.0
1160.extendedFrags	96.9527186761	53.0	412.738014184	42300.0	50.0
1161.extendedFrags	96.7934674368	53.0	411.98892153	40168.0	41.6666666667
1162.extendedFrags	96.9444514359	53.0	412.704764542	39731.0	50.0
424.extendedFrags	95.9075342466	54.0	413.007305936	17520.0	50.0
425.extendedFrags	93.2422099025	54.0	413.683425731	10462.0	50.0
426.extendedFrags	95.9038837664	54.0	414.775691534	17895.0	41.6666666667
