Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
427.extendedFrags	95.8957560576	54.0	413.70721133	20759.0	41.6666666667
429.extendedFrags	94.1805819418	53.0	412.400759924	20002.0	41.6666666667
430.extendedFrags	94.2749665052	53.0	413.957229723	19406.0	41.6666666667
431.extendedFrags	94.8369098712	53.0	411.989055794	23300.0	50.0
432.extendedFrags	94.6687926791	52.0	412.010433637	28849.0	50.0
434.extendedFrags	97.5336802338	53.0	411.984318198	28058.0	50.0
435.extendedFrags	97.271800102	53.0	412.918255992	19610.0	41.6666666667
436.extendedFrags	97.5593667546	53.0	412.928915102	25772.0	33.3333333333
437.extendedFrags	97.3946943045	53.0	411.989065323	31551.0	50.0
439.extendedFrags	96.9547458244	53.0	411.994055081	24727.0	41.6666666667
440.extendedFrags	97.308433826	53.0	411.976562205	26453.0	41.6666666667
441.extendedFrags	97.5812400512	53.0	412.933843227	25757.0	41.6666666667
442.extendedFrags	97.9644596155	53.0	411.994101702	39842.0	41.6666666667
447.extendedFrags	96.3938948476	53.0	413.966715668	55101.0	41.6666666667
448.extendedFrags	96.6791644349	53.0	411.941008071	54143.0	50.0
449.extendedFrags	96.5079948539	53.0	413.971594274	48969.0	41.6666666667
450.extendedFrags	96.1934252188	53.0	412.523048985	42952.0	50.0
451.extendedFrags	96.5469112529	53.0	411.997099768	55168.0	50.0
452.extendedFrags	97.6490690549	53.0	411.987302616	67888.0	50.0
453.extendedFrags	97.6680965242	53.0	412.877138167	56649.0	50.0
454.extendedFrags	97.4609601885	53.0	411.987869032	60259.0	41.6666666667
455.extendedFrags	97.7659421792	53.0	411.982220025	62711.0	41.6666666667
456.extendedFrags	97.7584470891	53.0	411.998679498	60583.0	50.0
457.extendedFrags	97.4745021855	53.0	411.984570553	53534.0	41.6666666667
458.extendedFrags	97.571690283	53.0	411.97468875	53494.0	41.6666666667
459.extendedFrags	97.699350212	53.0	412.898090679	54941.0	50.0
460.extendedFrags	97.6473047009	53.0	411.992013376	66987.0	50.0
461.extendedFrags	97.6768189509	53.0	411.993367174	59100.0	50.0
757.extendedFrags	96.5485156511	53.0	411.961552641	56961.0	41.6666666667
758.extendedFrags	96.7349251632	53.0	411.991773809	51178.0	41.6666666667
759.extendedFrags	96.4317387448	52.0	413.97495957	57507.0	33.3333333333
760.extendedFrags	96.4609545231	53.0	411.977068251	56908.0	50.0
761.extendedFrags	96.4687584009	53.0	411.935404585	52078.0	50.0
762.extendedFrags	97.7627963544	53.0	412.877869702	66601.0	50.0
763.extendedFrags	97.9393939394	53.0	412.922937063	64350.0	41.6666666667
764.extendedFrags	97.3681877028	53.0	412.796265097	56387.0	41.6666666667
765.extendedFrags	97.2775324017	53.0	412.819998552	41433.0	41.6666666667
766.extendedFrags	97.2025402824	53.0	413.971658007	38106.0	41.6666666667
831.extendedFrags	94.7979232414	51.0	412.904408022	9823.0	50.0
832.extendedFrags	94.5534591195	52.0	411.979496855	7950.0	41.6666666667
833.extendedFrags	96.0254945584	52.0	411.98911671	16631.0	41.6666666667
834.extendedFrags	92.836999436	51.0	412.897537131	5319.0	41.6666666667
836.extendedFrags	97.689379905	53.0	412.934756981	29689.0	41.6666666667
837.extendedFrags	97.8789413701	53.0	411.981448651	31588.0	50.0
838.extendedFrags	97.8066432793	53.0	412.924623116	31641.0	33.3333333333
839.extendedFrags	97.8478021112	53.0	412.929667559	31735.0	50.0
841.extendedFrags	96.5641656417	53.0	412.92603526	12195.0	41.6666666667
842.extendedFrags	97.8051996986	53.0	412.931644059	31848.0	33.3333333333
843.extendedFrags	97.7564102564	53.0	412.932472348	31824.0	50.0
844.extendedFrags	97.9498311626	53.0	412.921279547	33168.0	41.6666666667
