Length	Count
195.0	587
205.0	1
215.0	1874
225.0	3182
235.0	1266
245.0	1622
255.0	31394
265.0	701
275.0	16224
285.0	2249
295.0	13637
305.0	236
315.0	0
325.0	0
335.0	0
345.0	0
355.0	2
365.0	22
375.0	0
385.0	1
395.0	105
405.0	37
415.0	0
425.0	0
435.0	0
445.0	0
455.0	0
465.0	0
475.0	7
485.0	20
495.0	0
--

