OTU	Test-Statistic	P	FDR_P	Bonferroni_P	LH + LB/30_mean	LH/30_mean	LH/10_mean	C/0_mean	LB/10_mean	C/10_mean	LH + LB/92_mean	C/92_mean	LB/30_mean	C/30_mean	LH + LB/10_mean	LB/92_mean	LH/92_mean	taxonomy
4344055	31.5926467008	0.0015987404871	0.0346917600309	1.0	0.0	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
362342	31.5926467008	0.0015987404871	0.0346917600309	1.0	0.333333333333	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
531675	31.5811123281	0.00160527424307	0.0346917600309	1.0	0.666666666667	0.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
New.CleanUp.ReferenceOTU376	31.5811123281	0.00160527424307	0.0346917600309	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	Unassigned
New.CleanUp.ReferenceOTU8032	31.5091583768	0.00164661960062	0.0348624913419	1.0	0.666666666667	0.333333333333	6.0	0.0	5.0	0.333333333333	0.333333333333	0.0	2.0	0.0	6.66666666667	0.0	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
1104936	31.5050300452	0.00164902272671	0.0348624913419	1.0	11.3333333333	14.0	27.6666666667	3.33333333333	21.6666666667	105.0	21.6666666667	120.666666667	18.3333333333	55.0	37.6666666667	7.0	25.3333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU5000	31.3924846407	0.00171585690318	0.0356954562634	1.0	0.666666666667	0.0	7.66666666667	0.0	3.66666666667	21.6666666667	0.333333333333	0.666666666667	0.666666666667	3.66666666667	4.0	1.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.ReferenceOTU69	31.3772090189	0.00172512744923	0.0356954562634	1.0	0.333333333333	0.333333333333	3.33333333333	0.0	1.66666666667	0.0	0.0	0.0	0.333333333333	0.0	2.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU2668	31.2981731732	0.00177387100732	0.0362957587761	1.0	0.0	1.66666666667	1.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
579608	31.2407407407	0.00181012267418	0.0362957587761	1.0	0.333333333333	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
588097	31.2407407407	0.00181012267418	0.0362957587761	1.0	0.0	0.333333333333	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
554981	31.0522508723	0.0019341929924	0.0381274342312	1.0	0.0	0.0	0.666666666667	5.33333333333	0.0	0.333333333333	1.33333333333	6.33333333333	0.0	0.0	0.0	3.33333333333	2.33333333333	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
4380803	31.0427246259	0.00194067660097	0.0381274342312	1.0	8.0	6.33333333333	16.3333333333	0.0	8.66666666667	53.0	22.0	12.3333333333	8.33333333333	37.0	3.66666666667	23.3333333333	17.6666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.ReferenceOTU27	31.0010820315	0.00196926576669	0.0383022191621	1.0	11.3333333333	8.33333333333	15.0	0.0	9.0	59.3333333333	27.0	21.0	24.6666666667	92.6666666667	2.66666666667	24.6666666667	13.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
