OTU	Test-Statistic	P	FDR_P	Bonferroni_P	LH + LB/30_mean	LH/30_mean	LH/10_mean	C/0_mean	LB/10_mean	C/10_mean	LH + LB/92_mean	C/92_mean	LB/30_mean	C/30_mean	LH + LB/10_mean	LB/92_mean	LH/92_mean	taxonomy
687318	21.1740362114	0.0478893109032	0.226079392492	1.0	0.333333333333	0.666666666667	0.666666666667	0.0	0.0	11.0	0.666666666667	4.33333333333	0.0	7.66666666667	0.333333333333	1.33333333333	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU5011	21.1428571429	0.0483272598947	0.227594480618	1.0	0.0	0.0	0.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	1.33333333333	0.0	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU90	21.107377935	0.048830005984	0.229406670625	1.0	0.0	0.0	0.0	0.0	1.33333333333	0.666666666667	0.333333333333	0.666666666667	1.33333333333	0.333333333333	0.666666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus
134671	21.0269971145	0.0499865152682	0.234274149871	1.0	0.0	1.0	0.333333333333	0.0	1.0	1.66666666667	0.0	2.66666666667	0.333333333333	1.33333333333	0.666666666667	0.333333333333	1.66666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU55	20.9764347448	0.0507265942656	0.237171215977	1.0	0.0	0.0	0.0	0.0	0.333333333333	3.33333333333	0.0	0.0	0.333333333333	1.0	0.333333333333	0.666666666667	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU5340	20.9414117177	0.0512449957141	0.239020423654	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.66666666667	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
New.CleanUp.ReferenceOTU6104	20.9324932493	0.0513777642015	0.239066390842	1.0	0.333333333333	0.0	0.0	0.0	0.0	1.66666666667	0.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU2747	20.8888888889	0.0520313667043	0.241170833261	1.0	0.0	0.0	0.333333333333	0.0	0.666666666667	1.33333333333	0.0	1.0	0.0	0.333333333333	0.0	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
581021	20.8857953081	0.0520780205499	0.241170833261	1.0	0.333333333333	1.0	0.666666666667	0.0	0.333333333333	3.0	0.0	0.333333333333	0.333333333333	2.66666666667	0.666666666667	0.0	0.666666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU8540	20.8690083058	0.0523318396291	0.241770613013	1.0	0.0	0.333333333333	0.0	0.0	0.666666666667	0.0	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	Unassigned
587618	20.8081714001	0.0532610391944	0.245014325228	1.0	0.0	0.333333333333	0.333333333333	0.333333333333	0.0	3.0	1.0	1.66666666667	0.0	0.666666666667	0.333333333333	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU96	20.806557377	0.0532858918105	0.245014325228	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.33333333333	0.666666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__
826270	20.7801801802	0.0536935251932	0.246306383257	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
New.CleanUp.ReferenceOTU10224	20.7425756609	0.0542795084121	0.248408573792	1.0	2.0	2.66666666667	4.0	0.333333333333	2.33333333333	0.0	1.66666666667	0.666666666667	3.66666666667	1.33333333333	1.33333333333	1.66666666667	1.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU2845	20.6780952381	0.0552976642938	0.251882803399	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.333333333333	0.666666666667	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae
New.CleanUp.ReferenceOTU11255	20.6780952381	0.0552976642938	0.251882803399	1.0	0.0	0.0	0.333333333333	0.0	0.0	1.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU3617	20.6372956498	0.0559507106253	0.254261991043	1.0	0.0	0.333333333333	2.66666666667	0.0	0.666666666667	10.6666666667	0.333333333333	0.333333333333	1.0	1.33333333333	1.33333333333	1.0	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__mesenteroides
New.CleanUp.ReferenceOTU4373	20.5863479303	0.0567758888328	0.257410498321	1.0	1.0	1.33333333333	2.0	0.0	1.66666666667	6.0	3.33333333333	0.333333333333	3.33333333333	6.0	0.666666666667	1.33333333333	2.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella
298120	20.5647058824	0.0571297016196	0.257812690604	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU4838	20.5647058824	0.0571297016196	0.257812690604	1.0	0.0	0.0	0.666666666667	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU19	20.5229656678	0.0578176654021	0.260313331498	1.0	0.333333333333	0.666666666667	1.0	0.0	1.33333333333	7.0	1.66666666667	1.66666666667	0.666666666667	7.33333333333	1.0	3.33333333333	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
581189	20.5016329197	0.0581721264816	0.261304355674	1.0	1.0	0.666666666667	1.0	0.0	3.0	3.0	0.666666666667	1.33333333333	2.66666666667	3.33333333333	1.0	0.0	2.33333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
3931371	20.4246309246	0.0594677963863	0.266001760817	1.0	0.333333333333	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.33333333333	0.333333333333	1.33333333333	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU2282	20.4232423242	0.0594913963781	0.266001760817	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	1.66666666667	0.0	0.0	0.0	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU4607	20.3953043953	0.0599679963916	0.267517782068	1.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.666666666667	0.0	0.666666666667	1.0	0.666666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__
347922	20.341496853	0.0608955250618	0.271033858685	1.0	0.0	0.0	0.0	0.0	0.333333333333	0.333333333333	1.66666666667	1.0	0.333333333333	0.666666666667	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
759061	20.3154059175	0.0613498676244	0.272432631346	1.0	0.333333333333	0.333333333333	0.666666666667	0.333333333333	0.0	1.66666666667	0.0	1.0	0.0	1.0	2.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU7195	20.3012637587	0.0615973973602	0.272908742291	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.666666666667	0.333333333333	0.0	0.333333333333	2.66666666667	0.0	0.0	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
625693	20.17794401	0.0637938485779	0.280993178873	1.0	1.33333333333	0.333333333333	0.666666666667	0.0	0.666666666667	1.33333333333	2.0	5.33333333333	0.666666666667	2.66666666667	0.333333333333	3.66666666667	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
976441	20.1681681682	0.0639709116694	0.280993178873	1.0	0.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
New.CleanUp.ReferenceOTU2498	20.1681681682	0.0639709116694	0.280993178873	1.0	0.0	0.0	0.0	1.33333333333	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
1007180	20.1586097946	0.0641444583133	0.280993178873	1.0	0.0	0.0	0.0	3.33333333333	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__organophilum
New.CleanUp.ReferenceOTU609	20.1586097946	0.0641444583133	0.280993178873	1.0	0.0	0.0	0.0	1.66666666667	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens
658224	20.1242997199	0.0647708621053	0.281340439994	1.0	0.0	0.666666666667	1.66666666667	0.0	0.333333333333	0.666666666667	0.0	0.333333333333	1.33333333333	1.0	0.0	0.666666666667	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU2605	20.0773797339	0.065636283828	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	2.66666666667	0.333333333333	0.333333333333	0.333333333333	0.333333333333	0.333333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU1297	20.0194428865	0.0667190615588	0.281340439994	1.0	0.0	0.0	0.666666666667	0.0	0.333333333333	1.66666666667	0.0	0.0	0.0	1.33333333333	0.333333333333	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
383023	19.968555484	0.0676831302874	0.281340439994	1.0	1.0	0.0	0.0	10.0	0.0	0.333333333333	0.333333333333	1.0	0.0	0.0	0.333333333333	0.333333333333	2.66666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
578058	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
543173	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66666666667	0.0	0.0	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
574655	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__
528753	19.9159159159	0.0686933628118	0.281340439994	1.0	0.333333333333	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__
325206	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
1106617	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
365484	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
810402	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Leucobacter; s__
580008	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
New.CleanUp.ReferenceOTU5019	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	1.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus
New.CleanUp.ReferenceOTU5536	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella
New.CleanUp.ReferenceOTU6153	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.333333333333	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU7768	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33333333333	0.0	0.0	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__mesenteroides
New.CleanUp.ReferenceOTU9061	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	1.33333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae
New.CleanUp.ReferenceOTU9307	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__
New.CleanUp.ReferenceOTU10547	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
New.CleanUp.ReferenceOTU11295	19.9159159159	0.0686933628118	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.CleanUp.ReferenceOTU6489	19.9096196868	0.0688150864428	0.281340439994	1.0	1.0	0.333333333333	0.0	0.0	0.666666666667	1.66666666667	0.333333333333	0.666666666667	0.0	2.33333333333	0.0	0.666666666667	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
304724	19.8302122347	0.0703667171187	0.281340439994	1.0	0.666666666667	0.666666666667	1.0	0.0	0.0	0.333333333333	1.66666666667	2.33333333333	0.0	1.66666666667	0.0	0.666666666667	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU4770	19.8252075793	0.0704655367575	0.281340439994	1.0	1.33333333333	1.33333333333	1.0	0.0	2.0	8.0	2.33333333333	3.33333333333	1.0	6.0	0.333333333333	3.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella
509416	19.8220408163	0.0705281295501	0.281340439994	1.0	0.333333333333	0.0	0.0	3.66666666667	0.333333333333	0.0	0.0	1.0	0.0	0.0	0.333333333333	0.333333333333	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
686972	19.7177953924	0.072616206269	0.281340439994	1.0	0.333333333333	0.0	0.333333333333	0.333333333333	0.333333333333	2.33333333333	1.33333333333	3.0	0.333333333333	0.333333333333	0.333333333333	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
40609	19.7037037037	0.0729026127286	0.281340439994	1.0	0.333333333333	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__Frankia; s__
223368	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
523140	19.7037037037	0.0729026127286	0.281340439994	1.0	0.333333333333	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii
1088120	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
513078	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens
583089	19.7037037037	0.0729026127286	0.281340439994	1.0	0.666666666667	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
4333020	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
335887	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.ReferenceOTU42	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU411	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU2256	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.333333333333	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
New.CleanUp.ReferenceOTU2398	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU2464	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU2697	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.666666666667	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.CleanUp.ReferenceOTU3408	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
New.CleanUp.ReferenceOTU3643	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc
New.CleanUp.ReferenceOTU3690	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.666666666667	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
New.CleanUp.ReferenceOTU3964	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
New.CleanUp.ReferenceOTU4548	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.666666666667	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU4584	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.666666666667	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU5027	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU5531	19.7037037037	0.0729026127286	0.281340439994	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU5709	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU6558	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU7336	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU8298	19.7037037037	0.0729026127286	0.281340439994	1.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU8781	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.666666666667	0.0	0.0	Unassigned
New.CleanUp.ReferenceOTU8891	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU8972	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU9587	19.7037037037	0.0729026127286	0.281340439994	1.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
