Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
LB+LP	LB-AS	286.723983024	84.1017133231	315.021029949	60.4206745266	-0.92716654139	1.0
C-AS	LB	421.664563511	150.887640563	280.367065876	68.0580675456	3.74258977226	0.01
C	LB-AS	516.990427161	185.13285492	315.021029949	60.4206745266	3.25519184049	0.01
C-AS	C	421.664563511	150.887640563	516.990427161	185.13285492	-1.51613728576	1.0
C-AS	LB-AS	421.664563511	150.887640563	315.021029949	60.4206745266	2.01497689461	0.56
LB+LP	C-AS	286.723983024	84.1017133231	421.664563511	150.887640563	-3.297471815	0.06
LB+LP	LB	286.723983024	84.1017133231	280.367065876	68.0580675456	0.27301190258	1.0
LB	LB-AS	280.367065876	68.0580675456	315.021029949	60.4206745266	-1.34682609362	1.0
C	LB	516.990427161	185.13285492	280.367065876	68.0580675456	5.58937031649	0.01
LB+LP	C	286.723983024	84.1017133231	516.990427161	185.13285492	-5.16552600168	0.01
