OTU	Test-Statistic	P	FDR_P	Bonferroni_P	LB-AS/90+50h_mean	C/90_mean	LB/30_mean	LB+LP/90+140h_mean	LB-AS/90+140_mean	LB/90+140h_mean	LB+LP/90_mean	LB/30+120h_mean	C/30_mean	LB/90+50h_mean	LB+LP/30_mean	C/30+120h_mean	C-AS/90+50h_mean	LB-AS/90+140h_mean	C-AS/90+140h_mean	C/90+140h_mean	LB+LP/90+50h_mean	LB+LP/30+120h_mean	C/90+50h_mean	C-AS/90_mean	LB-AS/90_mean	LB/90_mean	taxonomy
243185	61.9237331523	6.504466962e-06	0.000103391900217	0.00692725731453	0.4	2.8	0.0	0.2	0.0	0.4	0.4	0.0	1.75	0.6	0.0	0.0	0.6	1.0	0.0	0.0	0.0	0.0	3.8	1.2	0.0	0.2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU52	61.8339178449	6.71390198948e-06	0.000105151553218	0.0071503056188	0.4	1.6	0.0	0.4	0.0	0.0	0.0	0.0	4.5	0.2	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.6	0.4	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU2111	61.7354976469	6.95100872909e-06	0.000107287308645	0.00740282429648	0.0	0.2	0.0	0.0	1.0	0.2	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
821080	61.5378507247	7.45226511141e-06	0.0001127389412	0.00793666234365	1.8	3.8	0.5	0.6	1.0	1.0	0.2	0.0	7.25	0.6	0.25	0.0	0.6	1.25	0.0	0.2	0.8	0.25	8.8	1.8	1.0	0.2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU3211	61.5136874758	7.51592941336e-06	0.0001127389412	0.00800446482523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.8	0.0	0.0	0.2	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
New.CleanUp.ReferenceOTU1494	61.210483871	8.3616370732e-06	0.000123682548374	0.00890514348295	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.75	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
10002	60.9656941834	9.11195375987e-06	0.000132934667867	0.00970423075426	4.4	2.0	0.25	1.2	3.0	3.8	1.6	0.75	1.25	2.0	0.0	0.0	1.4	3.75	0.0	0.0	1.6	0.25	4.2	3.8	3.2	1.4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia
300495	60.7476375111	9.8357023881e-06	0.00014155436545	0.0104750230433	0.2	25.4	0.0	1.2	0.0	0.2	0.6	0.0	17.5	0.6	0.0	1.5	5.0	0.0	0.2	4.2	0.6	0.25	16.0	11.4	0.0	0.4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
327765	60.46875	1.08439921844e-05	0.000150725970065	0.0115488516764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__agilis
New.CleanUp.ReferenceOTU4108	60.4591104735	1.08805975085e-05	0.000150725970065	0.0115878363465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
New.ReferenceOTU27	60.4546548261	1.08975583991e-05	0.000150725970065	0.011605899695	8.6	11.6	2.75	10.6	5.0	9.0	5.6	2.75	5.5	6.2	1.5	0.0	3.6	13.0	0.0	0.2	7.6	2.5	8.0	8.4	7.6	3.8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU933	59.7026315789	1.41647728071e-05	0.000193403628712	0.0150854830395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU5810	59.331307673	1.61147325513e-05	0.000217242913508	0.0171621901671	0.2	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	2.4	0.2	0.0	0.0	Unassigned
16144	59.1349423933	1.72498640805e-05	0.000229638815572	0.0183711052458	0.0	131.6	0.25	0.0	0.0	0.0	0.0	0.0	4.75	0.4	0.0	0.0	2.0	0.0	0.0	44.4	0.0	0.0	67.8	102.6	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__tyrobutyricum
334656	58.6921875	2.01044056072e-05	0.000257966168333	0.0214111919716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__casseliflavus
New.CleanUp.ReferenceOTU1912	58.6921875	2.01044056072e-05	0.000257966168333	0.0214111919716	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
New.CleanUp.ReferenceOTU4971	58.6921875	2.01044056072e-05	0.000257966168333	0.0214111919716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
New.CleanUp.ReferenceOTU3589	58.4260526316	2.20376629852e-05	0.000279406084277	0.0234701110793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU3325	58.1314082475	2.4390548854e-05	0.00030018771249	0.0259759345295	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.4	0.8	0.2	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
335887	58.1302469136	2.44002924337e-05	0.00030018771249	0.0259863114419	0.0	0.2	0.0	0.2	0.0	0.2	0.2	0.0	1.0	0.0	0.0	1.75	0.6	0.0	0.4	1.2	0.0	0.0	0.4	1.2	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU83	58.1157340985	2.45223765132e-05	0.00030018771249	0.0261163309866	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
New.CleanUp.ReferenceOTU4743	57.9917525773	2.55899875689e-05	0.000309697008646	0.0272533367609	0.0	0.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.ReferenceOTU44	57.782671543	2.7494293471e-05	0.000329004747714	0.0292814225466	0.0	2.8	0.0	0.8	1.0	0.2	0.6	0.0	1.75	0.8	0.0	0.0	1.2	1.75	0.0	0.0	0.4	0.0	3.6	1.4	0.2	0.2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia
813457	57.6883574202	2.83980345635e-05	0.000336043409002	0.0302439068102	0.4	3.2	0.5	0.4	1.0	0.4	0.4	0.0	5.0	0.4	0.0	0.0	0.2	0.75	0.0	1.0	0.2	0.0	3.2	0.4	0.2	0.2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__
New.CleanUp.ReferenceOTU3828	57.575	2.95227583723e-05	0.000345513600731	0.0314417376665	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
297314	57.1207865169	3.44828999274e-05	0.000399177048073	0.0367242884227	0.0	0.2	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
New.ReferenceOTU4	56.7401081153	3.926010697e-05	0.000448937315989	0.0418120139231	3.4	4.8	1.75	4.4	8.0	5.4	2.8	1.75	1.5	2.2	1.5	0.0	2.4	8.75	0.0	0.0	3.8	1.5	3.8	5.2	5.0	2.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU70	56.7129576037	3.96245142751e-05	0.000448937315989	0.042200107703	0.0	3.8	0.0	0.6	0.0	0.2	0.6	0.0	2.5	0.2	0.0	0.0	0.6	0.75	0.0	0.0	0.2	0.0	4.8	1.2	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
New.CleanUp.ReferenceOTU2536	56.383902439	4.43125073205e-05	0.000496766529435	0.0471928202964	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	2.25	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.2	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.CleanUp.ReferenceOTU3654	56.2138888889	4.69426951259e-05	0.000520770524053	0.0499939703091	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
4358821	55.5826488766	5.81096742931e-05	0.000638008279609	0.0618868031221	3.6	0.6	2.0	3.2	2.0	1.4	2.4	3.75	0.0	3.8	2.25	0.0	1.0	1.5	1.6	0.6	2.8	1.75	0.0	1.0	3.2	1.8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
509745	54.9893569845	7.09455084159e-05	0.000770989453704	0.075556966463	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.8	1.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
552376	54.5501230425	8.21901079398e-05	0.000884166312686	0.0875324649559	0.4	4.0	0.0	0.2	1.0	0.2	0.0	0.25	1.75	0.2	0.0	0.0	0.0	0.75	0.0	0.0	0.2	0.25	4.2	1.6	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.ReferenceOTU18	54.2187943096	9.1803727098e-05	0.000977709693593	0.0977709693593	1.6	0.0	2.0	2.2	3.0	1.8	1.4	2.5	0.5	1.6	1.75	0.0	0.4	2.75	0.2	0.0	1.6	0.75	0.0	2.2	1.4	2.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.ReferenceOTU75	54.0785877589	9.61940842059e-05	0.0010143237592	0.102446699679	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.5	0.4	0.0	1.6	2.0	0.0	0.0	1.6	1.2	0.2	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
814952	53.9681391128	9.97959902346e-05	0.00102693205278	0.1062827296	0.8	2.0	1.0	1.0	1.0	1.0	0.8	0.0	2.0	0.4	0.0	0.0	0.2	1.5	0.0	0.2	0.4	0.0	2.6	1.2	0.6	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__
565537	53.938470589	0.000100785696232	0.00102693205278	0.107336766487	3.4	1.4	3.0	6.2	8.0	4.0	4.4	2.25	2.25	4.4	3.75	3.5	2.0	5.0	2.0	0.2	3.8	1.25	0.2	2.8	4.4	4.4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.ReferenceOTU41	53.9331307018	0.000100964840537	0.00102693205278	0.107527555172	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	22.0	0.0	0.0	1.0	1.8	0.0	0.0	0.4	0.2	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.ReferenceOTU54	53.9151504217	0.000101570331754	0.00102693205278	0.108172403318	1.0	0.0	1.0	2.2	0.0	3.0	3.2	0.75	1.5	1.0	1.5	0.5	0.0	2.25	0.2	0.0	1.8	0.75	0.0	0.4	0.4	2.4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU1641	53.8962365591	0.000102211077554	0.00102693205278	0.108854797595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__; s__
1065974	53.7646555128	0.000106778871414	0.00106279904725	0.113719498056	0.0	0.4	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	20.25	0.4	0.0	0.2	0.6	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
New.CleanUp.ReferenceOTU3247	52.4901212613	0.000162650093623	0.00160391064545	0.173222349708	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.2	0.6	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
New.ReferenceOTU80	52.3946390481	0.000167826778213	0.0016397754018	0.178735518797	1.6	5.2	0.75	7.4	3.0	4.8	4.8	0.75	13.75	3.8	2.25	7.25	2.8	5.0	2.4	1.6	2.2	1.0	3.0	2.4	3.2	4.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
794205	52.2772301988	0.000174411990053	0.00168862517643	0.185748769407	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	1.0	0.0	0.0	0.4	1.4	0.0	0.0	0.4	0.6	0.2	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
347922	52.1302418393	0.000183010780615	0.00175591424644	0.194906481355	0.0	0.4	0.0	0.0	0.0	0.0	0.4	0.0	1.0	0.0	0.0	2.5	0.4	0.0	1.0	1.4	0.0	0.0	1.2	0.0	0.2	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.ReferenceOTU5	52.0431950368	0.00018829564545	0.0017904898429	0.200534862404	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
4429559	51.9962927644	0.000191204354776	0.00180205874192	0.203632637837	0.0	0.8	0.0	0.0	1.0	0.4	0.4	0.0	0.5	0.0	0.5	2.75	1.2	0.25	5.6	1.2	0.2	0.0	0.2	1.0	0.2	0.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__brevis
New.CleanUp.ReferenceOTU2660	51.820909208	0.000202472576098	0.00189152011881	0.215633293545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
332958	51.7589308633	0.000206606730299	0.00191335798059	0.220036167768	0.0	1.2	0.0	0.6	1.0	0.6	0.2	0.0	1.0	0.4	0.0	0.0	0.6	1.0	0.0	0.0	0.2	0.0	1.2	1.6	0.2	0.2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
1111874	51.3867715618	0.000233208882543	0.00214109879231	0.248367459908	0.2	0.2	0.0	0.4	0.0	0.0	0.2	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	1.4	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU9	51.1597640687	0.000251036506045	0.00228507588836	0.267353878938	0.0	1.0	0.0	1.2	1.0	0.2	0.6	0.0	6.0	0.2	0.0	0.0	0.2	0.75	0.0	0.0	0.0	0.25	1.4	1.2	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
813217	51.1315441249	0.000253342994494	0.00228652787403	0.269810289136	0.6	5.2	0.25	1.6	0.0	1.0	0.6	0.0	5.0	0.4	0.0	0.0	0.6	1.25	0.0	1.0	0.8	0.25	9.2	1.2	0.4	0.4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU64	51.0637014628	0.000258972341694	0.00231572237183	0.275805543904	3.2	1.4	1.0	3.4	1.0	1.8	0.8	0.5	0.5	3.6	0.5	0.0	1.6	2.5	0.0	0.0	1.4	0.75	0.6	2.4	2.4	1.2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU4700	51.0404850611	0.000260926464432	0.00231572237183	0.27788668462	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
New.CleanUp.ReferenceOTU351	50.6028368794	0.000300552545883	0.00263273089514	0.320088461365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.2	0.0	0.0	0.4	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
New.ReferenceOTU39	50.5921480625	0.000301589830241	0.00263273089514	0.321193169207	1.2	0.6	0.75	1.6	1.0	3.2	1.6	0.25	6.75	1.4	1.0	0.75	0.6	1.75	0.0	0.0	0.8	1.0	0.0	0.2	0.4	1.4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
586387	50.5221276596	0.000308471152807	0.00266816249069	0.328521777739	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
266330	50.5001791713	0.00031065929469	0.00266816249069	0.330852148845	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	1.25	0.2	0.0	0.8	0.8	0.0	0.0	0.6	0.6	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae
New.ReferenceOTU30	50.2022058435	0.000341894597162	0.00291294196782	0.364117745978	3.0	2.0	1.25	2.4	2.0	2.4	2.4	0.5	0.5	2.4	1.0	0.25	0.8	3.75	0.0	0.0	3.4	1.75	0.2	0.6	2.0	2.4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU6000	49.9302105263	0.000373045406208	0.0031531218858	0.397293357611	0.0	0.0	0.0	0.2	0.0	0.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
763362	49.8949899933	0.000377274622071	0.00316375962603	0.401797472506	1.4	4.0	2.0	6.8	2.0	3.0	2.6	0.25	7.75	2.2	1.0	9.25	1.8	2.5	3.2	4.0	4.0	0.0	3.6	2.2	1.4	2.6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
New.ReferenceOTU17	49.7235213301	0.00039853569132	0.00331594149419	0.424440511256	2.2	3.2	0.5	3.8	1.0	2.2	1.8	0.0	2.0	1.4	1.0	0.0	0.6	2.25	0.4	0.0	1.6	0.25	3.0	1.6	1.6	1.2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU12	49.6174831808	0.00041225881276	0.00340353205883	0.43905563559	1.4	1.6	1.5	3.4	2.0	3.4	2.4	1.0	1.25	1.6	0.0	0.0	1.4	4.25	0.0	0.2	2.6	1.5	0.8	1.6	3.0	2.2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.ReferenceOTU69	49.558900918	0.000420035144314	0.00343813031479	0.447337428694	0.0	0.6	0.0	0.0	0.0	0.2	0.0	0.0	0.25	0.0	0.0	0.5	0.6	0.0	1.4	1.2	0.0	0.0	0.4	0.6	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU1929	49.514624017	0.000426006459243	0.00343813031479	0.453696879093	0.8	0.6	0.0	0.2	0.0	0.2	0.2	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	1.2	0.4	0.2	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
571744	49.49	0.000429362752927	0.00343813031479	0.457271331867	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.75	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
345540	49.49	0.000429362752927	0.00343813031479	0.457271331867	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU3296	48.7630491733	0.00054079927984	0.00429799588565	0.575951233029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	16.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae
138130	48.7396386823	0.000544816379871	0.00429799588565	0.580229444563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	5.2	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
New.CleanUp.ReferenceOTU5408	48.6071578947	0.000568097629341	0.00444870570035	0.605023975248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.8	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
746679	48.5232900644	0.000583329105508	0.0045346386669	0.621245497366	0.2	1.6	0.25	0.2	0.0	0.2	0.0	0.5	2.0	0.0	0.0	0.0	0.0	0.25	0.0	0.4	0.4	0.0	3.4	0.4	0.2	0.4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU6149	48.3379117811	0.000618406672677	0.00471709723036	0.6586031064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
New.CleanUp.ReferenceOTU2534	48.3358357671	0.000618810788886	0.00471709723036	0.659033490163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
