Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
LH/30	C/0	194.933333333	9.86317505787	243.8	5.81778881248	-6.03501734726	1.0
LH + LB/30	LB/10	205.866666667	19.9125309514	267.633333333	7.88345665865	-4.07872834631	1.0
LB/10	C/0	267.633333333	7.88345665865	243.8	5.81778881248	3.44012498737	1.0
LH/30	LB/30	194.933333333	9.86317505787	250.133333333	14.3722726881	-4.47845717392	1.0
LH/30	LH + LB/10	194.933333333	9.86317505787	262.033333333	22.3608785357	-3.88279527261	1.0
LH + LB/30	LH + LB/10	205.866666667	19.9125309514	262.033333333	22.3608785357	-2.6528591685	1.0
LH + LB/30	LH + LB/92	205.866666667	19.9125309514	226.666666667	17.8298127366	-1.10053594704	1.0
LB/10	LB/30	267.633333333	7.88345665865	250.133333333	14.3722726881	1.50976806267	1.0
LH/10	LB/30	275.066666667	5.75171472017	250.133333333	14.3722726881	2.2777793861	1.0
LH + LB/92	LB/30	226.666666667	17.8298127366	250.133333333	14.3722726881	-1.44913343496	1.0
LB/10	LH/92	267.633333333	7.88345665865	237.733333333	5.72499393498	4.34007419641	1.0
C/0	C/30	243.8	5.81778881248	360.533333333	6.72028438552	-18.5725658872	1.0
LH/10	LH/92	275.066666667	5.75171472017	237.733333333	5.72499393498	6.5059126736	1.0
LH/30	C/10	194.933333333	9.86317505787	416.833333333	1.81169043223	-31.2932068391	1.0
LH/10	C/30	275.066666667	5.75171472017	360.533333333	6.72028438552	-13.6642251152	1.0
LB/10	C/30	267.633333333	7.88345665865	360.533333333	6.72028438552	-12.682602064	1.0
LH/30	LH/10	194.933333333	9.86317505787	275.066666667	5.75171472017	-9.92541392277	1.0
LB/92	LH + LB/92	219.1	9.73344748792	226.666666667	17.8298127366	-0.526784233883	1.0
LH + LB/30	LH/30	205.866666667	19.9125309514	194.933333333	9.86317505787	0.695818470525	1.0
LH + LB/30	LB/30	205.866666667	19.9125309514	250.133333333	14.3722726881	-2.5492214003	1.0
LH + LB/30	C/30	205.866666667	19.9125309514	360.533333333	6.72028438552	-10.4078788134	1.0
LH/30	C/92	194.933333333	9.86317505787	276.1	16.364799622	-6.00749476109	1.0
LH/30	LB/92	194.933333333	9.86317505787	219.1	9.73344748792	-2.46635736333	1.0
C/0	C/92	243.8	5.81778881248	276.1	16.364799622	-2.63004667434	1.0
LB/30	C/10	250.133333333	14.3722726881	416.833333333	1.81169043223	-16.2742828448	1.0
LH + LB/30	C/0	205.866666667	19.9125309514	243.8	5.81778881248	-2.58596295001	1.0
LB/30	LH/92	250.133333333	14.3722726881	237.733333333	5.72499393498	1.13352487694	1.0
LB/30	LH + LB/10	250.133333333	14.3722726881	262.033333333	22.3608785357	-0.633117066685	1.0
LH + LB/92	C/10	226.666666667	17.8298127366	416.833333333	1.81169043223	-15.0062487129	1.0
LH + LB/92	C/92	226.666666667	17.8298127366	276.1	16.364799622	-2.88864376354	1.0
LH/10	C/0	275.066666667	5.75171472017	243.8	5.81778881248	5.40492626869	1.0
LB/10	LB/92	267.633333333	7.88345665865	219.1	9.73344748792	5.47972828672	1.0
LH/10	C/10	275.066666667	5.75171472017	416.833333333	1.81169043223	-33.24686097	1.0
C/92	LB/30	276.1	16.364799622	250.133333333	14.3722726881	1.68606029598	1.0
LH + LB/30	LH/92	205.866666667	19.9125309514	237.733333333	5.72499393498	-2.1750991544	1.0
C/0	LB/30	243.8	5.81778881248	250.133333333	14.3722726881	-0.577659717389	1.0
C/30	C/10	360.533333333	6.72028438552	416.833333333	1.81169043223	-11.4393514444	1.0
C/92	LH/92	276.1	16.364799622	237.733333333	5.72499393498	3.12958982627	1.0
C/30	LH + LB/92	360.533333333	6.72028438552	226.666666667	17.8298127366	9.93563405484	1.0
LH/30	C/30	194.933333333	9.86317505787	360.533333333	6.72028438552	-19.6224202374	1.0
C/0	LH + LB/10	243.8	5.81778881248	262.033333333	22.3608785357	-1.11601282682	1.0
C/0	LH + LB/92	243.8	5.81778881248	226.666666667	17.8298127366	1.29193449742	1.0
LH/10	LB/10	275.066666667	5.75171472017	267.633333333	7.88345665865	1.07723183736	1.0
C/30	C/92	360.533333333	6.72028438552	276.1	16.364799622	6.74960486114	1.0
LH + LB/30	LH/10	205.866666667	19.9125309514	275.066666667	5.75171472017	-4.72164628016	1.0
LB/10	C/10	267.633333333	7.88345665865	416.833333333	1.81169043223	-26.0850499885	1.0
LH/30	LH + LB/92	194.933333333	9.86317505787	226.666666667	17.8298127366	-2.20247077657	1.0
LH + LB/30	LB/92	205.866666667	19.9125309514	219.1	9.73344748792	-0.84437129226	1.0
LH + LB/30	C/92	205.866666667	19.9125309514	276.1	16.364799622	-3.853639348	1.0
