Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	250
4924-424-MS515F-926R_R1	33.8572348222	33.9092304645	33.8438645142	33.9041794592	33.9158660988	37.7923640685	37.823115777	37.737347727	37.3581756958	37.7345449143	37.6620877488	36.9467762702	36.8769931663	37.310181242	37.3925717519	37.2786213044	36.9066805329	37.3968503937	37.4591095924	36.9335314218	36.0966968752	37.0791759521	36.5900262467	36.9208240479	35.9509433962	36.5825880256	36.7885405834	36.1123755757	36.3182588026	36.0185410786	35.5758134007	35.4764324271	36.0932006141	35.381260833	35.1041251919	34.7679393849	34.5966126876	34.9114841777	34.1078195414	34.7663447729	34.0085574209	34.218174615	34.2397365424	33.6759273015	31.9666815233	32.2722230476	30.9084732333	32.3907789828	31.1430495716	31.5664141039	29.2448274154	27.7324914574	30.1049076413	27.5389689496	26.9562026445	26.7589758827	23.5005569124	19.8026826288
4924-424-MS515F-926R_R2	33.5051005249	33.7000099039	33.5798256908	33.5542240269	33.7390313955	37.1269684065	36.9673665445	37.4057640883	37.2106566307	37.0595127266	37.0414776666	36.6308309399	37.1333762504	36.2080221848	37.2086527616	36.9305799039	36.1834596147	36.062803942	36.6963898381	36.608606943	36.2848214728	36.0546922201	35.9046996484	35.0915168623	34.128727777	33.935928292	34.8625761402	34.5784677859	34.1478334076	35.1220521963	34.7755657901	33.4739662259	33.4658049819	33.5510622493	33.7280542762	33.0521368791	31.6153716634	33.2621205368	31.6400039618	32.6162828703	29.4306839004	29.8230277819	30.046669638	27.6162927747	29.2949140791	24.2822265141	26.0062992126	26.7109493389	23.4782350319	25.5718417273	25.7690090625	19.634239588	19.6338731244	22.7501213292	21.897162383	18.4978854058	19.4812706449	13.8468561939
4924-425-MS515F-926R_R1	33.6476838785	33.3846089988	33.6950024905	33.7956998174	33.7755271459	37.4003818695	37.5271459406	37.4838120538	36.9216337373	37.2610161049	37.014527644	36.2083347169	35.9888427694	36.4180308816	36.5212186618	36.2486302507	35.4010127843	36.352697991	36.2008301511	35.5302507056	34.2565664951	35.6046322431	34.82521999	35.4474348331	33.4682218164	34.3142453927	34.5518014279	33.7726216171	33.9865183463	33.1385522165	32.7094471194	32.2275278101	32.8957662295	32.1574464553	31.5295865848	30.3089822348	30.2719242902	30.4720903204	29.7592063756	29.8010293873	28.8881122364	29.2146106591	29.2264486136	28.0704466213	26.1410924788	25.9448281587	24.6985887432	25.9958990536	24.1742487133	24.9594388179	22.1548729869	20.506093309	23.040478167	20.3514029553	19.8311804748	19.6109247883	17.5444485966	14.9784031032
4924-425-MS515F-926R_R2	33.5710609331	33.7393325585	33.6934252034	33.6461896065	33.7448945708	37.3142121866	37.223642703	37.4169848913	37.3601195418	37.3345010792	37.2695666611	37.0841607173	37.3445791134	36.7764901212	37.3630914826	37.2212850739	36.7874149095	36.7233770546	37.1296862029	37.0080690686	36.7685040677	36.725186784	36.6536111572	36.1615141956	35.4468703304	35.0545077204	35.8787481322	35.3878797941	35.2812883945	35.9581105761	35.6516353976	34.5202390835	34.5979412253	34.4783662627	34.6741823012	34.167906359	32.7436327412	34.2690851735	32.9783828657	33.7478333057	30.7845425868	30.7265482318	30.9920305496	28.7032375892	30.5478333057	25.2660634235	27.0579113399	27.8225635066	24.3031047651	26.4629088494	26.9352980242	20.1795616802	20.2163041674	23.39769218	22.7653993027	18.9783994687	20.2173076354	14.0415942209
4924-426-MS515F-926R_R1	33.8593592076	33.9156559531	33.7745603396	33.8830604407	33.9021123913	37.7554073176	37.8369213665	37.7426723267	37.3265110168	37.6895290075	37.6209824136	36.9053163533	36.9305336568	37.3451081464	37.4531433192	37.3337679402	36.9173741662	37.4168182737	37.4397283832	37.0068934149	36.241653611	37.1052408147	36.6049628544	37.0060140496	35.9438924546	36.5435184717	36.7404962854	36.1453883863	36.4368120483	36.0261889119	35.5969879214	35.4117450852	36.1104159297	35.3973720119	35.1717086976	34.8307575681	34.5797543842	34.8604437257	34.1060191035	34.7982412695	34.112892303	34.0093394653	34.264264416	33.6470612018	32.0881588922	32.2314347804	31.0049325315	32.3244554505	30.9949663921	31.6078132107	28.9276090362	27.3901854753	29.9818365594	27.2466568959	26.6550260272	26.4308384293	23.0719002985	19.4463379544
4924-426-MS515F-926R_R2	33.4773600162	33.7562158884	33.6797048716	33.5376996159	33.7231655549	37.1002122498	36.9182332727	37.3407115423	37.2277137659	37.0657873459	37.075631696	36.7494441075	37.1531736406	36.2699211643	37.2594703861	36.9809884779	36.3543359612	36.193147362	36.8096729349	36.7534643958	36.31406479	36.2678020923	36.0352857937	35.2049426391	34.2256734219	34.0554707636	34.8964471623	34.7351998787	34.3772881185	35.2966493152	34.811664224	33.4634456967	33.537736898	33.5910041947	33.8491635923	33.160691363	31.614322535	33.3198564714	31.6190933441	32.905058877	29.4802142821	29.8465760348	29.9850002527	27.2171122454	29.2110779805	23.7512811442	25.7418911406	26.5110122808	23.1103249608	25.2688431799	25.9541213928	19.3574872391	19.280416435	22.5571739021	21.7710517006	18.3785515743	19.1947626521	13.5516361097
4924-427-MS515F-926R_R1	33.879169985	33.8190868065	33.7889124856	33.854216441	33.8862490045	37.7074595169	37.8042208654	37.7189186798	37.2966994071	37.6513582869	37.5564905761	36.8427130342	36.7830457482	37.2308291302	37.3328201044	37.2289974339	36.7562870542	37.2939739846	37.3655694186	36.8737191399	36.0109370852	36.9498274489	36.3665958765	36.8531014954	35.6475533139	36.2964604902	36.5158658526	35.8693566941	36.1358286877	35.6980975135	35.3161844085	35.0651004336	35.7518892133	35.0130696399	34.7247057782	34.3977789576	34.0960092027	34.3533846562	33.579833643	34.2254402265	33.50815857	33.4921334395	33.7794796921	33.0016016282	31.4354393417	31.5284930537	30.2923281126	31.593920892	30.1152110433	30.7731528183	27.9583222724	26.3272011326	29.0922042297	26.2039819485	25.5882753739	25.4533669587	22.4078452872	18.8743302364
4924-427-MS515F-926R_R2	33.535660561	33.7886027785	33.7285638439	33.5935315459	33.7822316609	37.2130342448	37.0248208123	37.4416865764	37.3296610919	37.177010884	37.1854172197	36.8327935581	37.254490753	36.4577028582	37.3235465888	37.1210335369	36.5587558623	36.3683744801	36.9799486771	36.9307494912	36.5276612689	36.4530661003	36.1933899655	35.4915759667	34.6738784178	34.3285726927	35.1759932749	34.9741173347	34.6158304575	35.526165826	35.0938677993	33.8692505088	33.9928767366	33.9562782055	34.1440403504	33.5044420848	32.0265905672	33.6515529599	32.1225024334	33.2508716043	29.9831961773	30.2314308468	30.4425537563	27.9122997965	29.6497124148	24.4410494646	26.3993982833	27.0156800283	23.7219626582	25.7759313335	26.2802406867	19.7245907442	19.7188036457	22.9904167773	22.1646225998	18.6786125122	19.609424438	13.8772085391
4924-429-MS515F-926R_R1	33.8062714172	33.8641975309	33.8673426278	33.8773412195	33.8772003943	37.6993850631	37.7823311271	37.6766652584	37.1891282918	37.6318734451	37.5250340328	37.3678355161	36.845373891	37.0098953199	37.333136178	36.9371825564	36.8770877341	37.2215932028	37.307074121	36.9893630005	36.4468572502	36.8150213585	35.7321504014	36.7072243346	36.2361826973	36.7674693705	36.4217715815	35.8512040558	36.2730976858	35.4987372671	35.6617471718	35.4784208797	35.7889686899	35.3146129653	34.610167582	35.0288128433	33.6814063747	34.5977374079	33.9326573722	34.3284138384	33.8954982866	33.7648594095	33.6601699291	32.8177627564	32.3327043139	30.6790123457	31.6021405436	30.6154626109	30.9170821011	31.6521147256	30.7033751115	27.5413697601	28.7526827207	26.1005492184	26.7947049711	25.8506595315	24.5175546233	20.7976403649
