Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
LB+LP	LB-AS	6.27002463636	1.45146961235	6.6776605	1.01802686646	-0.777373267208	1.0
C-AS	LB	8.103938	2.54839728388	6.0685373913	1.2948765988	3.08416726259	0.05
C	LB-AS	10.2261917619	2.88554189635	6.6776605	1.01802686646	3.65456593297	0.03
C-AS	C	8.103938	2.54839728388	10.2261917619	2.88554189635	-2.11266159178	0.48
C-AS	LB-AS	8.103938	2.54839728388	6.6776605	1.01802686646	1.59602627519	1.0
LB+LP	C-AS	6.27002463636	1.45146961235	8.103938	2.54839728388	-2.63343303264	0.18
LB+LP	LB	6.27002463636	1.45146961235	6.0685373913	1.2948765988	0.480799061149	1.0
LB	LB-AS	6.0685373913	1.2948765988	6.6776605	1.01802686646	-1.2800121401	1.0
C	LB	10.2261917619	2.88554189635	6.0685373913	1.2948765988	6.11089923191	0.01
LB+LP	C	6.27002463636	1.45146961235	10.2261917619	2.88554189635	-5.58288388901	0.01
