Length	Count
175.0	16
185.0	5543
195.0	308
205.0	1
215.0	1542
225.0	15077
235.0	1861
245.0	5700
255.0	34164
265.0	6158
275.0	2783
285.0	342
295.0	5959
305.0	5736
315.0	399
325.0	229
335.0	1
345.0	4
355.0	1120
365.0	15
375.0	0
385.0	0
395.0	0
405.0	12
415.0	0
425.0	1
435.0	0
445.0	0
455.0	0
465.0	0
475.0	0
485.0	5
495.0	0
--

