# Constructed from biom file
#OTU ID	424	425	426	427	429	430	431	437	440	441	447	449	457	757	758	759	761	831	832	834	836	837	838	839	841	842	843	844	1016	1017	1018	1019	1020	1024	1031	1032	1033	1034	1035	1040	1138	1139	1140	1141	1142	1145	1153	1154	1158
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	0.0135019375892	0.248628552115	0.024499381953	0.019056038505	0.581244569213	0.128665270373	0.179295915583	0.00482157115656	0.209587513935	0.0	0.055841314047	0.0475444577536	4.17397111612e-05	0.482287178293	0.0833900174648	0.599545102594	0.994189104571	0.00135706621221	0.000291579192909	0.00119922832264	0.0	0.00049541738915	5.14986095375e-05	0.00289543735114	0.00859249759538	0.00162961238505	0.00781674823274	0.00123345367028	0.0155351079365	0.0223763891662	0.0331702817992	0.0492251913054	0.0267625365693	0.0129753647453	0.082400661008	0.149810379444	0.21385076358	0.169259469003	0.233872755487	0.99843806655	0.451036016896	0.0149424236885	0.0665830443444	0.201276173956	0.988742893716	0.0348685022842	0.99129764619	0.872036296224	0.587488129155
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales	0.00106057515807	0.0	0.0	0.000147340503905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023067290582	0.0	5.14986095375e-05	0.0	0.0	0.0	0.0	3.00842358604e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.314827656537	0.0563658580974	0.159678615575	0.160895830264	0.0586859167168	0.00290365575019	0.000181933957973	0.00233400896751	0.000929022668153	0.244192232665	0.0	0.0	0.000292177978128	0.0	0.00136041915617	0.0	0.00052598622417	0.00520734709335	0.00110800093305	0.00213775483602	0.00286693468661	0.00165139129717	0.00278092491503	0.0042030542194	0.00628406540558	5.82004423234e-05	0.0105356171833	0.000240673886883	0.0	1.66367205696e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46944067169e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0273857928725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	0.0	0.0	0.000420271940667	0.000687589018221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales	0.00265143789517	0.00246990614357	0.00242274412855	0.00505869063406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266921505305	4.12847824292e-05	0.0	0.0028487367487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038029386344	0.0	0.0	0.00241373852485
k__Fungi;p__Ascomycota;c__unidentified;o__unidentified	0.514909239241	0.482489665393	0.595624227441	0.582535238937	0.261479847604	0.0256092916984	0.323114709361	0.0207603955531	0.553790412486	0.510285511616	0.00494472704538	0.0516907767438	0.12797395442	0.0	0.00340104789043	0.00665408439799	0.00147777082029	0.0572808180269	0.00268252857476	0.0992752489702	0.0274830290648	0.233713153332	0.0156555772994	0.0554336150936	0.136902853479	0.00826446280992	0.0378602501359	0.092027677497	0.0	0.0	0.00105407052391	0.000174310167512	0.0	0.127182492227	0.0	0.00139933886309	0.00196533281784	0.0	0.000538366532603	0.0	0.000712339723562	3.04636568574e-05	0.0	0.0	0.0	0.0140017286085	0.00240840050095	0.0101717240706	0.0703545425768
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.578868691701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203703703704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00527252356159	0.0	0.00751879699248	0.0	0.0	0.00552904202072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales	0.0017132367938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales	0.0	0.00194992590282	0.00101359703337	0.00348705859241	0.0	0.0	0.0	0.0	9.29022668153e-05	0.0	0.0	0.0	0.0	2.32910213113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales	0.0	0.0	0.0014585908529	0.0	0.0	0.0	0.0	0.106381671887	0.0	0.0	0.0	0.292822261126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000330926594465	1.75935537219e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66561177921e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales	0.0	0.000571978264826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales	0.0	7.79970361126e-05	7.41656365884e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332828049825	0.0	0.0	9.34012048755e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	0.00522129308587	0.0	0.00121137206428	0.0	0.0	4.76009139375e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166849157933	0.0	0.0	0.0	0.0	0.013209361975	5.82004423234e-05	0.0	0.0	0.0	1.66367205696e-05	1.6469851936e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified	0.0	0.0	0.0	0.0	0.0	0.0	0.0252888201583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128464845101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales	0.0	0.0	0.0	0.0	6.68404518415e-05	0.0	0.0	0.0	9.29022668153e-05	0.000266004610747	0.0	0.0	0.0	2.32910213113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified	0.0004894962268	0.00275589527598	0.00499381953028	0.0195962870193	0.0	0.0	9.09669789866e-05	0.00638781401634	0.0	0.0	2.84179715252e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00151486460898	0.0	0.0	0.0	0.0	0.0	0.0	0.000128246232767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47568803955e-05	0.0	0.0	0.0	0.0	0.0	0.0622032288699
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales	0.0	0.000935964433352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000882434047247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0299296209409	0.0	0.0	0.0
k__Fungi;p__unidentified;c__unidentified;o__unidentified	0.0986742810524	0.0743831734394	0.123510506799	0.138843868179	0.0984559855625	0.838918507235	0.47129991813	0.592346907438	0.118636194723	0.00203936868239	0.936713177413	0.261955219755	0.852032723934	0.517666239665	0.910966081441	0.387824235385	0.00380713838447	0.0356308779903	0.0202939118265	0.0241931279003	0.0241547485665	0.0202708281727	0.0256463075497	0.0801849343857	0.0151971785829	0.0115818880223	0.0325584556824	0.0158543922984	0.984429704956	0.977590337393	0.964474529374	0.950600498527	0.973237463431	0.253587658455	0.917580560355	0.848790281693	0.784055029319	0.830690562644	0.765588877981	0.00122723342538	0.548126671499	0.985027112655	0.933387441895	0.798723826044	0.01076766688	0.917347820719	0.0061976172891	0.117767587082	0.277540360874
